scope,hypothesis,hold,trades,symbols,win_rate,avg_trade_pct,median_trade_pct,avg_win_pct,avg_loss_pct,profit_factor,best_trade_pct,worst_trade_pct,avg_hold_bars,benchmark_ew_return,benchmark_bh_return,benchmark_ew_maxdd,benchmark_bh_maxdd,total_return,sharpe,max_drawdown,final_equity
signal_quality,accumulation_breakout_smt_v1,10,743,30,0.5114401076716016,1.326764529521642,0.28632784538295736,6.947746434188001,-4.6211106132873185,1.595872407331181,37.66478342749528,-26.075268817204304,9.947510094212651,0.6693876174408042,0.6374790646234538,-0.28078848317883753,-0.2671409796797619,,,,
signal_quality,accumulation_breakout_smt_v1,20,743,30,0.4939434724091521,1.4268676268525495,0.0,9.545602835368438,-6.6387869397521,1.4339462591014145,61.71548117154812,-29.591836734693878,19.679676985195155,0.6693876174408042,0.6374790646234538,-0.28078848317883753,-0.2671409796797619,,,,
signal_quality,accumulation_breakout_smt_v1,30,743,30,0.5356662180349933,2.6488112278611933,0.837988826815637,11.935498542920572,-8.231543425389116,1.7073622003341304,91.81141439205956,-36.626506024096386,29.356662180349932,0.6693876174408042,0.6374790646234538,-0.28078848317883753,-0.2671409796797619,,,,
signal_quality,accumulation_breakout_smt_v1,60,743,30,0.48721399730820997,3.679171070734436,-0.23980815347722162,18.604559418394143,-10.641559584848391,1.683196557657715,111.32897603485839,-49.39725647776084,58.278600269179,0.6693876174408042,0.6374790646234538,-0.28078848317883753,-0.2671409796797619,,,,
signal_quality,accumulation_breakout_smt_v2,10,778,30,0.5167095115681234,1.349749158841466,0.39157789892379424,6.836975399983809,-4.57778777685938,1.6183054828778116,37.66478342749528,-26.075268817204304,9.94987146529563,0.6693876174408042,0.6374790646234538,-0.28078848317883753,-0.2671409796797619,,,,
signal_quality,accumulation_breakout_smt_v2,20,778,30,0.5051413881748072,1.5400963590167946,0.3519012571881376,9.420371452293356,-6.641939027682288,1.4785102624891409,61.71548117154812,-29.591836734693878,19.69408740359897,0.6693876174408042,0.6374790646234538,-0.28078848317883753,-0.2671409796797619,,,,
signal_quality,accumulation_breakout_smt_v2,30,778,30,0.5437017994858612,2.8453631274734863,1.0709400307981216,11.992305041232056,-8.215668158812605,1.7742748684246212,91.81141439205956,-36.626506024096386,29.372750642673523,0.6693876174408042,0.6374790646234538,-0.28078848317883753,-0.2671409796797619,,,,
signal_quality,accumulation_breakout_smt_v2,60,778,30,0.5012853470437018,3.9824955158929654,0.07168065778962673,18.484531755071377,-10.732600190895846,1.7537566680289787,111.32897603485839,-49.39725647776084,58.304627249357324,0.6693876174408042,0.6374790646234538,-0.28078848317883753,-0.2671409796797619,,,,
signal_quality,breakout_after_accumulation_v3,10,602,30,0.5066445182724253,1.3062608257773851,0.1842524759191452,6.844170345570846,-4.455831980414803,1.6043864739532845,37.66478342749528,-26.075268817204304,9.955149501661129,0.6693876174408042,0.6374790646234538,-0.28078848317883753,-0.2671409796797619,,,,
signal_quality,breakout_after_accumulation_v3,20,602,30,0.49335548172757476,1.5299121226702475,0.0,9.858660415634686,-6.734949817436284,1.4588939678695743,61.71548117154812,-35.063206919494355,19.725913621262457,0.6693876174408042,0.6374790646234538,-0.28078848317883753,-0.2671409796797619,,,,
