,portfolio,total_return,sharpe_ratio,max_drawdown,win_rate,number_of_trades
0,qa_best_strategy,0.018479494474896496,0.07728300825537633,-0.12710925504516302,0.0,0
1,qa_ensemble,0.16781227213016625,0.6679479763633213,-0.060616221533185355,0.0,0
