period_start,period_end,hypothesis,trades,symbols,win_rate,avg_trade_pct,median_trade_pct,avg_win_pct,avg_loss_pct,profit_factor,best_trade_pct,worst_trade_pct,avg_hold_bars,total_return,sharpe,max_drawdown,final_equity,benchmark_ew_return,benchmark_bh_return,benchmark_ew_maxdd,benchmark_bh_maxdd
2020-01-01,2021-12-31,leader_pullback_market_regime_v3,77,26,0.5584415584415584,6.169209240384711,4.35030105500613,15.94628250429906,-6.195912828683434,3.2549452909482204,27.46822397819659,-11.18405687985701,27.16883116883117,0.9676200745900039,1.6729944750525045,-0.16155310027869285,196762.0074590004,1.0610371070366806,0.3830904957671559,-0.31713492485169437,-0.13074415864417865
2020-01-01,2021-12-31,leader_pullback_market_healthy_v2,78,25,0.5512820512820513,5.843420939886292,4.012692340297109,15.919871448152763,-6.536218255983944,2.992357115649319,27.46822397819659,-11.18405687985701,27.28205128205128,0.9310855984550042,1.6400065317111991,-0.1576469399475786,193108.55984550042,1.0610371070366806,0.3830904957671559,-0.31713492485169437,-0.13074415864417865
2020-01-01,2021-12-31,leader_pullback_market_healthy,78,26,0.5256410256410257,4.934870094484155,1.0999345716481235,14.816542083037318,-6.015090757696376,2.7295233069145652,32.162531832885975,-10.978963161651942,26.76923076923077,0.7988366921600054,1.4339314967220227,-0.1777973755453982,179883.66921600053,1.0610371070366806,0.3830904957671559,-0.31713492485169437,-0.13074415864417865
2020-01-01,2021-12-31,smart_money_strong_market_healthy,48,22,0.4375,3.970442953628871,-2.8593885187990096,16.566098039094044,-5.826177668399598,2.211525918473183,25.71672661355332,-12.46222041467227,28.833333333333332,0.2676121083550034,0.5829178623168464,-0.20654278086799516,126761.21083550033,1.0610371070366806,0.3830904957671559,-0.31713492485169437,-0.13074415864417865
2020-01-01,2021-12-31,money_cycle_reset_smt_confirm,19,13,0.3684210526315789,2.3681196514145597,-4.213217877042773,17.894931442789108,-6.689187226887259,1.5605348832717885,25.47133274094025,-12.29196580533575,29.36842105263158,0.444584131850003,0.9143044960608456,-0.1518001221673727,144458.4131850003,1.0610371070366806,0.3830904957671559,-0.31713492485169437,-0.13074415864417865
2022-01-01,2023-12-31,leader_pullback_market_regime_v3,53,23,0.33962264150943394,1.0250573168429085,-4.0334639360481646,13.29461253960615,-5.284999654863901,1.2937047781622295,25.574628274879416,-8.355610729850387,29.660377358490567,0.07133555360000154,0.2756918353364984,-0.27728581956140586,107133.55536000016,-0.1634716873574411,-0.18824211234413768,-0.37608569137809666,-0.35562778338099277
2022-01-01,2023-12-31,leader_pullback_market_healthy_v2,53,23,0.33962264150943394,1.0250573168429085,-4.0334639360481646,13.29461253960615,-5.284999654863901,1.2937047781622295,25.574628274879416,-8.355610729850387,29.660377358490567,0.07133555360000154,0.2756918353364984,-0.27728581956140586,107133.55536000016,-0.1634716873574411,-0.18824211234413768,-0.37608569137809666,-0.35562778338099277
2022-01-01,2023-12-31,leader_pullback_market_healthy,55,25,0.34545454545454546,0.5659100295647125,-4.033463936048168,12.091431893506002,-5.517004287515412,1.1567127234878223,25.574628274879416,-10.812411797956878,30.4,0.006529738140002017,0.11721589158424682,-0.3069061062190538,100652.9738140002,-0.1634716873574411,-0.18824211234413768,-0.37608569137809666,-0.35562778338099277
2022-01-01,2023-12-31,smart_money_strong_market_healthy,25,16,0.32,-0.433398117551701,-2.5414045653832353,9.801883575285508,-5.250001267122151,0.878599996373045,23.98620817796229,-8.381205591277565,32.8,-0.11488363096999765,-0.14553830286199135,-0.22265144496182987,88511.63690300024,-0.1634716873574411,-0.18824211234413768,-0.37608569137809666,-0.35562778338099277
2022-01-01,2023-12-31,money_cycle_reset_smt_confirm,30,23,0.3,0.26305675384909466,-3.6208817442169705,14.314070395714062,-5.758806235521606,1.0652557747686617,23.65922465124027,-10.162570542685645,27.233333333333334,-0.12595340691999835,-0.27045387135415994,-0.25669823224493526,87404.65930800016,-0.1634716873574411,-0.18824211234413768,-0.37608569137809666,-0.35562778338099277
