hypothesis,risk,trades,symbols,win_rate,avg_trade_pct,median_trade_pct,avg_win_pct,avg_loss_pct,profit_factor,best_trade_pct,worst_trade_pct,avg_hold_bars,total_return,sharpe,max_drawdown,final_equity,benchmark_ew_return,benchmark_bh_return,benchmark_ew_maxdd,benchmark_bh_maxdd
leader_pullback_market_regime_v3__stop_loss=0.08__take_profit=0.25__max_holding_bars=60,"{'stop_loss': 0.08, 'take_profit': 0.25, 'max_holding_bars': 60}",113,29,0.4247787610619469,3.0953331475414507,-2.406093432157164,15.271208190622824,-5.896082268887869,1.912659861298188,30.285585494105533,-14.287655112889295,32.35398230088496,1.0727396088850054,1.0860881850178952,-0.2396886766093007,207273.96088850053,0.6693876174408042,0.6374790646234538,-0.28078848317883753,-0.2671409796797619
leader_pullback_market_regime_v3__stop_loss=0.08__take_profit=0.3__max_holding_bars=60,"{'stop_loss': 0.08, 'take_profit': 0.3, 'max_holding_bars': 60}",96,28,0.40625,3.857494584668512,-2.31323775410511,17.714204425221986,-5.62341214834176,2.1553186594407197,31.526961034473977,-14.287655112889295,32.9375,1.0762011865050036,1.0261690986582555,-0.2396886766093007,207620.11865050037,0.6693876174408042,0.6374790646234538,-0.28078848317883753,-0.2671409796797619
