symbol,setup_type,signal_date,entry_date,exit_date,entry_price,exit_price,shares,entry_value,pnl,pnl_pct,holding_bars,exit_reason,priority_score,edge_strategy_name,edge_strategy_passed,edge_score,edge_rank,edge_rank_score,edge_risk,reasons
MSN,LINREG_MOMENTUM,2025-09-12,2025-09-15,2025-10-03,86.8868,81.11880000000001,313000,27195568.4,-1883359.9371999912,-0.0691832739462526,14,EDGE_STOP_LOSS,2.675,linreg_momentum_refined_v1,True,100.0,1.0,2.675,"{'setup_type': 'LINREG_MOMENTUM', 'stop_loss': 0.08, 'take_profit': 0.28, 'max_holding_bars': 40, 'initial_atr_stop_mult': 2.3, 'trailing_atr_mult': 2.8, 'trailing_profit_activation': 0.1, 'use_regime_exposure': True}","Edge strategy passed: breakout_after_accumulation_v3,compression_breakout_smt_v1,mean_reversion_uptrend_ma50_v1,linreg_momentum_refined_v1,nr7_refined_v1,spring_refined_v1,inside_bar_refined_v1 | edge_score=100.0"
PVT,EDGE_MEAN_REVERSION,2025-09-24,2025-09-25,2025-10-14,18.7187,17.93205,1377400,25783137.38,-1158714.0587199926,-0.04489587458490186,13,EDGE_ATR_STOP,22.3077,mean_reversion_uptrend_ma50_v1,True,66.7572,2.0,22.3077,"{'portfolio_priority': 20, 'stop_loss': 0.08, 'take_profit': 0.25, 'max_holding_bars': 45, 'initial_atr_stop_mult': 2.3, 'trailing_atr_mult': 3.0, 'trailing_profit_activation': 0.12, 'use_regime_exposure': True}","Edge strategy passed: breakout_after_accumulation_v3,compression_breakout_smt_v1,mean_reversion_uptrend_ma50_v1,linreg_momentum_refined_v1,nr7_refined_v1,spring_refined_v1,inside_bar_refined_v1 | edge_score=66.7572"
TCB,EDGE_BREAKOUT,2025-10-06,2025-10-07,2025-10-20,40.03999999999999,40.60935,637800,25537511.999999996,285792.63114000484,0.011179911497094507,9,EDGE_ATR_STOP,33.325,breakout_after_accumulation_v3,True,100.0,1.0,33.325,"{'portfolio_priority': 30, 'stop_loss': 0.09, 'take_profit': 0.35, 'max_holding_bars': 45, 'initial_atr_stop_mult': 2.3, 'trailing_atr_mult': 2.8, 'trailing_profit_activation': 0.1, 'use_regime_exposure': True}","Edge strategy passed: breakout_after_accumulation_v3,compression_breakout_smt_v1,mean_reversion_uptrend_ma50_v1,linreg_momentum_refined_v1,nr7_refined_v1,spring_refined_v1,inside_bar_refined_v1 | edge_score=100.0"
CTS,EDGE_MEAN_REVERSION,2025-09-24,2025-09-25,2025-10-21,39.889849999999996,41.758199999999995,646300,25780810.054999996,1127757.1456250027,0.0437003535849484,18,EDGE_TRAILING_ATR_STOP,22.4154,mean_reversion_uptrend_ma50_v1,True,60.0758,1.0,22.4154,"{'portfolio_priority': 20, 'stop_loss': 0.08, 'take_profit': 0.25, 'max_holding_bars': 45, 'initial_atr_stop_mult': 2.3, 'trailing_atr_mult': 3.0, 'trailing_profit_activation': 0.12, 'use_regime_exposure': True}","Edge strategy passed: breakout_after_accumulation_v3,compression_breakout_smt_v1,mean_reversion_uptrend_ma50_v1,linreg_momentum_refined_v1,nr7_refined_v1,spring_refined_v1,inside_bar_refined_v1 | edge_score=60.0758"
PNJ,EDGE_MEAN_REVERSION,2025-09-12,2025-09-15,2025-11-17,57.187129999999996,59.200739999999996,475500,27192480.314999998,873979.1709450036,0.03210836432594559,45,EDGE_MAX_HOLD,23.4,mean_reversion_uptrend_ma50_v1,True,72.8928,1.0,23.4,"{'portfolio_priority': 20, 'stop_loss': 0.08, 'take_profit': 0.25, 'max_holding_bars': 45, 'initial_atr_stop_mult': 2.3, 'trailing_atr_mult': 3.0, 'trailing_profit_activation': 0.12, 'use_regime_exposure': True}","Edge strategy passed: breakout_after_accumulation_v3,compression_breakout_smt_v1,mean_reversion_uptrend_ma50_v1,linreg_momentum_refined_v1,nr7_refined_v1,spring_refined_v1,inside_bar_refined_v1 | edge_score=72.8928"
NLG,EDGE_COMPRESSION,2025-11-17,2025-11-18,2025-11-20,37.93789999999999,36.3636,690800,26207501.319999993,-1163973.891079992,-0.044369398890866586,2,EDGE_STOP_LOSS,28.9667,compression_breakout_smt_v1,True,76.3533,1.0,28.9667,"{'portfolio_priority': 25, 'stop_loss': 0.07, 'take_profit': 0.22, 'max_holding_bars': 30, 'initial_atr_stop_mult': 2.0, 'trailing_atr_mult': 2.5, 'trailing_profit_activation': 0.08, 'use_regime_exposure': True}","Edge strategy passed: breakout_after_accumulation_v3,compression_breakout_smt_v1,mean_reversion_uptrend_ma50_v1,linreg_momentum_refined_v1,nr7_refined_v1,spring_refined_v1,inside_bar_refined_v1 | edge_score=76.3533"
SIP,EDGE_BREAKOUT,2025-11-17,2025-11-18,2025-11-25,59.639579999999995,56.5434,439400,26205631.452,-1436357.4633719958,-0.05475626654749631,5,EDGE_ATR_STOP,32.7333,breakout_after_accumulation_v3,True,100.0,2.0,32.7333,"{'portfolio_priority': 30, 'stop_loss': 0.09, 'take_profit': 0.35, 'max_holding_bars': 45, 'initial_atr_stop_mult': 2.3, 'trailing_atr_mult': 2.8, 'trailing_profit_activation': 0.1, 'use_regime_exposure': True}","Edge strategy passed: breakout_after_accumulation_v3,compression_breakout_smt_v1,mean_reversion_uptrend_ma50_v1,linreg_momentum_refined_v1,nr7_refined_v1,spring_refined_v1,inside_bar_refined_v1 | edge_score=100.0"
REE,EDGE_MEAN_REVERSION,2025-11-20,2025-11-21,2025-11-25,66.98692,66.36357000000001,382000,25589003.439999998,-314410.4709199928,-0.012274662250209437,2,EDGE_ATR_STOP,22.6,mean_reversion_uptrend_ma50_v1,True,65.8819,2.0,22.6,"{'portfolio_priority': 20, 'stop_loss': 0.08, 'take_profit': 0.25, 'max_holding_bars': 45, 'initial_atr_stop_mult': 2.3, 'trailing_atr_mult': 3.0, 'trailing_profit_activation': 0.12, 'use_regime_exposure': True}","Edge strategy passed: breakout_after_accumulation_v3,compression_breakout_smt_v1,mean_reversion_uptrend_ma50_v1,linreg_momentum_refined_v1,nr7_refined_v1,spring_refined_v1,inside_bar_refined_v1 | edge_score=65.8819"
HAG,EDGE_BREAKOUT,2025-11-17,2025-11-18,2025-11-28,18.86885,17.982,1388900,26206945.764999997,-1307903.3103649914,-0.04985688623801143,8,EDGE_STOP_LOSS,33.0667,breakout_after_accumulation_v3,True,100.0,1.0,33.0667,"{'portfolio_priority': 30, 'stop_loss': 0.09, 'take_profit': 0.35, 'max_holding_bars': 45, 'initial_atr_stop_mult': 2.3, 'trailing_atr_mult': 2.8, 'trailing_profit_activation': 0.1, 'use_regime_exposure': True}","Edge strategy passed: breakout_after_accumulation_v3,compression_breakout_smt_v1,mean_reversion_uptrend_ma50_v1,linreg_momentum_refined_v1,nr7_refined_v1,spring_refined_v1,inside_bar_refined_v1 | edge_score=100.0"
NAB,EDGE_BREAKOUT,2025-12-03,2025-12-04,2025-12-09,14.864849999999999,14.3856,1691700,25146866.744999997,-884566.3307849951,-0.035140864947421836,3,EDGE_ATR_STOP,33.2333,breakout_after_accumulation_v3,True,98.2374,1.0,33.2333,"{'portfolio_priority': 30, 'stop_loss': 0.09, 'take_profit': 0.35, 'max_holding_bars': 45, 'initial_atr_stop_mult': 2.3, 'trailing_atr_mult': 2.8, 'trailing_profit_activation': 0.1, 'use_regime_exposure': True}","Edge strategy passed: breakout_after_accumulation_v3,compression_breakout_smt_v1,mean_reversion_uptrend_ma50_v1,linreg_momentum_refined_v1,nr7_refined_v1,spring_refined_v1,inside_bar_refined_v1 | edge_score=98.2374"
SHB,EDGE_BREAKOUT,2025-12-03,2025-12-04,2025-12-09,17.087069999999997,16.31367,1471600,25145332.211999997,-1211295.1657559983,-0.04812364658669491,3,EDGE_ATR_STOP,33.0833,breakout_after_accumulation_v3,True,100.0,2.0,33.0833,"{'portfolio_priority': 30, 'stop_loss': 0.09, 'take_profit': 0.35, 'max_holding_bars': 45, 'initial_atr_stop_mult': 2.3, 'trailing_atr_mult': 2.8, 'trailing_profit_activation': 0.1, 'use_regime_exposure': True}","Edge strategy passed: breakout_after_accumulation_v3,compression_breakout_smt_v1,mean_reversion_uptrend_ma50_v1,linreg_momentum_refined_v1,nr7_refined_v1,spring_refined_v1,inside_bar_refined_v1 | edge_score=100.0"
FRT,EDGE_BREAKOUT,2025-12-03,2025-12-04,2025-12-09,158.158,155.844,158900,25131306.2,-442353.1294,-0.017584092711496954,3,EDGE_ATR_STOP,31.8833,breakout_after_accumulation_v3,True,100.0,3.0,31.8833,"{'portfolio_priority': 30, 'stop_loss': 0.09, 'take_profit': 0.35, 'max_holding_bars': 45, 'initial_atr_stop_mult': 2.3, 'trailing_atr_mult': 2.8, 'trailing_profit_activation': 0.1, 'use_regime_exposure': True}","Edge strategy passed: breakout_after_accumulation_v3,compression_breakout_smt_v1,mean_reversion_uptrend_ma50_v1,linreg_momentum_refined_v1,nr7_refined_v1,spring_refined_v1,inside_bar_refined_v1 | edge_score=100.0"
DGW,EDGE_BREAKOUT,2025-11-17,2025-11-18,2025-12-12,43.1431,41.30865,607400,26205118.939999998,-1190631.7969599925,-0.045389694941998515,18,EDGE_STOP_LOSS,32.4,breakout_after_accumulation_v3,True,100.0,3.0,32.4,"{'portfolio_priority': 30, 'stop_loss': 0.09, 'take_profit': 0.35, 'max_holding_bars': 45, 'initial_atr_stop_mult': 2.3, 'trailing_atr_mult': 2.8, 'trailing_profit_activation': 0.1, 'use_regime_exposure': True}","Edge strategy passed: breakout_after_accumulation_v3,compression_breakout_smt_v1,mean_reversion_uptrend_ma50_v1,linreg_momentum_refined_v1,nr7_refined_v1,spring_refined_v1,inside_bar_refined_v1 | edge_score=100.0"
PLX,EDGE_MEAN_REVERSION,2025-12-22,2025-12-23,2026-01-07,35.48545,39.3606,693700,24616256.665,2608966.4018950015,0.10587962570113008,9,EDGE_TRAILING_ATR_STOP,22.075,mean_reversion_uptrend_ma50_v1,True,77.7433,4.0,22.075,"{'portfolio_priority': 20, 'stop_loss': 0.08, 'take_profit': 0.25, 'max_holding_bars': 45, 'initial_atr_stop_mult': 2.3, 'trailing_atr_mult': 3.0, 'trailing_profit_activation': 0.12, 'use_regime_exposure': True}","Edge strategy passed: breakout_after_accumulation_v3,compression_breakout_smt_v1,mean_reversion_uptrend_ma50_v1,linreg_momentum_refined_v1,nr7_refined_v1,spring_refined_v1,inside_bar_refined_v1 | edge_score=77.7433"
PVT,EDGE_MEAN_REVERSION,2025-12-22,2025-12-23,2026-01-12,18.6186,20.72925,1322200,24617512.92,2711267.4883800037,0.11002569342616408,12,EDGE_TRAILING_ATR_STOP,22.175,mean_reversion_uptrend_ma50_v1,True,59.3314,3.0,22.175,"{'portfolio_priority': 20, 'stop_loss': 0.08, 'take_profit': 0.25, 'max_holding_bars': 45, 'initial_atr_stop_mult': 2.3, 'trailing_atr_mult': 3.0, 'trailing_profit_activation': 0.12, 'use_regime_exposure': True}","Edge strategy passed: breakout_after_accumulation_v3,compression_breakout_smt_v1,mean_reversion_uptrend_ma50_v1,linreg_momentum_refined_v1,nr7_refined_v1,spring_refined_v1,inside_bar_refined_v1 | edge_score=59.3314"
VIC,EDGE_BREAKOUT,2026-01-07,2026-01-08,2026-01-12,183.68349999999998,174.4254,140900,25881005.15,-1379500.3728699982,-0.05324840525443731,2,EDGE_STOP_LOSS,32.9458,breakout_after_accumulation_v3,True,100.0,1.0,32.9458,"{'portfolio_priority': 30, 'stop_loss': 0.09, 'take_profit': 0.35, 'max_holding_bars': 45, 'initial_atr_stop_mult': 2.3, 'trailing_atr_mult': 2.8, 'trailing_profit_activation': 0.1, 'use_regime_exposure': True}","Edge strategy passed: breakout_after_accumulation_v3,compression_breakout_smt_v1,mean_reversion_uptrend_ma50_v1,linreg_momentum_refined_v1,nr7_refined_v1,spring_refined_v1,inside_bar_refined_v1 | edge_score=100.0"
BID,EDGE_BREAKOUT,2026-01-12,2026-01-13,2026-01-15,49.39935,52.5474,524600,25914899.009999998,1570419.3989100046,0.06053855535984368,2,EDGE_TRAILING_ATR_STOP,32.6909,breakout_after_accumulation_v3,True,100.0,1.0,32.6909,"{'portfolio_priority': 30, 'stop_loss': 0.09, 'take_profit': 0.35, 'max_holding_bars': 45, 'initial_atr_stop_mult': 2.3, 'trailing_atr_mult': 2.8, 'trailing_profit_activation': 0.1, 'use_regime_exposure': True}","Edge strategy passed: breakout_after_accumulation_v3,compression_breakout_smt_v1,mean_reversion_uptrend_ma50_v1,linreg_momentum_refined_v1,nr7_refined_v1,spring_refined_v1,inside_bar_refined_v1 | edge_score=100.0"
CTR,EDGE_BREAKOUT,2026-01-12,2026-01-13,2026-01-16,109.5094,104.895,236600,25909924.04,-1167313.2780399956,-0.04500774024303495,3,EDGE_ATR_STOP,32.6727,breakout_after_accumulation_v3,True,100.0,2.0,32.6727,"{'portfolio_priority': 30, 'stop_loss': 0.09, 'take_profit': 0.35, 'max_holding_bars': 45, 'initial_atr_stop_mult': 2.3, 'trailing_atr_mult': 2.8, 'trailing_profit_activation': 0.1, 'use_regime_exposure': True}","Edge strategy passed: breakout_after_accumulation_v3,compression_breakout_smt_v1,mean_reversion_uptrend_ma50_v1,linreg_momentum_refined_v1,nr7_refined_v1,spring_refined_v1,inside_bar_refined_v1 | edge_score=100.0"
PC1,EDGE_MEAN_REVERSION,2025-12-22,2025-12-23,2026-01-20,21.921899999999997,24.2757,1122900,24616101.509999998,2563947.5514300093,0.10405328253233813,18,EDGE_TRAILING_ATR_STOP,22.375,mean_reversion_uptrend_ma50_v1,True,43.0303,1.0,22.375,"{'portfolio_priority': 20, 'stop_loss': 0.08, 'take_profit': 0.25, 'max_holding_bars': 45, 'initial_atr_stop_mult': 2.3, 'trailing_atr_mult': 3.0, 'trailing_profit_activation': 0.12, 'use_regime_exposure': True}","Edge strategy passed: breakout_after_accumulation_v3,compression_breakout_smt_v1,mean_reversion_uptrend_ma50_v1,linreg_momentum_refined_v1,nr7_refined_v1,spring_refined_v1,inside_bar_refined_v1 | edge_score=43.0303"
FPT,EDGE_BREAKOUT,2026-01-16,2026-01-19,2026-01-21,108.80869999999999,103.0968,236300,25711495.81,-1424157.0134899989,-0.055334558896314494,2,EDGE_ATR_STOP,33.325,breakout_after_accumulation_v3,True,100.0,1.0,33.325,"{'portfolio_priority': 30, 'stop_loss': 0.09, 'take_profit': 0.35, 'max_holding_bars': 45, 'initial_atr_stop_mult': 2.3, 'trailing_atr_mult': 2.8, 'trailing_profit_activation': 0.1, 'use_regime_exposure': True}","Edge strategy passed: breakout_after_accumulation_v3,compression_breakout_smt_v1,mean_reversion_uptrend_ma50_v1,linreg_momentum_refined_v1,nr7_refined_v1,spring_refined_v1,inside_bar_refined_v1 | edge_score=100.0"
GMD,EDGE_BREAKOUT,2026-01-21,2026-01-22,2026-01-26,70.6706,67.73219999999999,358900,25363678.339999996,-1128573.611499995,-0.04445120893827976,2,EDGE_STOP_LOSS,33.225,breakout_after_accumulation_v3,True,100.0,1.0,33.225,"{'portfolio_priority': 30, 'stop_loss': 0.09, 'take_profit': 0.35, 'max_holding_bars': 45, 'initial_atr_stop_mult': 2.3, 'trailing_atr_mult': 2.8, 'trailing_profit_activation': 0.1, 'use_regime_exposure': True}","Edge strategy passed: breakout_after_accumulation_v3,compression_breakout_smt_v1,mean_reversion_uptrend_ma50_v1,linreg_momentum_refined_v1,nr7_refined_v1,spring_refined_v1,inside_bar_refined_v1 | edge_score=100.0"
PLX,EDGE_BREAKOUT,2026-01-20,2026-01-21,2026-01-28,57.85779999999999,63.1368,457200,26452586.159999996,2329373.9239200093,0.08797048662719362,5,EDGE_TRAILING_ATR_STOP,33.0667,breakout_after_accumulation_v3,True,100.0,1.0,33.0667,"{'portfolio_priority': 30, 'stop_loss': 0.09, 'take_profit': 0.35, 'max_holding_bars': 45, 'initial_atr_stop_mult': 2.3, 'trailing_atr_mult': 2.8, 'trailing_profit_activation': 0.1, 'use_regime_exposure': True}","Edge strategy passed: breakout_after_accumulation_v3,compression_breakout_smt_v1,mean_reversion_uptrend_ma50_v1,linreg_momentum_refined_v1,nr7_refined_v1,spring_refined_v1,inside_bar_refined_v1 | edge_score=100.0"
DGW,EDGE_MEAN_REVERSION,2026-01-28,2026-01-29,2026-02-03,44.144099999999995,53.946,888200,39208789.62,8571009.11598,0.2183807955383319,3,EDGE_TAKE_PROFIT,23.15,mean_reversion_uptrend_ma50_v1,True,55.7052,1.0,23.15,"{'portfolio_priority': 20, 'stop_loss': 0.08, 'take_profit': 0.25, 'max_holding_bars': 45, 'initial_atr_stop_mult': 2.3, 'trailing_atr_mult': 3.0, 'trailing_profit_activation': 0.12, 'use_regime_exposure': True}","Edge strategy passed: breakout_after_accumulation_v3,compression_breakout_smt_v1,mean_reversion_uptrend_ma50_v1,linreg_momentum_refined_v1,nr7_refined_v1,spring_refined_v1,inside_bar_refined_v1 | edge_score=55.7052"
SIP,EDGE_BREAKOUT,2026-01-15,2026-01-16,2026-02-04,57.15709999999999,64.5354,466900,26686649.99,3357978.463490002,0.12570419445330883,13,EDGE_TRAILING_ATR_STOP,33.0,breakout_after_accumulation_v3,True,100.0,1.0,33.0,"{'portfolio_priority': 30, 'stop_loss': 0.09, 'take_profit': 0.35, 'max_holding_bars': 45, 'initial_atr_stop_mult': 2.3, 'trailing_atr_mult': 2.8, 'trailing_profit_activation': 0.1, 'use_regime_exposure': True}","Edge strategy passed: breakout_after_accumulation_v3,compression_breakout_smt_v1,mean_reversion_uptrend_ma50_v1,linreg_momentum_refined_v1,nr7_refined_v1,spring_refined_v1,inside_bar_refined_v1 | edge_score=100.0"
VHC,EDGE_BREAKOUT,2026-01-29,2026-01-30,2026-02-09,64.76469999999999,60.4395,302400,19584845.279999997,-1364079.1348799951,-0.06958014725054462,6,EDGE_STOP_LOSS,33.0667,breakout_after_accumulation_v3,True,100.0,1.0,33.0667,"{'portfolio_priority': 30, 'stop_loss': 0.09, 'take_profit': 0.35, 'max_holding_bars': 45, 'initial_atr_stop_mult': 2.3, 'trailing_atr_mult': 2.8, 'trailing_profit_activation': 0.1, 'use_regime_exposure': True}","Edge strategy passed: breakout_after_accumulation_v3,compression_breakout_smt_v1,mean_reversion_uptrend_ma50_v1,linreg_momentum_refined_v1,nr7_refined_v1,spring_refined_v1,inside_bar_refined_v1 | edge_score=100.0"
CTD,EDGE_BREAKOUT,2026-02-04,2026-02-05,2026-02-09,82.17209,76.49342999999999,387800,31866336.502,-2293378.988810003,-0.07189680874565861,2,EDGE_ATR_STOP,33.3333,breakout_after_accumulation_v3,True,100.0,1.0,33.3333,"{'portfolio_priority': 30, 'stop_loss': 0.09, 'take_profit': 0.35, 'max_holding_bars': 45, 'initial_atr_stop_mult': 2.3, 'trailing_atr_mult': 2.8, 'trailing_profit_activation': 0.1, 'use_regime_exposure': True}","Edge strategy passed: breakout_after_accumulation_v3,compression_breakout_smt_v1,mean_reversion_uptrend_ma50_v1,linreg_momentum_refined_v1,nr7_refined_v1,spring_refined_v1,inside_bar_refined_v1 | edge_score=100.0"
BVH,EDGE_BREAKOUT,2026-02-03,2026-02-04,2026-02-10,79.9799,77.7222,421200,33687533.88,-1050103.9551599957,-0.031140744941337214,4,EDGE_STOP_LOSS,33.2,breakout_after_accumulation_v3,True,97.4049,1.0,33.2,"{'portfolio_priority': 30, 'stop_loss': 0.09, 'take_profit': 0.35, 'max_holding_bars': 45, 'initial_atr_stop_mult': 2.3, 'trailing_atr_mult': 2.8, 'trailing_profit_activation': 0.1, 'use_regime_exposure': True}","Edge strategy passed: breakout_after_accumulation_v3,compression_breakout_smt_v1,mean_reversion_uptrend_ma50_v1,linreg_momentum_refined_v1,nr7_refined_v1,spring_refined_v1,inside_bar_refined_v1 | edge_score=97.4049"
MBB,EDGE_MEAN_REVERSION,2025-12-22,2025-12-23,2026-03-03,25.375349999999997,27.72225,970100,24616627.034999996,2198324.3535150066,0.08921320626774966,43,EDGE_TRAILING_ATR_STOP,22.2417,mean_reversion_uptrend_ma50_v1,True,79.0686,2.0,22.2417,"{'portfolio_priority': 20, 'stop_loss': 0.08, 'take_profit': 0.25, 'max_holding_bars': 45, 'initial_atr_stop_mult': 2.3, 'trailing_atr_mult': 3.0, 'trailing_profit_activation': 0.12, 'use_regime_exposure': True}","Edge strategy passed: breakout_after_accumulation_v3,compression_breakout_smt_v1,mean_reversion_uptrend_ma50_v1,linreg_momentum_refined_v1,nr7_refined_v1,spring_refined_v1,inside_bar_refined_v1 | edge_score=79.0686"
PVD,EDGE_BREAKOUT,2026-02-23,2026-02-24,2026-03-09,36.886849999999995,45.20475,761400,28085647.589999996,6236325.619110003,0.22182488417339066,9,EDGE_TRAILING_ATR_STOP,33.3,breakout_after_accumulation_v3,True,95.2791,1.0,33.3,"{'portfolio_priority': 30, 'stop_loss': 0.09, 'take_profit': 0.35, 'max_holding_bars': 45, 'initial_atr_stop_mult': 2.3, 'trailing_atr_mult': 2.8, 'trailing_profit_activation': 0.1, 'use_regime_exposure': True}","Edge strategy passed: breakout_after_accumulation_v3,compression_breakout_smt_v1,mean_reversion_uptrend_ma50_v1,linreg_momentum_refined_v1,nr7_refined_v1,spring_refined_v1,inside_bar_refined_v1 | edge_score=95.2791"
VSC,EDGE_BREAKOUT,2026-02-23,2026-02-24,2026-03-09,25.975949999999997,22.62735,1081300,28087794.734999996,-3697862.88184499,-0.1315222055695452,9,EDGE_STOP_LOSS,32.75,breakout_after_accumulation_v3,True,100.0,2.0,32.75,"{'portfolio_priority': 30, 'stop_loss': 0.09, 'take_profit': 0.35, 'max_holding_bars': 45, 'initial_atr_stop_mult': 2.3, 'trailing_atr_mult': 2.8, 'trailing_profit_activation': 0.1, 'use_regime_exposure': True}","Edge strategy passed: breakout_after_accumulation_v3,compression_breakout_smt_v1,mean_reversion_uptrend_ma50_v1,linreg_momentum_refined_v1,nr7_refined_v1,spring_refined_v1,inside_bar_refined_v1 | edge_score=100.0"
DSE,EDGE_MEAN_REVERSION,2026-02-23,2026-02-24,2026-03-09,24.07405,23.02695,1166700,28087194.134999998,-1303469.8492649943,-0.04636161502372196,9,EDGE_ATR_STOP,22.7,mean_reversion_uptrend_ma50_v1,True,69.5413,1.0,22.7,"{'portfolio_priority': 20, 'stop_loss': 0.08, 'take_profit': 0.25, 'max_holding_bars': 45, 'initial_atr_stop_mult': 2.3, 'trailing_atr_mult': 3.0, 'trailing_profit_activation': 0.12, 'use_regime_exposure': True}","Edge strategy passed: breakout_after_accumulation_v3,compression_breakout_smt_v1,mean_reversion_uptrend_ma50_v1,linreg_momentum_refined_v1,nr7_refined_v1,spring_refined_v1,inside_bar_refined_v1 | edge_score=69.5413"
HDG,EDGE_MEAN_REVERSION,2026-03-03,2026-03-04,2026-04-06,26.886859999999995,28.7712,1020000,27424597.199999996,1835908.954800006,0.06687700339022978,23,EDGE_TRAILING_ATR_STOP,22.775,mean_reversion_uptrend_ma50_v1,True,60.2808,1.0,22.775,"{'portfolio_priority': 20, 'stop_loss': 0.08, 'take_profit': 0.25, 'max_holding_bars': 45, 'initial_atr_stop_mult': 2.3, 'trailing_atr_mult': 3.0, 'trailing_profit_activation': 0.12, 'use_regime_exposure': True}","Edge strategy passed: breakout_after_accumulation_v3,compression_breakout_smt_v1,mean_reversion_uptrend_ma50_v1,linreg_momentum_refined_v1,nr7_refined_v1,spring_refined_v1,inside_bar_refined_v1 | edge_score=60.2808"
LPB,EDGE_COMPRESSION,2026-04-01,2026-04-02,2026-04-17,42.642599999999995,47.8521,662300,28242193.979999997,3358624.764360003,0.11880342926761311,11,EDGE_TRAILING_ATR_STOP,29.5,compression_breakout_smt_v1,True,70.0859,1.0,29.5,"{'portfolio_priority': 25, 'stop_loss': 0.07, 'take_profit': 0.22, 'max_holding_bars': 30, 'initial_atr_stop_mult': 2.0, 'trailing_atr_mult': 2.5, 'trailing_profit_activation': 0.08, 'use_regime_exposure': True}","Edge strategy passed: breakout_after_accumulation_v3,compression_breakout_smt_v1,mean_reversion_uptrend_ma50_v1,linreg_momentum_refined_v1,nr7_refined_v1,spring_refined_v1,inside_bar_refined_v1 | edge_score=70.0859"
VPB,EDGE_BREAKOUT,2026-04-17,2026-04-20,2026-04-29,28.528499999999998,26.7732,1057300,30163183.049999997,-1942656.481769994,-0.06434054929769722,6,EDGE_ATR_STOP,33.0667,breakout_after_accumulation_v3,True,100.0,1.0,33.0667,"{'portfolio_priority': 30, 'stop_loss': 0.09, 'take_profit': 0.35, 'max_holding_bars': 45, 'initial_atr_stop_mult': 2.3, 'trailing_atr_mult': 2.8, 'trailing_profit_activation': 0.1, 'use_regime_exposure': True}","Edge strategy passed: breakout_after_accumulation_v3,compression_breakout_smt_v1,mean_reversion_uptrend_ma50_v1,linreg_momentum_refined_v1,nr7_refined_v1,spring_refined_v1,inside_bar_refined_v1 | edge_score=100.0"
NLG,EDGE_BREAKOUT,2026-04-01,2026-04-02,2026-05-08,29.429399999999994,27.12285,959700,28243395.179999996,-2293899.0284699947,-0.08113781669817453,23,EDGE_STOP_LOSS,34.1,breakout_after_accumulation_v3,True,100.0,1.0,34.1,"{'portfolio_priority': 30, 'stop_loss': 0.09, 'take_profit': 0.35, 'max_holding_bars': 45, 'initial_atr_stop_mult': 2.3, 'trailing_atr_mult': 2.8, 'trailing_profit_activation': 0.1, 'use_regime_exposure': True}","Edge strategy passed: breakout_after_accumulation_v3,compression_breakout_smt_v1,mean_reversion_uptrend_ma50_v1,linreg_momentum_refined_v1,nr7_refined_v1,spring_refined_v1,inside_bar_refined_v1 | edge_score=100.0"
SSB,EDGE_MEAN_REVERSION,2026-04-01,2026-04-02,2026-05-08,16.966949999999997,16.8,1664600,28243184.969999995,-362078.7149699889,-0.012807231137572974,23,END_OF_DATA,22.525,mean_reversion_uptrend_ma50_v1,True,61.4534,1.0,22.525,"{'portfolio_priority': 20, 'stop_loss': 0.08, 'take_profit': 0.25, 'max_holding_bars': 45, 'initial_atr_stop_mult': 2.3, 'trailing_atr_mult': 3.0, 'trailing_profit_activation': 0.12, 'use_regime_exposure': True}","Edge strategy passed: breakout_after_accumulation_v3,compression_breakout_smt_v1,mean_reversion_uptrend_ma50_v1,linreg_momentum_refined_v1,nr7_refined_v1,spring_refined_v1,inside_bar_refined_v1 | edge_score=61.4534"
MSN,EDGE_BREAKOUT,2026-04-08,2026-04-09,2026-05-08,77.67759999999998,80.2,369800,28725176.479999993,844742.42352001,0.029378358235068895,18,END_OF_DATA,33.0417,breakout_after_accumulation_v3,True,100.0,1.0,33.0417,"{'portfolio_priority': 30, 'stop_loss': 0.09, 'take_profit': 0.35, 'max_holding_bars': 45, 'initial_atr_stop_mult': 2.3, 'trailing_atr_mult': 2.8, 'trailing_profit_activation': 0.1, 'use_regime_exposure': True}","Edge strategy passed: breakout_after_accumulation_v3,compression_breakout_smt_v1,mean_reversion_uptrend_ma50_v1,linreg_momentum_refined_v1,nr7_refined_v1,spring_refined_v1,inside_bar_refined_v1 | edge_score=100.0"
HCM,EDGE_BREAKOUT,2026-05-06,2026-05-07,2026-05-08,28.478449999999995,27.95,1025000,29190411.249999996,-628149.1612499915,-0.021497526507454782,1,END_OF_DATA,33.225,breakout_after_accumulation_v3,True,100.0,1.0,33.225,"{'portfolio_priority': 30, 'stop_loss': 0.09, 'take_profit': 0.35, 'max_holding_bars': 45, 'initial_atr_stop_mult': 2.3, 'trailing_atr_mult': 2.8, 'trailing_profit_activation': 0.1, 'use_regime_exposure': True}","Edge strategy passed: breakout_after_accumulation_v3,compression_breakout_smt_v1,mean_reversion_uptrend_ma50_v1,linreg_momentum_refined_v1,nr7_refined_v1,spring_refined_v1,inside_bar_refined_v1 | edge_score=100.0"
