exit_reason,trades,avg_pnl_pct,total_pnl
STOP_LOSS,122,-0.06898287336426663,-86527.32945799986
TAKE_PROFIT,81,0.22145043979354276,138175.87261996313
SIGNAL_OFF,43,-0.009954802719494006,-4720.531455999955
MAX_HOLDING,40,0.03010487036975489,12511.116225000038
END_OF_DATA,12,0.00979217459124519,895.1185750000141
REGIME_CRASH,2,0.06703038950843292,1215.134172
