date,equity,cash,positions,regime,gross_exposure
2024-05-31,141208.20549122553,5807.205491225532,11,RISK_ON,0.9588748722425597
2024-06-03,142961.20549122553,5807.205491225532,11,RISK_ON,0.9593791513489864
2024-06-04,142333.62896622554,2752.628966225532,12,RISK_ON,0.9806607265885231
2024-06-05,142015.62896622554,2752.628966225532,12,RISK_ON,0.9806174222776552
2024-06-06,142102.04430322553,10570.044303225533,11,RISK_ON,0.9256165218800755
2024-06-07,142425.60349122554,931.6034912255345,12,RISK_ON,0.9934590167189782
2024-06-10,144709.60349122554,931.6034912255345,12,RISK_ON,0.9935622552425691
2024-06-11,143730.60349122554,931.6034912255345,12,RISK_ON,0.9935184054850057
2024-06-12,145598.60349122554,931.6034912255345,12,RISK_ON,0.9936015630034413
2024-06-13,147173.24867022553,7797.2486702255355,12,RISK_ON,0.9470199323540313
2024-06-14,143998.24867022553,7797.2486702255355,12,RISK_ON,0.9458517812387967
2024-06-17,144213.24867022553,7797.2486702255355,12,NEUTRAL,0.945932507989917
2024-06-18,145114.24867022553,7797.2486702255355,12,RISK_ON,0.9462682076937537
2024-06-19,145092.66939222554,3439.669392225538,12,RISK_ON,0.9762932930613665
2024-06-20,145472.66939222554,3439.669392225538,12,RISK_ON,0.9763552191171287
2024-06-21,144413.66939222554,3439.669392225538,12,RISK_ON,0.9761818295546286
2024-06-24,139836.66939222554,3439.669392225538,12,NEUTRAL,0.9754022360002178
2024-06-25,140810.66939222554,3439.669392225538,12,NEUTRAL,0.9755723809348253
2024-06-26,140945.66939222554,3439.669392225538,12,NEUTRAL,0.975595778096214
2024-06-27,140530.66939222554,3439.669392225538,12,NEUTRAL,0.9755237101829686
2024-06-28,138599.66939222554,3439.669392225538,12,NEUTRAL,0.9751827013202207
2024-07-01,140389.64820422555,12229.64820422554,11,NEUTRAL,0.9128878207142808
2024-07-02,140973.64820422555,12229.64820422554,11,NEUTRAL,0.9132486932131548
2024-07-03,141689.64820422555,12229.64820422554,11,NEUTRAL,0.9136870734085086
2024-07-04,141504.64820422555,12229.64820422554,11,NEUTRAL,0.9135742298261806
2024-07-05,142051.64820422555,12229.64820422554,11,NEUTRAL,0.913907030584797
2024-07-08,142866.64820422555,12229.64820422554,11,NEUTRAL,0.9143981582969353
2024-07-09,144639.00199022554,3789.001990225541,12,RISK_ON,0.9738037324781763
2024-07-10,143424.00199022554,3789.001990225541,12,NEUTRAL,0.9735818137993125
2024-07-11,143515.00199022554,3789.001990225541,12,NEUTRAL,0.9735985650442063
2024-07-12,144507.00199022554,3789.001990225541,12,RISK_ON,0.9737798034832815
2024-07-15,144523.00199022554,3789.001990225541,12,RISK_ON,0.973782706295557
2024-07-16,144237.00199022554,3789.001990225541,12,RISK_ON,0.9737307213964257
2024-07-17,141542.00199022554,3789.001990225541,12,NEUTRAL,0.9732305468557156
2024-07-18,142648.00199022554,3789.001990225541,12,NEUTRAL,0.9734380998166019
2024-07-19,142348.65243522555,16701.652435225544,11,NEUTRAL,0.8826708075594499
2024-07-22,140682.45542972555,2235.455429725547,12,RISK_ON,0.9841099202960513
2024-07-23,138268.99861972555,20379.99861972555,10,NEUTRAL,0.852606160287776
2024-07-24,137391.99861972558,20379.99861972555,10,NEUTRAL,0.8516653165797999
2024-07-25,137366.99861972555,20379.99861972555,10,NEUTRAL,0.8516383205245409
2024-07-26,138596.99861972555,20379.99861972555,10,NEUTRAL,0.8529549786597975
2024-07-29,139236.99861972555,20379.99861972555,10,NEUTRAL,0.8536308680756184
2024-07-30,138425.99861972555,20379.99861972555,10,NEUTRAL,0.8527733314338437
2024-07-31,138814.99861972555,20379.99861972555,10,NEUTRAL,0.853185903379539
2024-08-01,135801.03051272556,34737.03051272555,8,NEUTRAL,0.7442064292032715
