portfolio,total_return,sharpe_ratio,max_drawdown,win_rate,number_of_trades
best_strategy_equal_weight,0.031546568104938943,0.13595417642172863,-0.4925591128076193,0.0,0
ensemble_equal_weight,0.07968355738909638,0.1736462746588183,-0.34921192581712124,0.0,0
