hypothesis,symbol,entry_date,exit_date,entry_price,exit_price,shares,entry_value,exit_value,pnl,pnl_pct,exit_reason,holding_bars,portfolio_run
leader_pullback_market_healthy_v2,SHB,2025-05-16,2025-07-29,11.345669999999998,14.382805000000001,6100,69208.58699999998,87559.64027900001,18351.05327900003,26.515572813240695,TAKE_PROFIT,52,leader_pullback_v2
leader_pullback_market_healthy_v2,TCB,2025-05-28,2025-08-06,29.924954999999997,37.001490000000004,1000,29924.954999999998,36927.48702000001,7002.53202000001,23.400309273648066,TAKE_PROFIT,50,leader_pullback_v2
leader_pullback_market_healthy_v2,SHB,2025-07-29,2025-08-14,14.397195,17.041475000000002,1500,21595.7925,25511.088075,3915.295575,18.129899956206746,TAKE_PROFIT,12,leader_pullback_v2
leader_pullback_market_healthy_v2,VPB,2025-07-29,2025-08-15,25.11255,32.7836,800,20090.04,26174.42624,6084.38624,30.285585494105533,TAKE_PROFIT,13,leader_pullback_v2
leader_pullback_market_healthy_v2,TPB,2025-07-29,2025-08-19,15.817905,19.320335,1300,20563.2765,25066.202629,4502.9261289999995,21.897901966157967,TAKE_PROFIT,15,leader_pullback_v2
leader_pullback_market_healthy_v2,HDB,2025-07-31,2025-08-21,20.940465,24.657665,100,2094.0465,2460.8349670000002,366.7884670000003,17.515774697457786,TAKE_PROFIT,15,leader_pullback_v2
leader_pullback_market_healthy_v2,MBB,2025-08-21,2025-08-25,28.064025,27.136425,100,2806.4025,2708.2152149999997,-98.18728500000043,-3.498688623602652,STOP_LOSS,2,leader_pullback_v2
leader_pullback_market_healthy_v2,SSI,2025-07-31,2025-08-29,30.305144999999996,38.130925,100,3030.5144999999998,3805.4663149999997,774.9518149999999,25.571625379122917,TAKE_PROFIT,21,leader_pullback_v2
leader_pullback_market_healthy_v2,POW,2025-08-13,2025-09-08,13.686839999999998,13.383305000000002,100,1368.6839999999997,1335.6538390000003,-33.03016099999945,-2.41327881380943,STOP_LOSS,16,leader_pullback_v2
leader_pullback_market_healthy_v2,TPB,2025-08-19,2025-09-11,19.339664999999997,18.23088,1300,25141.564499999997,23652.743712,-1488.8207879999973,-5.921750764555632,STOP_LOSS,15,leader_pullback_v2
leader_pullback_market_healthy_v2,ACB,2025-08-15,2025-09-22,27.31365,25.437275,900,24582.285,22847.760405,-1734.524594999999,-7.055994164090111,STOP_LOSS,24,leader_pullback_v2
leader_pullback_market_healthy_v2,MSN,2025-09-16,2025-09-22,89.0445,83.85805,200,17808.9,16738.06678,-1070.8332200000004,-6.012910511036618,STOP_LOSS,4,leader_pullback_v2
leader_pullback_market_healthy_v2,VRE,2025-08-06,2025-09-23,30.8154,28.485750000000003,1200,36978.48,34114.5342,-2863.9458000000013,-7.744898654568822,STOP_LOSS,32,leader_pullback_v2
leader_pullback_market_healthy_v2,HPG,2025-09-05,2025-10-03,30.014999999999997,28.085950000000004,100,3001.4999999999995,2802.9778100000003,-198.52218999999923,-6.614099283691464,STOP_LOSS,20,leader_pullback_v2
leader_pullback_market_healthy_v2,VHM,2025-07-29,2025-10-10,94.54724999999999,117.941,200,18909.449999999997,23541.0236,4631.573600000003,24.493433706427233,TAKE_PROFIT,51,leader_pullback_v2
