symbol,selected_hypothesis,train_trades,train_win_rate,train_avg_trade_pct,train_total_pnl_pct,train_profit_factor,router_score,fold,train_start,train_end,test_start,test_end
MWG,mean_reversion_uptrend_ma20_v1,4,0.75,1.0103317732291228,4.041327092916491,1.5397504961539545,1.0636109473953184,6,2023-08-08,2024-08-07,2024-08-08,2024-11-07
PLX,rotation_weekly_smt_money_cycle_v1,7,0.5714285714285714,0.5626625575344706,3.938637902741294,1.6646636432814885,1.0170564470755115,6,2023-08-08,2024-08-07,2024-08-08,2024-11-07
SSI,rotation_weekly_smt_money_cycle_v1,12,0.6666666666666666,1.164739746151888,13.976876953822655,2.8040203338039005,1.6100075991090539,6,2023-08-08,2024-08-07,2024-08-08,2024-11-07
TCB,composite_edge_score_v2,4,0.25,2.0153364201843056,8.061345680737222,1.7045166082910728,1.008106023143884,6,2023-08-08,2024-08-07,2024-08-08,2024-11-07
VCB,rotation_weekly_smt_money_cycle_v1,5,0.6,0.5795297769757848,2.897648884878924,1.5622056663700057,0.9835596342548075,6,2023-08-08,2024-08-07,2024-08-08,2024-11-07
ACB,rotation_monthly_smt_money_cycle_v1,4,0.5,1.0603692580756547,4.241477032302619,1.6651322007541576,1.0235353384046668,7,2023-11-08,2024-11-07,2024-11-08,2025-02-07
BID,rotation_weekly_smt_money_cycle_v1,8,0.625,1.736299634543765,13.89039707635012,3.8335424115150807,2.09663505959985,7,2023-11-08,2024-11-07,2024-11-08,2025-02-07
FPT,rotation_monthly_smt_money_cycle_v1,5,1.0,5.7150076525155455,28.575038262577728,inf,3.050050535676088,7,2023-11-08,2024-11-07,2024-11-08,2025-02-07
GVR,accumulation_breakout_smt_v1,4,0.5,4.714581026945984,18.858324107783936,2.8880428228214257,1.8296399421558605,7,2023-11-08,2024-11-07,2024-11-08,2025-02-07
HPG,rotation_weekly_smt_money_cycle_v1,7,0.5714285714285714,0.2710249126860286,1.8971743888022,1.4120951235793266,0.8829859780701476,7,2023-11-08,2024-11-07,2024-11-08,2025-02-07
MWG,rotation_weekly_smt_money_cycle_v1,9,0.6666666666666666,1.4697176934016438,13.227459240614794,2.8928250433603333,1.6713181747169317,7,2023-11-08,2024-11-07,2024-11-08,2025-02-07
STB,rotation_weekly_smt_money_cycle_v1,5,0.4,0.23149191695644208,1.1574595847822104,1.3040943443327246,0.7630468891366771,7,2023-11-08,2024-11-07,2024-11-08,2025-02-07
TCB,composite_edge_score_v2,4,0.75,9.57277270020236,38.29109080080944,31.174297665337253,3.2200940890141654,7,2023-11-08,2024-11-07,2024-11-08,2025-02-07
VIB,composite_edge_score_v1,4,0.75,4.158298690710041,16.633194762840166,4.748542036182966,2.727924824632038,7,2023-11-08,2024-11-07,2024-11-08,2025-02-07
VIC,rotation_weekly_smt_money_cycle_v1,5,0.8,0.1966794820157432,0.983397410078716,1.2669922869835017,0.9039140928836779,7,2023-11-08,2024-11-07,2024-11-08,2025-02-07
BCM,composite_edge_score_v2,4,0.5,1.0444760290613486,4.1779041162453945,1.3524038820658333,0.8816950689639194,8,2024-02-08,2025-02-07,2025-02-08,2025-05-07
BID,rotation_weekly_smt_money_cycle_v1,5,0.6,1.6484386912614504,8.242193456307252,3.9271820511739404,2.122622631416575,8,2024-02-08,2025-02-07,2025-02-08,2025-05-07
FPT,composite_edge_score_v2,4,0.75,7.12459429563158,28.49837718252632,12.411172085497405,3.0487216006942104,8,2024-02-08,2025-02-07,2025-02-08,2025-05-07
GVR,rotation_weekly_smt_money_cycle_v1,10,0.6,0.8556993256907213,8.556993256907212,2.977525276421727,1.6397853271881275,8,2024-02-08,2025-02-07,2025-02-08,2025-05-07
HDB,accumulation_breakout_smt_v2,4,0.5,3.1845273983628,12.7381095934512,4.092130437458637,2.264375614741783,8,2024-02-08,2025-02-07,2025-02-08,2025-05-07
HPG,rotation_weekly_smt_money_cycle_v1,5,0.6,0.4391296376995603,2.1956481884978016,1.6321310411281622,1.0051980431466423,8,2024-02-08,2025-02-07,2025-02-08,2025-05-07
MWG,rotation_weekly_smt_money_cycle_v1,8,0.625,1.2775596077181457,10.220476861745166,2.462531405849709,1.4475683051726393,8,2024-02-08,2025-02-07,2025-02-08,2025-05-07
SAB,rotation_monthly_smt_money_cycle_v1,4,0.25,1.5854045846867793,6.341618338747117,1.6385743180812566,0.9483367640646401,8,2024-02-08,2025-02-07,2025-02-08,2025-05-07
STB,rotation_weekly_smt_money_cycle_v1,6,0.5,1.6014197243464487,9.608518346078693,3.524404415390059,1.8980813676297779,8,2024-02-08,2025-02-07,2025-02-08,2025-05-07
TCB,rotation_monthly_smt_money_cycle_v1,4,0.75,4.837017656205359,19.348070624821435,11.116704502582678,2.888591235934375,8,2024-02-08,2025-02-07,2025-02-08,2025-05-07
ACB,mean_reversion_uptrend_ma20_v1,4,0.5,0.3864201140731033,1.5456804562924131,1.3324038730654497,0.8266311508645696,9,2024-05-08,2025-05-07,2025-05-08,2025-08-07
BCM,rotation_monthly_smt_money_cycle_v1,4,0.75,0.5664548417602449,2.2658193670409794,1.7011261716773562,1.1051586161780276,9,2024-05-08,2025-05-07,2025-05-08,2025-08-07
BVH,composite_edge_score_v1,4,0.5,1.3045577965783128,5.218231186313251,1.5040648277993154,0.9681482182701739,9,2024-05-08,2025-05-07,2025-05-08,2025-08-07
CTG,rotation_weekly_smt_money_cycle_v1,6,0.8333333333333334,2.844159590163976,17.064957540983855,22.22469156887981,2.782424504644812,9,2024-05-08,2025-05-07,2025-05-08,2025-08-07
GVR,rotation_weekly_smt_money_cycle_v1,8,0.75,1.3670523778422168,10.936419022737734,6.615053553087978,2.645693666448955,9,2024-05-08,2025-05-07,2025-05-08,2025-08-07
HDB,accumulation_breakout_smt_v2,4,0.5,3.1845273983628037,12.738109593451215,4.092130437458641,2.264375614741785,9,2024-05-08,2025-05-07,2025-05-08,2025-08-07
PLX,rotation_weekly_smt_money_cycle_v1,5,0.6,0.3232901452987019,1.6164507264935097,1.3300959868791578,0.86117350426653,9,2024-05-08,2025-05-07,2025-05-08,2025-08-07
POW,mean_reversion_uptrend_ma50_v1,4,0.25,1.7902880853988843,7.161152341595537,1.5333546940873843,0.9153297783172448,9,2024-05-08,2025-05-07,2025-05-08,2025-08-07
STB,rotation_weekly_smt_money_cycle_v1,6,0.5,1.5121406102617136,9.072843661570282,3.0895895200138055,1.6961651267245323,9,2024-05-08,2025-05-07,2025-05-08,2025-08-07
TCB,rotation_weekly_smt_money_cycle_v1,7,0.5714285714285714,0.8489707664380637,5.942795365066446,1.7123129496595633,1.0585402095688965,9,2024-05-08,2025-05-07,2025-05-08,2025-08-07
BCM,rotation_weekly_smt_money_cycle_v1,9,0.3333333333333333,0.4619726966222897,4.157754269600607,1.5859087215609782,0.8793303467993338,10,2024-08-08,2025-08-07,2025-08-08,2025-11-07
CTG,rotation_weekly_smt_money_cycle_v1,9,0.5555555555555556,0.5865735306319906,5.279161775687915,1.912089102736541,1.123722465597905,10,2024-08-08,2025-08-07,2025-08-08,2025-11-07
FPT,rotation_weekly_smt_money_cycle_v1,9,0.6666666666666666,0.7618951640813658,6.857056476732293,5.134642808965225,2.5699993281523623,10,2024-08-08,2025-08-07,2025-08-08,2025-11-07
HDB,composite_edge_score_v2,4,0.75,5.991036128787432,23.964144515149727,4.935293786283093,2.9402547328425124,10,2024-08-08,2025-08-07,2025-08-08,2025-11-07
MBB,rotation_weekly_smt_money_cycle_v1,7,1.0,1.1739489180344211,8.217642426240948,inf,2.7321764242624096,10,2024-08-08,2025-08-07,2025-08-08,2025-11-07
PLX,rotation_weekly_smt_money_cycle_v1,4,0.5,2.313652077687968,9.254608310751872,2.7108882698369703,1.5818553668647943,10,2024-08-08,2025-08-07,2025-08-08,2025-11-07
SHB,rotation_weekly_smt_money_cycle_v1,8,0.875,1.2790019803510835,10.232015842808668,6.504279893078433,2.689530138624576,10,2024-08-08,2025-08-07,2025-08-08,2025-11-07
SSB,composite_edge_score_v1,4,0.5,1.9884218770230089,7.9536875080920355,2.1114089623722814,1.2893235644591372,10,2024-08-08,2025-08-07,2025-08-08,2025-11-07
STB,mean_reversion_uptrend_ma20_v1,4,1.0,8.938089729593457,35.75235891837383,inf,3.275666281071542,10,2024-08-08,2025-08-07,2025-08-08,2025-11-07
TCB,leader_pullback_market_healthy_v2,4,0.5,4.096723969319285,16.38689587727714,1.7546415954159533,1.276359395789529,10,2024-08-08,2025-08-07,2025-08-08,2025-11-07
TPB,rotation_weekly_smt_money_cycle_v1,4,0.75,1.235980899639421,4.943923598557684,5.585986099037898,2.6365186629747592,10,2024-08-08,2025-08-07,2025-08-08,2025-11-07
VHM,accumulation_breakout_smt_v2,4,0.75,5.249613415871838,20.998453663487354,5.950000150193838,2.917472939111029,10,2024-08-08,2025-08-07,2025-08-08,2025-11-07
VIC,rotation_weekly_smt_money_cycle_v1,5,0.6,1.925713383635569,9.628566918177846,2.821338804748821,1.6444023989914593,10,2024-08-08,2025-08-07,2025-08-08,2025-11-07
VPB,accumulation_breakout_smt_v1,4,0.5,4.613756854828023,18.455027419312092,5.316899759487863,2.7729629798379616,10,2024-08-08,2025-08-07,2025-08-08,2025-11-07
BCM,rotation_weekly_smt_money_cycle_v1,7,1.0,1.8700715657053562,13.090500959937494,inf,2.780905009599375,11,2024-11-08,2025-11-07,2025-11-08,2026-02-07
BVH,composite_edge_score_v1,4,0.5,1.6881082032093113,6.752432812837245,1.7657468998387609,1.1127536791520942,11,2024-11-08,2025-11-07,2025-11-08,2026-02-07
CTG,rotation_weekly_smt_money_cycle_v1,8,0.875,2.989856884165907,23.918855073327254,30.749287122037575,2.8092899818916135,11,2024-11-08,2025-11-07,2025-11-08,2026-02-07
GAS,rotation_weekly_smt_money_cycle_v1,4,0.5,1.2243002594264294,4.897201037705718,1.5632475843954339,0.9891624311377953,11,2024-11-08,2025-11-07,2025-11-08,2026-02-07
HDB,rotation_weekly_smt_money_cycle_v1,4,0.5,3.235537770162428,12.942151080649712,4.468447984807971,2.4372892370749573,11,2024-11-08,2025-11-07,2025-11-08,2026-02-07
HPG,rotation_weekly_smt_money_cycle_v1,8,0.625,1.1701452908318204,9.361162326654563,2.448076558170274,1.4335446215348508,11,2024-11-08,2025-11-07,2025-11-08,2026-02-07
MBB,rotation_weekly_smt_money_cycle_v1,10,0.7,0.5255211659893849,5.255211659893849,3.279900118390022,1.7927415348947668,11,2024-11-08,2025-11-07,2025-11-08,2026-02-07
MWG,rotation_weekly_smt_money_cycle_v1,4,0.75,2.119740737864489,8.478962951457955,14.418991974114178,2.698381851650514,11,2024-11-08,2025-11-07,2025-11-08,2026-02-07
PLX,composite_edge_score_v2,4,0.5,1.6476107043708488,6.590442817483395,1.7900294371075527,1.1208459960043582,11,2024-11-08,2025-11-07,2025-11-08,2026-02-07
SHB,accumulation_breakout_smt_v2,5,0.8,5.540501702469676,27.70250851234838,7.6279073971346305,2.957835119172877,11,2024-11-08,2025-11-07,2025-11-08,2026-02-07
STB,mean_reversion_uptrend_ma20_v1,4,1.0,8.938089729593457,35.75235891837383,inf,3.275666281071542,11,2024-11-08,2025-11-07,2025-11-08,2026-02-07
TCB,breakout_after_accumulation_v3,4,0.75,5.749664105723024,22.998656422892097,6.175964382857136,2.9524764874006113,11,2024-11-08,2025-11-07,2025-11-08,2026-02-07
TPB,rotation_weekly_smt_money_cycle_v1,6,0.6666666666666666,2.0482864548331756,12.289718728999054,2.99785020029191,1.7590793086363485,11,2024-11-08,2025-11-07,2025-11-08,2026-02-07
VCB,rotation_weekly_smt_money_cycle_v1,7,0.42857142857142855,0.880421759113429,6.162952313794003,1.5839030428417442,0.9458144638452963,11,2024-11-08,2025-11-07,2025-11-08,2026-02-07
VHM,rotation_weekly_smt_money_cycle_v1,5,1.0,4.966219907338716,24.83109953669358,inf,2.99763539351371,11,2024-11-08,2025-11-07,2025-11-08,2026-02-07
VIB,rotation_monthly_smt_money_cycle_v1,4,0.5,5.0429017095192705,20.171606838077082,3.343792930207695,2.0577099382598116,11,2024-11-08,2025-11-07,2025-11-08,2026-02-07
BCM,rotation_weekly_smt_money_cycle_v1,5,0.8,1.595393125933476,7.976965629667379,3.561702952632806,2.034443847500106,12,2025-02-08,2026-02-07,2026-02-08,2026-05-07
CTG,rotation_weekly_smt_money_cycle_v1,6,0.6666666666666666,1.7166148259119989,10.299688955471993,4.654301711096978,2.4812654744741467,12,2025-02-08,2026-02-07,2026-02-08,2026-05-07
GAS,rotation_weekly_smt_money_cycle_v1,4,0.5,1.2243002594264294,4.897201037705718,1.5632475843954339,0.9891624311377953,12,2025-02-08,2026-02-07,2026-02-08,2026-05-07
HDB,rotation_weekly_smt_money_cycle_v1,5,0.4,1.608170192295706,8.04085096147853,1.9314415043596926,1.1417205904225611,12,2025-02-08,2026-02-07,2026-02-08,2026-05-07
HPG,rotation_weekly_smt_money_cycle_v1,8,0.5,1.0800418894613473,8.640335115690778,2.7595636875698295,1.5174065916687176,12,2025-02-08,2026-02-07,2026-02-08,2026-05-07
MBB,rotation_weekly_smt_money_cycle_v1,10,0.8,0.6916059165031271,6.916059165031271,6.419264837012086,2.6184124141552187,12,2025-02-08,2026-02-07,2026-02-08,2026-05-07
MSN,rotation_weekly_smt_money_cycle_v1,5,0.6,1.6341350944566002,8.170675472283001,2.7380146219311357,1.5864960364809733,12,2025-02-08,2026-02-07,2026-02-08,2026-05-07
MWG,rotation_weekly_smt_money_cycle_v1,4,0.75,2.119740737864489,8.478962951457955,14.418991974114178,2.698381851650514,12,2025-02-08,2026-02-07,2026-02-08,2026-05-07
POW,rotation_weekly_smt_money_cycle_v1,11,0.5454545454545454,0.6474918220681833,7.122410042750017,1.5779651817496305,0.9735905775139247,12,2025-02-08,2026-02-07,2026-02-08,2026-05-07
SAB,mean_reversion_uptrend_ma50_v1,4,0.5,2.5690828197262823,10.276331278905129,3.0052056852409907,1.7321783557392856,12,2025-02-08,2026-02-07,2026-02-08,2026-05-07
SHB,accumulation_breakout_smt_v2,4,0.75,6.406103894372268,25.62441557748907,7.130717493601247,2.998427272606059,12,2025-02-08,2026-02-07,2026-02-08,2026-05-07
