portfolio,total_return,sharpe_ratio,max_drawdown,win_rate,number_of_trades
qa_best_strategy,1.4829070556776744,1.0789360601932747,-0.20137487817331756,0.0,0
qa_ensemble,0.49420857428945486,0.9440403453447476,-0.10273382942429965,0.0,0
