strategy_id,family,logic,conditions,risk,symbols_tested,avg_score,score_std,avg_total_return,avg_sharpe_ratio,avg_max_drawdown,avg_win_rate,total_trades,risk_rejections,qa_score
qa_097,trend,AND,ema20 crosses_above ema50 | aroon_osc_14 > 0,"{'stop_loss': 0.05, 'take_profit': 0.15, 'max_holding_bars': 60}",14,-0.19376790218748335,0.6361071367274265,-0.004288036488183957,-0.38097616140845136,-0.009967052684012304,0.31640625,64,9,-0.13989386848148688
qa_069,structure,AND,dmp_14 > dmn_14 | aroon_up_14 > aroon_down_14 | close > ema50,"{'stop_loss': 0.08, 'take_profit': 0.25, 'max_holding_bars': 90}",10,0.016797252183913095,0.8857237599237532,0.025476072341288014,0.07272741737491403,-0.13604639102965163,0.3703933747412008,132,4,-0.14082230064977858
qa_040,qa_broad,OR,close > vwma20 | linreg_slope_14 > 0 | dmp_14 > dmn_14 | aroon_osc_14 > 0,"{'stop_loss': 0.03, 'take_profit': 0.08, 'max_holding_bars': 30}",2,0.23992118231813936,0.778493248366487,0.16162142654145295,0.45270198282760027,-0.1745811852904829,0.32371794871794873,37,5,-0.1436548694618001
qa_024,qa_broad,OR,linreg_slope_14 > 0 | roc_9 > 0 | mom_10 > 0,"{'stop_loss': 0.05, 'take_profit': 0.12, 'max_holding_bars': 45}",4,0.05951814267258394,0.5506068802566694,0.0216433361811932,0.17703761875200832,-0.17746833778889093,0.37461861055611057,103,4,-0.14530818364336212
qa_049,trend,AND,aroon_osc_14 > 0 | close > ema200,"{'stop_loss': 0.05, 'take_profit': 0.12, 'max_holding_bars': 45}",10,0.04220950794781835,0.9437440401782933,0.08034009041619333,0.10431239468583116,-0.17024358259977607,0.41123301172320775,157,4,-0.1476861600245059
qa_084,volatility,AND,bb_percent < 0.2 | bb_width < 0.12 | close > bb_upper,"{'stop_loss': 0.03, 'take_profit': 0.08, 'max_holding_bars': 30}",0,0.0,0.0,0.0,0.0,0.0,0.0,0,130,-0.15
qa_100,volatility,AND,close <= bb_lower | close > bb_upper,"{'stop_loss': 0.05, 'take_profit': 0.15, 'max_holding_bars': 60}",0,0.0,0.0,0.0,0.0,0.0,0.0,0,130,-0.15
qa_108,volatility,AND,bb_width < 0.12 | bb_percent < 0.2 | close > kc_mid,"{'stop_loss': 0.05, 'take_profit': 0.12, 'max_holding_bars': 45}",0,0.0,0.0,0.0,0.0,0.0,0.0,0,125,-0.15
qa_052,volatility,AND,close > kc_mid | bb_percent > 0.5 | bb_percent < 0.2 | stdev_14 < atr_14,"{'stop_loss': 0.08, 'take_profit': 0.25, 'max_holding_bars': 90}",0,0.0,0.0,0.0,0.0,0.0,0.0,0,130,-0.15
qa_004,volatility,AND,atr_pct < 0.05 | volume_ratio_20 > 1.2 | close <= bb_lower | close > bb_mid,"{'stop_loss': 0.03, 'take_profit': 0.08, 'max_holding_bars': 30}",0,0.0,0.0,0.0,0.0,0.0,0.0,0,130,-0.15
qa_012,volatility,AND,close <= bb_lower | close > bb_upper,"{'stop_loss': 0.03, 'take_profit': 0.08, 'max_holding_bars': 30}",0,0.0,0.0,0.0,0.0,0.0,0.0,0,130,-0.15
qa_036,volatility,AND,volume_ratio_20 > 1.2 | bb_percent < 0.2 | close > bb_upper,"{'stop_loss': 0.05, 'take_profit': 0.15, 'max_holding_bars': 60}",0,0.0,0.0,0.0,0.0,0.0,0.0,0,130,-0.15
qa_009,trend,AND,close > ema20 | adx_14 > 25 | dmp_14 > dmn_14,"{'stop_loss': 0.08, 'take_profit': 0.25, 'max_holding_bars': 90}",9,-0.1140286987068876,0.5969260223889976,-0.001603051962550745,-0.19734675793967288,-0.07437202074142989,0.328525641025641,85,4,-0.16898301380253722
qa_003,volume,AND,close > ema20 | obv > obv_ema20,"{'stop_loss': 0.08, 'take_profit': 0.25, 'max_holding_bars': 90}",10,-0.0862704506661499,0.6835138392590714,-0.003580422264755042,-0.11992853267551366,-0.1261602882448328,0.35830107392607397,223,4,-0.16965639529251636
qa_120,qa_broad,AND,mom_10 > 0 | dmp_14 > dmn_14 | cmo_9 > 0,"{'stop_loss': 0.05, 'take_profit': 0.15, 'max_holding_bars': 60}",3,0.19306255670579614,0.9283633576006131,0.05385641797868458,0.4022038789165945,-0.12098154073053233,0.33134920634920634,73,4,-0.17420815771010476
qa_006,hybrid,AND,adx_14 > 20 | obv > obv_ema20,"{'stop_loss': 0.08, 'take_profit': 0.25, 'max_holding_bars': 90}",11,-0.15482064595139278,0.5947576722094974,-0.004802807705742365,-0.2605101801320493,-0.11562356786822711,0.4193949938949939,192,4,-0.18345407997859633
qa_106,momentum,AND,willr_14 > -50 | macd_hist > 0,"{'stop_loss': 0.05, 'take_profit': 0.12, 'max_holding_bars': 45}",9,-0.08143587126582132,0.6970393695065854,-0.005230747948109555,-0.10994882430257905,-0.12446117365049462,0.3608920841063698,254,13,-0.18896106137079932
qa_001,trend,AND,dmp_14 > dmn_14 | aroon_osc_14 > 0,"{'stop_loss': 0.08, 'take_profit': 0.18, 'max_holding_bars': 75}",11,-0.07894642977307924,0.8278015157247784,0.017461598217538565,-0.11649193463914921,-0.12969470959383106,0.40997023809523814,139,4,-0.19407010863459254
qa_048,qa_broad,AND,aroon_osc_14 > 0 | close > vwma20 | mom_10 > 0,"{'stop_loss': 0.08, 'take_profit': 0.18, 'max_holding_bars': 75}",8,-0.030207408744014532,0.8224088367334554,0.02296441350718308,-0.025229047101305295,-0.1224110462275838,0.3763425066996496,235,4,-0.2008943677803782
qa_067,volume,OR,volume_spike >= True | volume_ratio_20 > 1.5 | close > ema20 | breakout_20_high >= True,"{'stop_loss': 0.05, 'take_profit': 0.12, 'max_holding_bars': 45}",6,0.11992075082023247,1.1113692981457384,0.1630416094272129,0.21065105560089145,-0.17158629904188558,0.3612974744553692,203,6,-0.2091137081954359
qa_117,structure,AND,rsi_14 > 55 | close > ema50,"{'stop_loss': 0.05, 'take_profit': 0.15, 'max_holding_bars': 60}",4,0.1637683621055555,1.170639618063354,0.2632381327610105,0.2138428934280299,-0.11062262218381275,0.3116229319738092,96,4,-0.2346734219809528
qa_110,hybrid,AND,atr_pct < 0.06 | macd_hist > 0,"{'stop_loss': 0.03, 'take_profit': 0.08, 'max_holding_bars': 30}",6,-0.08573821962823026,0.6185714163302957,0.02467499125793731,-0.12629231594170812,-0.14997279517378695,0.27070273085310675,124,5,-0.23472869365465915
qa_030,hybrid,AND,supertrend_dir > 0 | adx_14 > 20,"{'stop_loss': 0.05, 'take_profit': 0.12, 'max_holding_bars': 45}",4,0.028921974750154473,0.8308433211843654,0.05661293829415318,0.06442167674396584,-0.10136372555037201,0.3738095238095238,31,4,-0.24735049160700368
qa_054,hybrid,AND,rsi_14 > 50 | ema20 > ema50 | adx_14 > 20,"{'stop_loss': 0.08, 'take_profit': 0.25, 'max_holding_bars': 90}",8,-0.14095477142086377,0.6339845402207209,-0.014433818933019588,-0.21497010643682496,-0.14569786261272705,0.3416666666666667,66,4,-0.2538436124125706
qa_062,hybrid,AND,close > ema50 | atr_pct < 0.06,"{'stop_loss': 0.05, 'take_profit': 0.15, 'max_holding_bars': 60}",7,0.00013842070746265063,0.9352219174534647,0.0781254192338044,0.031168790716921784,-0.19441800210569798,0.28284825835433125,140,5,-0.25523555113824425
qa_079,mean_reversion,AND,adx_14 < 25 | stoch_k < 25 | close > kc_lower,"{'stop_loss': 0.08, 'take_profit': 0.25, 'max_holding_bars': 90}",12,-0.2882544904744887,0.5417018492352382,-0.03252868565875646,-0.5310091612589052,-0.06495652073704594,0.5150297619047619,107,4,-0.26058491996478816
qa_118,hybrid,AND,supertrend_dir > 0 | ema20 > ema50,"{'stop_loss': 0.05, 'take_profit': 0.15, 'max_holding_bars': 60}",5,-0.1604673928891959,0.5026746831015451,-0.029938695082582487,-0.25630612062235214,-0.11666362026622543,0.22738095238095238,46,4,-0.2772357990679155
qa_014,hybrid,AND,obv > obv_ema20 | ema20 > ema50,"{'stop_loss': 0.08, 'take_profit': 0.18, 'max_holding_bars': 75}",11,-0.17898627049519594,0.7627761038562948,-0.02300175332701956,-0.2769728084981927,-0.16799670123996863,0.3017979797979798,173,3,-0.2847567522788882
qa_034,momentum,AND,willr_14 > -50 | stoch_k > stoch_d | stoch_k > 50,"{'stop_loss': 0.05, 'take_profit': 0.12, 'max_holding_bars': 45}",6,-0.045934186020132946,0.9383813694252943,0.023732194932563618,-0.06800908494276958,-0.0952465101425863,0.4017316017316017,235,1,-0.2877039438688911
qa_096,qa_broad,AND,cmo_9 > 0 | roc_9 > 0,"{'stop_loss': 0.05, 'take_profit': 0.12, 'max_holding_bars': 45}",6,-0.19753055794249272,0.4788736252880426,-0.004699016619692659,-0.33493307806727374,-0.14327156961474014,0.312277306027306,164,4,-0.2952813761584667
qa_025,trend,AND,close > sma50 | aroon_up_14 > 60,"{'stop_loss': 0.05, 'take_profit': 0.15, 'max_holding_bars': 60}",4,-0.060299954176391064,0.699131257260723,0.028291678906951293,-0.08178338790994825,-0.1394788194675116,0.36339151045033397,71,4,-0.3038134810312732
qa_058,momentum,OR,rsi_14 > 60 | willr_14 > -50 | rsi_14 > 50,"{'stop_loss': 0.05, 'take_profit': 0.12, 'max_holding_bars': 45}",3,-0.05319870438634671,0.5889299590638108,0.04818875330673219,-0.08336528142389085,-0.12986344833210464,0.29522796044535177,92,4,-0.30477639697491715
qa_116,volatility,AND,volume_ratio_20 > 1.2 | close > kc_upper,"{'stop_loss': 0.05, 'take_profit': 0.15, 'max_holding_bars': 60}",11,-0.2874849594687178,0.6350581582741808,-0.007302919562684625,-0.5515218362622244,-0.04766582734400138,0.2693181818181818,128,4,-0.3064383544350816
