portfolio,total_return,sharpe_ratio,max_drawdown,win_rate,number_of_trades
wide_best_strategy_equal_weight,0.16197673972900706,0.2443149075480167,-0.46471458818264944,0.0,0
wide_ensemble_equal_weight,0.15660708929726352,0.32082101181988776,-0.25049133214309593,0.0,0
