strategy,total_return,sharpe,max_drawdown,trades,win_rate,avg_trade_pct,profit_factor,final_equity
MC_HYBRID_BALANCED,0.9076629466350061,1.0326166882136965,-0.19975331128558704,116,0.3879310344827586,0.016973124230588495,2.1022881963943028,190766.29466350062
MC_HEALTHY_SMT_STRONG,0.866107426525005,0.9383449890783038,-0.18477238899294224,90,0.43333333333333335,0.03630318580518477,2.1913999842121092,186610.7426525005
MC_RESET_SMT_CONFIRM,0.638778563780007,0.7869218570557573,-0.22665426151545798,73,0.410958904109589,0.04052534337794733,1.766212760687391,163877.8563780007
MC_RISK_ON_SMT_TOP,0.06714890293500408,0.18218080400359926,-0.22262415136345315,96,0.375,0.005970180328258634,1.126960922153592,106714.89029350042
