scope,hypothesis,hold,trades,symbols,win_rate,avg_trade_pct,median_trade_pct,avg_win_pct,avg_loss_pct,profit_factor,best_trade_pct,worst_trade_pct,avg_hold_bars,benchmark_ew_return,benchmark_bh_return,benchmark_ew_maxdd,benchmark_bh_maxdd,total_return,sharpe,max_drawdown,final_equity
signal_quality,accumulation_breakout_smt_v1,10,658,97,0.5379939209726444,2.337986712915853,0.6424263340091745,8.491557051642793,-4.974969285365822,2.0482274115632184,58.696572154041476,-17.05729166666666,9.957446808510639,0.28090637836173027,0.2780513319834177,-0.213223266502365,-0.15924780650469728,,,,
signal_quality,accumulation_breakout_smt_v1,20,658,97,0.5288753799392097,2.8800545946515763,0.8404074702886246,11.870818690155124,-7.283286582714153,1.8475412402741278,89.49658172778122,-29.534267322983723,19.53951367781155,0.28090637836173027,0.2780513319834177,-0.213223266502365,-0.15924780650469728,,,,
signal_quality,accumulation_breakout_smt_v1,30,658,97,0.5349544072948328,3.9377885950832656,1.2991898148148175,14.977454906959291,-8.906974191644126,1.966454919099856,142.71440466278102,-32.59532595325953,28.879939209726444,0.28090637836173027,0.2780513319834177,-0.213223266502365,-0.15924780650469728,,,,
signal_quality,accumulation_breakout_smt_v1,45,658,97,0.5212765957446809,4.5666484028967504,0.9773579683924392,19.315940134942377,-11.641520312473226,1.8299527721178503,148.293089092423,-36.81592039800994,42.87689969604863,0.28090637836173027,0.2780513319834177,-0.213223266502365,-0.15924780650469728,,,,
signal_quality,accumulation_breakout_smt_v2,10,667,98,0.5442278860569715,2.378811532141445,0.849256900212315,8.370203902072404,-4.921073642420131,2.092959297875134,58.696572154041476,-17.05729166666666,9.958020989505247,0.28090637836173027,0.2780513319834177,-0.213223266502365,-0.15924780650469728,,,,
signal_quality,accumulation_breakout_smt_v2,20,667,98,0.5367316341829086,2.8907549802262738,0.9782608695652236,11.570940874666913,-7.236154448757618,1.8707788299127732,89.49658172778122,-29.534267322983723,19.545727136431783,0.28090637836173027,0.2780513319834177,-0.213223266502365,-0.15924780650469728,,,,
signal_quality,accumulation_breakout_smt_v2,30,667,98,0.5442278860569715,3.867391676664872,1.612903225806462,14.463102470372336,-8.931625245517353,1.9659225637536586,116.94687289845326,-32.59532595325953,28.883058470764617,0.28090637836173027,0.2780513319834177,-0.213223266502365,-0.15924780650469728,,,,
signal_quality,accumulation_breakout_smt_v2,45,667,98,0.5307346326836582,4.7727787209272865,1.4324693042291887,19.14429059643299,-11.6298882339119,1.8858559635506604,104.23671822461334,-36.81592039800994,42.87106446776612,0.28090637836173027,0.2780513319834177,-0.213223266502365,-0.15924780650469728,,,,
signal_quality,breakout_after_accumulation_v3,10,553,94,0.5623869801084991,2.7411465350160875,1.2539184952978013,8.784441447018096,-5.197039556233896,2.246480543707931,58.696572154041476,-20.63679245283019,9.949367088607595,0.28090637836173027,0.2780513319834177,-0.213223266502365,-0.15924780650469728,,,,
signal_quality,breakout_after_accumulation_v3,20,553,94,0.5515370705244123,3.7784643474936472,1.6138673042438707,13.12507725087236,-7.7790966559027765,2.0918832034091293,90.2080783353733,-35.063206919494355,19.540687160940326,0.28090637836173027,0.2780513319834177,-0.213223266502365,-0.15924780650469728,,,,
signal_quality,breakout_after_accumulation_v3,30,553,94,0.5352622061482821,5.253877400630838,1.3930348258706347,17.79905963884443,-9.30365138011456,2.2294699559576245,144.5068163592622,-30.280429594272082,28.913200723327307,0.28090637836173027,0.2780513319834177,-0.213223266502365,-0.15924780650469728,,,,
signal_quality,breakout_after_accumulation_v3,45,553,94,0.5370705244122965,6.143227223048031,1.933701657458559,21.753893586681233,-12.10949304703069,2.1088561947772897,134.40256615878104,-36.81592039800994,42.96383363471971,0.28090637836173027,0.2780513319834177,-0.213223266502365,-0.15924780650469728,,,,
signal_quality,composite_edge_score_v1,10,825,99,0.5709090909090909,2.080338935917309,0.9803921568627492,6.713401876496764,-4.252154887347636,2.1871348469887866,70.70572569906791,-27.84810126582278,9.927272727272728,0.28090637836173027,0.2780513319834177,-0.213223266502365,-0.15924780650469728,,,,
