hypothesis,symbol,entry_date,exit_date,entry_price,exit_price,shares,entry_value,exit_value,pnl,pnl_pct,exit_reason,holding_bars,portfolio_run
rotation_weekly_smt_money_cycle_v1,HPG,2023-05-09,2023-05-16,16.378185,16.73163,3000,49134.55499999999,50094.50022,959.9452200000087,1.953706958371779,MAX_HOLDING,5,router_v1_t12_o3_min3_pf115
rotation_weekly_smt_money_cycle_v1,TPB,2023-05-09,2023-05-16,12.02601,12.35382,4100,49306.640999999996,50549.360676000004,1242.719676000008,2.5203900545567643,MAX_HOLDING,5,router_v1_t12_o3_min3_pf115
rotation_weekly_smt_money_cycle_v1,MBB,2023-05-16,2023-05-23,10.22511,10.224885,3300,33742.863000000005,33674.636259000006,-68.22674099999858,-0.20219606439441304,MAX_HOLDING,5,router_v1_t12_o3_min3_pf115
rotation_weekly_smt_money_cycle_v1,HPG,2023-05-23,2023-05-30,16.62831,16.281855,2300,38245.113,37373.369967,-871.7430329999988,-2.279357974442379,MAX_HOLDING,5,router_v1_t12_o3_min3_pf115
rotation_weekly_smt_money_cycle_v1,SHB,2023-05-30,2023-06-06,7.193595,7.486255000000001,2600,18703.347,19425.334474000003,721.9874740000014,3.86020466818052,MAX_HOLDING,5,router_v1_t12_o3_min3_pf115
rotation_weekly_smt_money_cycle_v1,HDB,2023-05-30,2023-06-06,10.14507,10.184905,1800,18261.126,18296.163342,35.037341999999626,0.19186846418999368,MAX_HOLDING,5,router_v1_t12_o3_min3_pf115
rotation_weekly_smt_money_cycle_v1,TPB,2023-06-06,2023-06-13,13.506749999999998,13.303345000000002,2800,37818.899999999994,37174.86726800001,-644.0327319999851,-1.7029388268828158,MAX_HOLDING,5,router_v1_t12_o3_min3_pf115
rotation_weekly_smt_money_cycle_v1,MBB,2023-06-13,2023-06-20,11.055525,10.87456,3300,36483.2325,35814.275904,-668.9565959999964,-1.8336001230154055,MAX_HOLDING,5,router_v1_t12_o3_min3_pf115
rotation_weekly_smt_money_cycle_v1,MBB,2023-06-20,2023-06-27,10.885440000000001,11.234380000000002,1100,11973.984,12333.102364,359.11836399999993,2.9991552018108587,MAX_HOLDING,5,router_v1_t12_o3_min3_pf115
rotation_weekly_smt_money_cycle_v1,HPG,2023-06-20,2023-06-27,17.698845,19.200395,600,10619.306999999999,11497.196526000002,877.8895260000027,8.266919169019248,MAX_HOLDING,5,router_v1_t12_o3_min3_pf115
rotation_weekly_smt_money_cycle_v1,SHB,2023-06-20,2023-06-27,7.923959999999999,7.83608,1500,11885.939999999999,11730.611760000002,-155.3282399999971,-1.3068233559987439,MAX_HOLDING,5,router_v1_t12_o3_min3_pf115
rotation_weekly_smt_money_cycle_v1,SHB,2023-06-27,2023-07-04,7.84392,8.045975,1600,12550.271999999999,12847.812880000001,297.5408800000023,2.370792282430232,MAX_HOLDING,5,router_v1_t12_o3_min3_pf115
rotation_weekly_smt_money_cycle_v1,TCB,2023-06-27,2023-07-04,15.737865,15.11244,800,12590.292,12065.772095999999,-524.5199040000007,-4.166066235795014,MAX_HOLDING,5,router_v1_t12_o3_min3_pf115
rotation_weekly_smt_money_cycle_v1,MBB,2023-06-27,2023-07-04,11.245619999999999,11.214390000000002,1100,12370.181999999999,12311.157342000002,-59.024657999996634,-0.4771527047863697,MAX_HOLDING,5,router_v1_t12_o3_min3_pf115
composite_edge_score_v2,STB,2023-05-16,2023-07-07,27.013499999999997,29.08545,1200,32416.199999999997,34832.73492,2416.5349200000055,7.454713754234012,TRAILING_ATR_STOP,38,router_v1_t12_o3_min3_pf115
rotation_weekly_smt_money_cycle_v1,MBB,2023-07-04,2023-07-11,11.22561,11.514240000000001,1600,17960.976,18385.938432,424.96243200000026,2.366031957283392,MAX_HOLDING,5,router_v1_t12_o3_min3_pf115
rotation_weekly_smt_money_cycle_v1,VNM,2023-07-04,2023-07-11,59.17957499999999,60.469750000000005,300,17753.872499999998,18104.643150000004,350.77065000000584,1.9757416304527695,MAX_HOLDING,5,router_v1_t12_o3_min3_pf115
composite_edge_score_v2,STB,2023-07-13,2023-07-14,29.664824999999997,30.184900000000003,100,2966.4824999999996,3012.4530200000004,45.97052000000076,1.5496642909574139,ATR_STOP,1,router_v1_t12_o3_min3_pf115
rotation_weekly_smt_money_cycle_v1,VNM,2023-07-11,2023-07-18,60.530249999999995,60.799585,300,18159.074999999997,18203.395749000003,44.32074900000589,0.24406941983556926,MAX_HOLDING,5,router_v1_t12_o3_min3_pf115
