symbol,selected_hypothesis,train_trades,train_win_rate,train_avg_trade_pct,train_median_trade_pct,train_profit_factor,train_worst_trade_pct,validation_trades,validation_win_rate,validation_avg_trade_pct,validation_median_trade_pct,validation_profit_factor,validation_worst_trade_pct,router_score,fold,train_start,train_end,validation_start,test_start,test_end
VIB,rotation_weekly_smt_money_cycle_v1,8,0.5,2.2239413052604107,0.35720599401357706,2.524213701993654,-7.6039681512486865,2,0.5,5.766863779254804,5.766863779254804,2.5168037699652377,-7.6039681512486865,0.40003004321801483,11,2024-11-08,2025-11-07,2025-08-08,2025-11-08,2026-02-07
BID,breakout_after_accumulation_v3,3,0.6666666666666666,5.953966220031564,2.629639182435126,5.578694388525826,-3.9010899493219022,3,0.6666666666666666,5.953966220031564,2.629639182435126,5.578694388525826,-3.9010899493219022,0.5517495143343585,12,2025-02-08,2026-02-07,2025-11-08,2026-02-08,2026-05-07
BVH,money_cycle_reset_smt_confirm,3,0.6666666666666666,16.52761771986285,26.487789317828504,9.393761210233828,-5.9071079004649585,1,1.0,29.00217174222501,29.00217174222501,inf,29.00217174222501,0.8191311271643419,12,2025-02-08,2026-02-07,2025-11-08,2026-02-08,2026-05-07
GVR,leader_pullback_market_healthy_v2,3,0.3333333333333333,1.9005532299376025,-4.736222092472198,1.3480807447317738,-11.644056840240466,1,1.0,22.08193862252547,22.08193862252547,inf,22.08193862252547,0.36969570558500764,12,2025-02-08,2026-02-07,2025-11-08,2026-02-08,2026-05-07
MBB,rotation_weekly_smt_money_cycle_v1,10,0.8,0.6916059165031271,0.5727467637863292,6.419264837012086,-0.9764486535013037,1,1.0,0.6320279112780196,0.6320279112780196,inf,0.6320279112780196,0.522976570053487,12,2025-02-08,2026-02-07,2025-11-08,2026-02-08,2026-05-07
MSN,rotation_weekly_smt_money_cycle_v1,5,0.6,1.6341350944566002,1.369508244355759,2.7380146219311357,-2.807181558921121,2,0.5,1.7695205901047166,1.7695205901047166,2.868580525227712,-1.8939730626691362,0.3356684382184612,12,2025-02-08,2026-02-07,2025-11-08,2026-02-08,2026-05-07
PLX,mean_reversion_uptrend_ma50_v1,3,0.6666666666666666,4.81865243989946,6.159702683869328,6.7523559067226735,-2.5130498797551746,1,1.0,10.809304515584229,10.809304515584229,inf,10.809304515584229,0.6197238586357638,12,2025-02-08,2026-02-07,2025-11-08,2026-02-08,2026-05-07
POW,rotation_weekly_smt_money_cycle_v1,11,0.5454545454545454,0.6474918220681833,2.1151348201332096,1.5779651817496305,-4.782675029391776,2,1.0,2.747180352672801,2.747180352672801,inf,2.1151348201332096,0.33255311321618214,12,2025-02-08,2026-02-07,2025-11-08,2026-02-08,2026-05-07
SAB,mean_reversion_uptrend_ma50_v1,4,0.5,2.5690828197262823,-0.24491295327621831,3.0052056852409907,-3.041996683387169,2,0.5,5.383078592728783,5.383078592728783,4.539174531074696,-3.041996683387169,0.38884902831427764,12,2025-02-08,2026-02-07,2025-11-08,2026-02-08,2026-05-07
SSI,rotation_weekly_smt_money_cycle_v1,4,0.75,6.807771401208445,5.22020884332999,34.16420461419301,-0.8210987093349412,1,1.0,5.981848817110041,5.981848817110041,inf,5.981848817110041,0.6019452508508204,12,2025-02-08,2026-02-07,2025-11-08,2026-02-08,2026-05-07
VCB,accumulation_breakout_smt_v1,4,0.5,4.104918757530525,3.1577850688091953,3.7900541429574215,-3.1639159900213922,3,0.6666666666666666,6.38027767224532,9.036728124232253,7.049728588592059,-3.1639159900213922,0.46439293677822213,12,2025-02-08,2026-02-07,2025-11-08,2026-02-08,2026-05-07
VIC,composite_edge_score_v1,5,0.8,18.013866917772187,22.92972986295968,14.31606503351503,-6.763960251182809,2,0.5,12.227216566385204,12.227216566385204,4.615401661843604,-6.763960251182809,0.7812379947970026,12,2025-02-08,2026-02-07,2025-11-08,2026-02-08,2026-05-07
ACB,rotation_weekly_smt_money_cycle_v1,5,0.6,2.104421589395982,1.1726164343988583,2.323949809209337,-5.7345381820367916,1,1.0,1.1726164343988583,1.1726164343988583,inf,1.1726164343988583,0.2922915784934063,13,2025-05-08,2026-05-07,2026-02-08,2026-05-08,2026-05-08
HDB,mean_reversion_uptrend_ma50_v1,3,0.6666666666666666,2.432593084962779,0.45987082649152766,3.1880393016982564,-3.3353053801292023,1,1.0,0.45987082649152766,0.45987082649152766,inf,0.45987082649152766,0.3149005096610471,13,2025-05-08,2026-05-07,2026-02-08,2026-05-08,2026-05-08
PLX,mean_reversion_uptrend_ma20_v1,3,0.6666666666666666,4.471524608862159,3.441042284730425,17.05049965512453,-0.8357729737281753,1,1.0,3.441042284730425,3.441042284730425,inf,3.441042284730425,0.4982569571228127,13,2025-05-08,2026-05-07,2026-02-08,2026-05-08,2026-05-08
SSI,rotation_weekly_smt_money_cycle_v1,3,0.6666666666666666,2.6720402714319493,4.993260852411327,3.811904397749604,-2.850779998321149,1,1.0,5.87363996020567,5.87363996020567,inf,5.87363996020567,0.4505523411113345,13,2025-05-08,2026-05-07,2026-02-08,2026-05-08,2026-05-08
STB,rotation_weekly_smt_money_cycle_v1,6,0.8333333333333334,2.6725137088126623,2.5192508966769065,27.230542469402643,-0.6113134057970988,1,1.0,3.100878552971612,3.100878552971612,inf,3.100878552971612,0.543087690881146,13,2025-05-08,2026-05-07,2026-02-08,2026-05-08,2026-05-08
TCB,rotation_monthly_smt_money_cycle_v1,3,1.0,8.777854434151445,12.080247790012315,inf,1.0597987369951467,1,1.0,1.0597987369951467,1.0597987369951467,inf,1.0597987369951467,0.5309459464934592,13,2025-05-08,2026-05-07,2026-02-08,2026-05-08,2026-05-08
VHM,composite_edge_score_v2,4,0.75,10.569842378474089,14.142833145768087,11.317439423918218,-4.097854882082755,1,1.0,15.513605877298843,15.513605877298843,inf,15.513605877298843,0.7905350804738729,13,2025-05-08,2026-05-07,2026-02-08,2026-05-08,2026-05-08
VIB,rotation_weekly_smt_money_cycle_v1,4,0.5,3.0403870116464415,0.436045077092458,2.6668479644705747,-6.996385039044594,2,0.5,0.436045077092458,0.436045077092458,3.9093904610271584,-0.29975012493751874,0.26323356160663186,13,2025-05-08,2026-05-07,2026-02-08,2026-05-08,2026-05-08
VIC,composite_edge_score_v1,6,0.8333333333333334,15.736128200877717,16.387093644736098,14.958800125822105,-6.763960251182809,1,1.0,25.59641867378002,25.59641867378002,inf,25.59641867378002,0.8835135320774192,13,2025-05-08,2026-05-07,2026-02-08,2026-05-08,2026-05-08
VJC,rotation_weekly_smt_money_cycle_v1,3,0.6666666666666666,4.759722694106223,4.931986302614962,4.367502912668646,-4.240283810475712,1,1.0,4.931986302614962,4.931986302614962,inf,4.931986302614962,0.48582643444444723,13,2025-05-08,2026-05-07,2026-02-08,2026-05-08,2026-05-08
VPB,accumulation_breakout_smt_v2,3,1.0,8.535878034246464,9.117521937183366,inf,1.7051909145975521,1,1.0,1.7051909145975521,1.7051909145975521,inf,1.7051909145975521,0.5404120637651952,13,2025-05-08,2026-05-07,2026-02-08,2026-05-08,2026-05-08
VRE,composite_edge_score_v2,5,0.6,5.678900895095216,5.165545964559258,3.2122330520882114,-7.56956001166082,1,1.0,24.102408935392457,24.102408935392457,inf,24.102408935392457,0.6056299329033265,13,2025-05-08,2026-05-07,2026-02-08,2026-05-08,2026-05-08
