run_type,hypothesis,selection_rows,selected_symbols,trades,symbols,win_rate,avg_trade_pct,median_trade_pct,avg_win_pct,avg_loss_pct,profit_factor,best_trade_pct,worst_trade_pct,avg_hold_bars,total_return,sharpe,max_drawdown,final_equity,benchmark_ew_return,benchmark_bh_return,benchmark_ew_maxdd,benchmark_bh_maxdd
router_v1,router_v1_t12_o3_min3_pf115,237,30,130,27,0.45384615384615384,1.434296652731646,-0.6962385143071037,7.151598356725754,-3.3167005379113443,1.791804065447568,31.218393383953217,-8.033753677251076,14.107692307692307,1.221068059110011,1.4578269398002575,-0.1686262118952313,222106.80591100108,0.7969044671242074,0.9094508457818784,-0.1815785792925173,-0.18618972099703868
router_v2,router_v2_t12_o3_min3_pf114_avg075,105,29,68,24,0.4411764705882353,1.1847539882047982,-0.8673893795949683,6.652476214713018,-3.1318688221964273,1.67693961801028,28.572720427116767,-6.724777494083048,14.073529411764707,0.29288680804500844,0.5181182935125357,-0.18779679614335176,129288.68080450084,0.7969044671242074,0.9094508457818784,-0.1815785792925173,-0.18618972099703868
router_v2,router_v2_t12_o3_min3_pf114_avg025,117,29,77,24,0.4025974025974026,0.5126183865361538,-1.6096068691273078,6.44768783358245,-3.487102327777655,1.2460721031081716,28.572720427116767,-9.193199644309304,13.168831168831169,0.25281714196000826,0.4701078835446006,-0.2152380948498681,125281.71419600083,0.7969044671242074,0.9094508457818784,-0.1815785792925173,-0.18618972099703868
