date,equity,cash,positions,gross_exposure
2025-01-02,100000000.0,100000000.0,0,0.0
2025-01-03,98526002.366638,19930739.366638012,4,0.7977108693350703
2025-01-06,97758399.366638,19930739.366638012,4,0.7961224867043009
2025-01-07,98284801.23290801,38759755.23290801,3,0.6056383617131399
2025-01-08,98233067.23290801,38759755.23290801,3,0.6054306729422421
2025-01-09,98254255.23290801,38759755.23290801,3,0.6055157596886824
2025-01-10,98050444.23290801,38759755.23290801,3,0.6046957712823974
2025-01-13,98438053.364332,57836104.364332005,2,0.4124619251635028
2025-01-14,99023626.364332,57836104.364332005,2,0.41593631249638435
2025-01-15,99322012.364332,57836104.364332005,2,0.4176909731532806
2025-01-16,99453640.364332,57836104.364332005,2,0.4184616656317559
2025-01-17,100068238.364332,57836104.364332005,2,0.42203335134410724
2025-01-20,99370225.364332,57836104.364332005,2,0.4179735010937016
2025-01-21,99499594.364332,57836104.364332005,2,0.41873024976808615
2025-01-22,99243973.364332,57836104.364332005,2,0.4172330832421293
2025-01-23,99794020.364332,57836104.364332005,2,0.4204451914735809
2025-01-24,99899714.55468601,19241384.554686014,4,0.8073929976631404
2025-02-03,99893454.55468601,19241384.554686014,4,0.8073809276046966
2025-02-04,102224466.55468601,19241384.554686014,4,0.8117731967386435
2025-02-05,103090888.55468601,19241384.554686014,4,0.8133551390967093
2025-02-06,103783376.55468601,19241384.554686014,4,0.8146005150974516
2025-02-07,103254229.55468601,19241384.554686014,4,0.8136503982677504
2025-02-10,102796993.22757801,42177860.227578014,3,0.5896975300220874
2025-02-11,103654530.55277401,21068901.55277402,4,0.7967392120690072
2025-02-12,104134990.55277401,21068901.55277402,4,0.7976770205582665
2025-02-13,104166578.55277401,21068901.55277402,4,0.7977383740016012
2025-02-14,104036245.55277401,21068901.55277402,4,0.7974849876518614
2025-02-17,103203874.55277401,21068901.55277402,4,0.7958516417714503
2025-02-18,103661692.55277401,21068901.55277402,4,0.796753255383633
2025-02-19,106449499.55277401,21068901.55277402,4,0.8020760863950444
2025-02-20,106013011.55277401,21068901.55277402,4,0.8012611730939672
2025-02-21,106226450.93874203,43669923.93874203,3,0.5888978352112572
2025-02-24,106528191.32634203,21813877.32634203,4,0.7952290651446745
2025-02-25,106667442.32634203,21813877.32634203,4,0.7954963871768491
2025-02-26,106486643.32634203,21813877.32634203,4,0.7951491694644689
2025-02-27,106366629.32634203,21813877.32634203,4,0.7949180352475478
2025-02-28,105623053.32634203,21813877.32634203,4,0.7934742782056867
2025-03-03,106262382.32634203,21813877.32634203,4,0.7947168428866058
2025-03-04,106939862.66237003,43936368.66237003,3,0.5891488209491562
2025-03-05,106403355.25614004,21946224.25614004,4,0.7937449979532142
2025-03-06,108179799.25614004,21946224.25614004,4,0.7971319561780901
2025-03-07,109078618.25614004,21946224.25614004,4,0.7988036096624768
2025-03-10,109790085.25614004,21946224.25614004,4,0.8001074122044851
2025-03-11,110333894.25614004,21946224.25614004,4,0.8010926342797989
2025-03-12,109850218.25614004,21946224.25614004,4,0.8002168352094888
2025-03-13,109225038.81216805,64616926.81216805,2,0.4084055495435585
2025-03-14,109338272.20037806,21499030.200378057,4,0.8033714108726905
2025-03-17,109620437.20037806,21499030.200378057,4,0.803877536438945
2025-03-18,108989612.25741807,42743667.25741806,3,0.607818888680294
2025-03-19,108864154.98058507,42387074.98058507,3,0.6106425022254165
2025-03-20,109360721.98058507,42387074.98058507,3,0.6124104320734999
2025-03-21,109302621.98058507,42387074.98058507,3,0.6122044081603634
2025-03-24,110615796.98058507,42387074.98058507,3,0.6168081220078836
2025-03-25,110437731.98058507,42387074.98058507,3,0.6161902800753215
2025-03-26,109480629.98058507,42387074.98058507,3,0.6128349372112505
2025-03-27,110097813.67998508,65218121.67998507,2,0.40763472497691183
2025-03-28,110206483.67998508,65218121.67998507,2,0.408218831576517
2025-03-31,109579819.67998508,65218121.67998507,2,0.4048345592240716
2025-04-01,109510515.77441107,88265530.77441107,1,0.1939994972150815
2025-04-02,109130170.77441107,88265530.77441107,1,0.1911903908143829
2025-04-03,109392651.20571107,109392651.20571107,0,0.0
2025-04-04,109392651.20571107,109392651.20571107,0,0.0
2025-04-08,109392651.20571107,109392651.20571107,0,0.0
2025-04-09,109392651.20571107,109392651.20571107,0,0.0
2025-04-10,109392651.20571107,109392651.20571107,0,0.0
2025-04-11,109392651.20571107,109392651.20571107,0,0.0
2025-04-14,109392651.20571107,109392651.20571107,0,0.0
2025-04-15,109392651.20571107,109392651.20571107,0,0.0
2025-04-16,109392651.20571107,109392651.20571107,0,0.0
2025-04-17,109392651.20571107,109392651.20571107,0,0.0
2025-04-18,109392651.20571107,109392651.20571107,0,0.0
2025-04-21,109392651.20571107,109392651.20571107,0,0.0
2025-04-22,109392651.20571107,109392651.20571107,0,0.0
2025-04-23,109392651.20571107,109392651.20571107,0,0.0
2025-04-24,109392651.20571107,109392651.20571107,0,0.0
2025-04-25,109392651.20571107,109392651.20571107,0,0.0
2025-04-28,109392651.20571107,109392651.20571107,0,0.0
2025-04-29,109392651.20571107,109392651.20571107,0,0.0
2025-05-05,109392651.20571107,109392651.20571107,0,0.0
2025-05-06,108755072.93428709,21794292.934287086,4,0.7996020567476809
2025-05-07,110244702.93428709,21794292.934287086,4,0.802309840253478
2025-05-08,110879664.93428709,21794292.934287086,4,0.8034419300671274
2025-05-09,110659602.93428709,21794292.934287086,4,0.8030510470272592
2025-05-12,111122330.93428709,21794292.934287086,4,0.8038711683687118
2025-05-13,110472882.93428709,21794292.934287086,4,0.8027181661652566
2025-05-14,111480786.93428709,21794292.934287086,4,0.8045018022062058
2025-05-15,110888028.93428709,21794292.934287086,4,0.8034567559388893
2025-05-16,111110866.93428709,21794292.934287086,4,0.8038509325359092
2025-05-19,111385026.93428709,21794292.934287086,4,0.804333728382138
2025-05-20,112071788.93428709,21794292.934287086,4,0.8055327469871468
2025-05-21,114027872.93428709,21794292.934287086,4,0.8088687232914809
2025-05-22,114441448.93428709,21794292.934287086,4,0.8095594460115453
2025-05-23,115736458.93428709,21794292.934287086,4,0.8116903425681836
2025-05-26,117134229.79536709,42971153.795367084,3,0.6331460592651911
2025-05-27,117786295.79536709,42971153.795367084,3,0.6351769660027182
2025-05-28,117195347.79536709,42971153.795367084,3,0.6333373755552283
2025-05-29,116804297.96519108,71338763.96519108,2,0.3892453855897427
2025-05-30,115929119.96519108,71338763.96519108,2,0.3846346458369452
2025-06-02,116549313.96519108,71338763.96519108,2,0.3879091902119879
2025-06-03,115903755.56930909,35635582.569309086,3,0.6925416057981018
2025-06-04,115961218.85885109,17805517.85885109,4,0.846452822468828
2025-06-05,115969362.85885109,17805517.85885109,4,0.846463605387549
2025-06-06,114693947.23827109,35008498.23827109,3,0.6947659481494465
2025-06-09,112531196.42484209,51435485.42484209,3,0.542922433432092
2025-06-10,111769728.6948361,46718678.694836095,3,0.5820095544618196
2025-06-11,111630875.8516891,62643637.8516891,2,0.43883233582332204
2025-06-12,112294473.8516891,62643637.8516891,2,0.4421485251854463
2025-06-13,112805344.6274351,20843909.627435107,4,0.8152223221667663
2025-06-16,114902594.6274351,20843909.627435107,4,0.818594961279854
2025-06-17,115660197.65291311,45142083.65291311,3,0.6097007910328768
2025-06-18,116287668.95883912,22550894.958839115,4,0.8060766445768108
2025-06-19,117782150.95883912,22550894.958839115,4,0.8085372463038147
2025-06-20,116981386.95883912,22550894.958839115,4,0.8072266405357816
2025-06-23,117443314.95883912,22550894.958839115,4,0.807984856637071
2025-06-24,117958820.95883912,22550894.958839115,4,0.8088240050592902
2025-06-25,119303428.95883912,22550894.958839115,4,0.8109786520333845
2025-06-26,119911334.95883912,22550894.958839115,4,0.8119369201703912
2025-06-27,119546491.28301911,51261651.28301911,3,0.5711990311647019
2025-06-30,120075034.62849112,25611900.628491115,4,0.7867008682717965
2025-07-01,120782102.62849112,25611900.628491115,4,0.7879495382915319
2025-07-02,121783460.62849112,25611900.628491115,4,0.7896931118863341
2025-07-03,120867726.66003512,49214698.66003512,3,0.5928218390467341
2025-07-04,120822606.71034913,24587832.710349124,4,0.796496422484129
2025-07-07,121123280.71034913,24587832.710349124,4,0.7970015956788044
2025-07-08,121140542.71034913,24587832.710349124,4,0.7970305220677489
2025-07-09,121116650.71034913,24587832.710349124,4,0.7969904834212184
2025-07-10,120825528.71034913,24587832.710349124,4,0.796501343939552
