hypothesis,risk,trades,symbols,win_rate,avg_trade_pct,median_trade_pct,avg_win_pct,avg_loss_pct,profit_factor,best_trade_pct,worst_trade_pct,avg_hold_bars,total_return,sharpe,max_drawdown,final_equity,benchmark_ew_return,benchmark_bh_return,benchmark_ew_maxdd,benchmark_bh_maxdd
composite_edge_score_v1__stop_loss=0.08__take_profit=0.3__max_holding_bars=60,"{'stop_loss': 0.08, 'take_profit': 0.3, 'max_holding_bars': 60, 'initial_atr_stop_mult': 2.5, 'trailing_atr_mult': 3.0, 'trailing_profit_activation': 0.12, 'use_regime_exposure': True}",216,30,0.44907407407407407,2.7286279210387794,-1.8218767687373862,12.036799207441234,-4.858704976280867,2.0193670217804573,37.402025037901225,-9.683303054355154,26.421296296296298,0.9174492545550066,1.1563675873633024,-0.13931665761841394,191744.92545550066,0.6693876174408042,0.6374790646234538,-0.28078848317883753,-0.2671409796797619
composite_edge_score_v1__stop_loss=0.08__take_profit=0.3__max_holding_bars=45,"{'stop_loss': 0.08, 'take_profit': 0.3, 'max_holding_bars': 45, 'initial_atr_stop_mult': 2.5, 'trailing_atr_mult': 3.0, 'trailing_profit_activation': 0.12, 'use_regime_exposure': True}",245,30,0.4448979591836735,2.255683455957974,-2.1667960027476756,11.046448649102592,-4.789856294429994,1.8483652018960632,33.78679971566141,-11.514742112947639,22.918367346938776,0.8368463248250089,1.0677228533963015,-0.14185083218589445,183684.6324825009,0.6693876174408042,0.6374790646234538,-0.28078848317883753,-0.2671409796797619
composite_edge_score_v1__stop_loss=0.08__take_profit=0.25__max_holding_bars=45,"{'stop_loss': 0.08, 'take_profit': 0.25, 'max_holding_bars': 45, 'initial_atr_stop_mult': 2.5, 'trailing_atr_mult': 3.0, 'trailing_profit_activation': 0.12, 'use_regime_exposure': True}",249,30,0.43775100401606426,2.040821213822246,-2.1667960027476756,10.842119873826734,-4.81161845718125,1.7543711817609682,29.00217174222503,-11.787844760747177,22.337349397590362,0.7870936197250096,1.0174169491829135,-0.1377242473298007,178709.36197250095,0.6693876174408042,0.6374790646234538,-0.28078848317883753,-0.2671409796797619
composite_edge_score_v1__stop_loss=0.08__take_profit=0.25__max_holding_bars=60,"{'stop_loss': 0.08, 'take_profit': 0.25, 'max_holding_bars': 60, 'initial_atr_stop_mult': 2.5, 'trailing_atr_mult': 3.0, 'trailing_profit_activation': 0.12, 'use_regime_exposure': True}",218,30,0.44036697247706424,2.0762241910806183,-1.9738912132374749,10.903828994890125,-4.870087785687517,1.761787987709195,29.002171742225,-11.514742112947639,26.110091743119266,0.6272812691800069,0.913582029150214,-0.14053563016779347,162728.1269180007,0.6693876174408042,0.6374790646234538,-0.28078848317883753,-0.2671409796797619
