hypothesis,symbol,entry_date,exit_date,entry_price,exit_price,shares,entry_value,exit_value,pnl,pnl_pct,exit_reason,holding_bars,portfolio_run
leader_pullback_market_healthy,CTG,2022-07-22,2022-09-19,16.94847,15.912040000000001,4100,69488.727,65108.885272,-4379.841727999999,-6.302952891912956,STOP_LOSS,39,leader_pullback_market_healthy
leader_pullback_market_healthy,SAB,2022-08-03,2022-10-28,74.33715,75.86205000000001,400,29734.859999999997,30284.130360000003,549.2703600000059,1.8472269921567008,MAX_HOLDING,60,leader_pullback_market_healthy
leader_pullback_market_healthy,POW,2022-12-05,2022-12-06,9.88494,9.505245,1300,12850.422,12332.104863,-518.317137,-4.03346393604817,STOP_LOSS,1,leader_pullback_market_healthy
leader_pullback_market_healthy,TCB,2022-12-05,2022-12-06,13.946969999999999,13.603195,900,12552.273,12218.389749,-333.8832509999993,-2.659942553830683,STOP_LOSS,1,leader_pullback_market_healthy
leader_pullback_market_healthy,SHB,2022-12-05,2022-12-06,7.103549999999999,6.946525,1800,12786.39,12478.73751,-307.6524899999986,-2.40609343215715,STOP_LOSS,1,leader_pullback_market_healthy
leader_pullback_market_healthy,STB,2022-12-06,2022-12-07,22.261125,20.539725,600,13356.675,12299.18733,-1057.4876699999986,-7.917297306402968,STOP_LOSS,1,leader_pullback_market_healthy
leader_pullback_market_healthy,VIC,2022-12-05,2022-12-12,34.417199999999994,33.88305,300,10325.159999999998,10144.585169999998,-180.57482999999957,-1.7488816638192493,STOP_LOSS,5,leader_pullback_market_healthy
leader_pullback_market_healthy,VHM,2022-12-06,2022-12-12,58.32914999999999,54.172900000000006,200,11665.829999999998,10812.910840000002,-852.9191599999958,-7.3112599789298836,STOP_LOSS,4,leader_pullback_market_healthy
leader_pullback_market_healthy,SSI,2022-12-06,2022-12-21,13.616805,13.463265000000002,1000,13616.805,13436.33847,-180.4665299999997,-1.3253221295303832,STOP_LOSS,11,leader_pullback_market_healthy
leader_pullback_market_healthy,GVR,2022-12-15,2022-12-21,14.787389999999998,13.713140000000001,1500,22181.085,20528.570580000003,-1652.5144199999959,-7.450106340605051,STOP_LOSS,4,leader_pullback_market_healthy
