fold,run,test_start,test_end,trades,symbols,win_rate,avg_trade_pct,median_trade_pct,avg_win_pct,avg_loss_pct,profit_factor,best_trade_pct,worst_trade_pct,avg_hold_bars,total_return,sharpe,max_drawdown,final_equity,benchmark_ew_return,benchmark_bh_return,benchmark_ew_maxdd,benchmark_bh_maxdd
1,breakout_after_accumulation_v3,2024-05-08,2024-11-07,8,7,0.375,-1.050277591720873,-2.269247631818295,5.1812483056693015,-4.7891931301549775,0.6491174815706341,9.688361987117721,-7.121205375310732,25.625,-0.007015954089998999,0.03942065763019639,-0.1364872392387333,99298.4045910001,0.0398156554788438,0.03534658463965612,-0.06994852079096436,-0.07071395509914491
2,breakout_after_accumulation_v3,2024-11-08,2025-05-07,18,15,0.5,2.035597030677855,1.097998749282612,7.177140510945662,-3.1059464495899523,2.3107740675610136,10.560968737533246,-4.4433567779299175,15.5,0.10227406399000083,1.7430370840440528,-0.03914403083433382,110227.40639900009,0.006890337553305814,0.017857889365559654,-0.18157857929251697,-0.17499656540626984
3,breakout_after_accumulation_v3,2025-05-08,2025-11-07,23,16,0.391304347826087,2.152659373949958,-3.613623577574926,14.501404673019188,-5.785819746880262,1.6112378164803658,22.85566290260408,-9.597966788090323,9.782608695652174,0.7420461826650022,3.8574038627086478,-0.10229761045891217,174204.6182665002,0.2703097745100185,0.2775527684235728,-0.08082429932611379,-0.09357577107841608
4,breakout_after_accumulation_v3,2025-11-08,2026-05-07,23,17,0.34782608695652173,0.31500941746107963,-3.0153211332077077,9.480320744969774,-4.5731566238768915,1.1056194833969,16.904243096746875,-11.344388584151023,5.782608695652174,-0.08041431176499847,-0.9533070605647813,-0.1618644257529489,91958.56882350016,0.14075389891177226,0.13686494165979735,-0.16207884061915145,-0.1719545688518732
