fold,run,test_start,test_end,trades,symbols,win_rate,avg_trade_pct,median_trade_pct,avg_win_pct,avg_loss_pct,profit_factor,best_trade_pct,worst_trade_pct,avg_hold_bars,total_return,sharpe,max_drawdown,final_equity,benchmark_ew_return,benchmark_bh_return,benchmark_ew_maxdd,benchmark_bh_maxdd
1,composite_edge_score_v2,2024-05-08,2024-11-07,21,17,0.38095238095238093,-1.1388886103792568,-2.8662050737284264,4.692379712928575,-4.727361424722538,0.6108308685216733,16.139629850276815,-7.540924964552018,41.23809523809524,-0.017972191944999216,-0.2593292502610164,-0.0763722109254441,98202.78080550008,0.0398156554788438,0.03534658463965612,-0.06994852079096436,-0.07071395509914491
2,composite_edge_score_v2,2024-11-08,2025-05-07,31,21,0.25806451612903225,-0.3112819840116114,-1.8155797705846388,9.812032109965216,-3.8324347123513776,0.8905254727240959,14.405301479053978,-11.21583587768158,18.64516129032258,-0.015958246639999007,-0.18428823115100185,-0.12289157025861608,98404.1753360001,0.006890337553305814,0.017857889365559654,-0.18157857929251697,-0.17499656540626984
3,composite_edge_score_v2,2025-05-08,2025-11-07,33,21,0.6363636363636364,8.034654292203939,10.200710502512054,15.494750419405701,-5.020513930399151,5.401003484877128,28.961745299816084,-7.750658478589869,26.363636363636363,0.4147747274150013,3.693961841081857,-0.06238875153596879,141477.47274150013,0.2703097745100185,0.2775527684235728,-0.08082429932611379,-0.09357577107841608
4,composite_edge_score_v2,2025-11-08,2026-05-07,37,24,0.32432432432432434,0.9744128742334887,-3.3353053801292023,13.032371083016768,-4.813407065982485,1.2996071252850092,31.218393383953217,-9.683303054355164,15.91891891891892,0.046807021895000966,0.7274680426979995,-0.08099718943262668,104680.7021895001,0.14075389891177226,0.13686494165979735,-0.16207884061915145,-0.1719545688518732
