name,description,universe,tags,filters,rank,risk,_fitness,_n_trades,_win_rate,_mean_pnl,_profit_factor,_rr,_sharpe
evo_2282518,Evolved from evo_6839061,VN100,"['volume', 'surge', 'breakout', 'smart_money_trace', 'money_cycle', 'climactic', 'value_flow', 'evolved']","[{'column': 'mkt_regime_state', 'op': 'not_in', 'value': ['RISK_OFF']}, {'column': 'mkt_regime_score', 'op': '>=', 'value': 50}, {'column': 'data_quality_ok', 'op': '==', 'value': True}, {'column': 'breakout_20', 'op': '==', 'value': True}, {'column': 'cmf20', 'op': '>=', 'value': 0.03}, {'column': 'above_ma20', 'op': '==', 'value': True}, {'column': 'distance_ma20', 'op': 'between', 'value': [-0.02, 0.1]}, {'column': 'close_location', 'op': '>=', 'value': 0.8}, {'column': 'rsi14', 'op': '<=', 'value': 67.264}, {'column': 'rs_percentile_20', 'op': '>=', 'value': 0.673}, {'column': 'distribution_days_10', 'op': '<=', 'value': 1.0}, {'column': 'DS20', 'op': '<=', 'value': 0.6256}, {'column': 'triple_ma_pullback', 'op': '==', 'value': True}, {'column': 'ich_tk_bull', 'op': '==', 'value': True}, {'column': 'psar_bullish', 'op': '==', 'value': True}]","[{'column': 'volume_ratio_20', 'ascending': False, 'weight': 1.1}, {'column': 'value_flow_quality_score', 'ascending': False, 'weight': 1.0}, {'column': 'edge_score', 'ascending': False, 'weight': 0.9}, {'column': 'smart_money_score_delta', 'ascending': False, 'weight': 0.8}, {'column': 'rs_percentile_20', 'ascending': False, 'weight': 0.8}, {'column': 'close_location', 'ascending': False, 'weight': 0.6}]","{'stop_loss': 0.083, 'take_profit': 0.288, 'max_holding_bars': 32, 'initial_atr_stop_mult': 2.17, 'trailing_atr_mult': 2.638, 'trailing_profit_activation': 0.091, 'use_regime_exposure': True}",2.395730858286449,28.0,0.893,6.766,26.674,3.2,3.631
evo_5840373,Evolved from evo_7447106,VN100,"['volume', 'surge', 'breakout', 'smart_money_trace', 'money_cycle', 'climactic', 'value_flow', 'evolved']","[{'column': 'mkt_regime_state', 'op': 'not_in', 'value': ['RISK_OFF']}, {'column': 'mkt_regime_score', 'op': '>=', 'value': 50}, {'column': 'data_quality_ok', 'op': '==', 'value': True}, {'column': 'breakout_20', 'op': '==', 'value': True}, {'column': 'cmf20', 'op': '>=', 'value': 0.03}, {'column': 'above_ma20', 'op': '==', 'value': True}, {'column': 'distance_ma20', 'op': 'between', 'value': [-0.02, 0.1]}, {'column': 'close_location', 'op': '>=', 'value': 0.8}, {'column': 'rsi14', 'op': '<=', 'value': 67.264}, {'column': 'rs_percentile_20', 'op': '>=', 'value': 0.673}, {'column': 'distribution_days_10', 'op': '<=', 'value': 1}, {'column': 'DS20', 'op': '<=', 'value': 0.4708}, {'column': 'triple_ma_pullback', 'op': '==', 'value': True}, {'column': 'ich_tk_bull', 'op': '==', 'value': True}, {'column': 'psar_bullish', 'op': '==', 'value': True}]","[{'column': 'volume_ratio_20', 'ascending': False, 'weight': 1.1}, {'column': 'value_flow_quality_score', 'ascending': False, 'weight': 1.0}, {'column': 'edge_score', 'ascending': False, 'weight': 0.9}, {'column': 'smart_money_score_delta', 'ascending': False, 'weight': 0.8}, {'column': 'rs_percentile_20', 'ascending': False, 'weight': 0.8}, {'column': 'close_location', 'ascending': False, 'weight': 0.6}]","{'stop_loss': 0.083, 'take_profit': 0.288, 'max_holding_bars': 32, 'initial_atr_stop_mult': 2.17, 'trailing_atr_mult': 2.638, 'trailing_profit_activation': 0.091, 'use_regime_exposure': True}",2.395730858286449,28.0,0.893,6.766,26.674,3.2,3.631
evo_7084959,Evolved from evo_2282518,VN100,"['volume', 'surge', 'breakout', 'smart_money_trace', 'money_cycle', 'climactic', 'value_flow', 'evolved']","[{'column': 'mkt_regime_state', 'op': 'not_in', 'value': ['RISK_OFF']}, {'column': 'mkt_regime_score', 'op': '>=', 'value': 50}, {'column': 'data_quality_ok', 'op': '==', 'value': True}, {'column': 'breakout_20', 'op': '==', 'value': True}, {'column': 'cmf20', 'op': '>=', 'value': 0.03}, {'column': 'above_ma20', 'op': '==', 'value': True}, {'column': 'distance_ma20', 'op': 'between', 'value': [-0.02, 0.0693]}, {'column': 'close_location', 'op': '>=', 'value': 0.8}, {'column': 'rsi14', 'op': '<=', 'value': 67.264}, {'column': 'rs_percentile_20', 'op': '>=', 'value': 0.673}, {'column': 'distribution_days_10', 'op': '<=', 'value': 1.0}, {'column': 'DS20', 'op': '<=', 'value': 0.6256}, {'column': 'triple_ma_pullback', 'op': '==', 'value': True}, {'column': 'ich_tk_bull', 'op': '==', 'value': True}, {'column': 'psar_bullish', 'op': '==', 'value': True}]","[{'column': 'volume_ratio_20', 'ascending': False, 'weight': 1.1}, {'column': 'value_flow_quality_score', 'ascending': False, 'weight': 1.0}, {'column': 'edge_score', 'ascending': False, 'weight': 0.9}, {'column': 'smart_money_score_delta', 'ascending': False, 'weight': 0.8}, {'column': 'rs_percentile_20', 'ascending': False, 'weight': 0.8}, {'column': 'close_location', 'ascending': False, 'weight': 0.6}]","{'stop_loss': 0.083, 'take_profit': 0.288, 'max_holding_bars': 32, 'initial_atr_stop_mult': 2.17, 'trailing_atr_mult': 2.638, 'trailing_profit_activation': 0.091, 'use_regime_exposure': True}",2.395730858286449,28.0,0.893,6.766,26.674,3.2,3.631
evo_0899215,Evolved from evo_6839061,VN100,"['volume', 'surge', 'breakout', 'smart_money_trace', 'money_cycle', 'climactic', 'value_flow', 'evolved']","[{'column': 'mkt_regime_state', 'op': 'not_in', 'value': ['RISK_OFF']}, {'column': 'mkt_regime_score', 'op': '>=', 'value': 50}, {'column': 'data_quality_ok', 'op': '==', 'value': True}, {'column': 'breakout_20', 'op': '==', 'value': True}, {'column': 'cmf20', 'op': '>=', 'value': 0.03}, {'column': 'above_ma20', 'op': '==', 'value': True}, {'column': 'distance_ma20', 'op': 'between', 'value': [-0.02, 0.1032]}, {'column': 'close_location', 'op': '>=', 'value': 0.8}, {'column': 'rsi14', 'op': '<=', 'value': 67.264}, {'column': 'rs_percentile_20', 'op': '>=', 'value': 0.673}, {'column': 'distribution_days_10', 'op': '<=', 'value': 1.0}, {'column': 'DS20', 'op': '<=', 'value': 0.6256}, {'column': 'triple_ma_pullback', 'op': '==', 'value': True}, {'column': 'ich_tk_bull', 'op': '==', 'value': True}, {'column': 'psar_bullish', 'op': '==', 'value': True}]","[{'column': 'volume_ratio_20', 'ascending': False, 'weight': 1.1}, {'column': 'value_flow_quality_score', 'ascending': False, 'weight': 1.0}, {'column': 'edge_score', 'ascending': False, 'weight': 0.9}, {'column': 'smart_money_score_delta', 'ascending': False, 'weight': 0.8}, {'column': 'rs_percentile_20', 'ascending': False, 'weight': 0.8}, {'column': 'close_location', 'ascending': False, 'weight': 0.6}]","{'stop_loss': 0.083, 'take_profit': 0.288, 'max_holding_bars': 32, 'initial_atr_stop_mult': 2.17, 'trailing_atr_mult': 2.638, 'trailing_profit_activation': 0.091, 'use_regime_exposure': True}",2.395730858286449,28.0,0.893,6.766,26.674,3.2,3.631
evo_3104831,Evolved from evo_2837586,VN100,"['volume', 'surge', 'breakout', 'smart_money_trace', 'money_cycle', 'climactic', 'value_flow', 'evolved']","[{'column': 'mkt_regime_state', 'op': 'not_in', 'value': ['RISK_OFF']}, {'column': 'mkt_regime_score', 'op': '>=', 'value': 50}, {'column': 'data_quality_ok', 'op': '==', 'value': True}, {'column': 'breakout_20', 'op': '==', 'value': True}, {'column': 'cmf20', 'op': '>=', 'value': 0.03}, {'column': 'above_ma20', 'op': '==', 'value': True}, {'column': 'distance_ma20', 'op': 'between', 'value': [-0.0014, 0.1]}, {'column': 'close_location', 'op': '>=', 'value': 0.8}, {'column': 'rsi14', 'op': '<=', 'value': 67.264}, {'column': 'rs_percentile_20', 'op': '>=', 'value': 0.673}, {'column': 'distribution_days_10', 'op': '<=', 'value': 1.0}, {'column': 'DS20', 'op': '<=', 'value': 0.6256}, {'column': 'triple_ma_pullback', 'op': '==', 'value': True}, {'column': 'ich_tk_bull', 'op': '==', 'value': True}, {'column': 'psar_bullish', 'op': '==', 'value': True}]","[{'column': 'volume_ratio_20', 'ascending': False, 'weight': 1.1}, {'column': 'value_flow_quality_score', 'ascending': False, 'weight': 1.0}, {'column': 'edge_score', 'ascending': False, 'weight': 0.9}, {'column': 'smart_money_score_delta', 'ascending': False, 'weight': 0.8}, {'column': 'rs_percentile_20', 'ascending': False, 'weight': 0.8}, {'column': 'close_location', 'ascending': False, 'weight': 0.6}]","{'stop_loss': 0.083, 'take_profit': 0.288, 'max_holding_bars': 32, 'initial_atr_stop_mult': 2.17, 'trailing_atr_mult': 2.638, 'trailing_profit_activation': 0.091, 'use_regime_exposure': True}",2.395730858286449,28.0,0.893,6.766,26.674,3.2,3.631
evo_0510142,Evolved from evo_1032550,VN100,"['volume', 'surge', 'breakout', 'smart_money_trace', 'money_cycle', 'climactic', 'value_flow', 'evolved']","[{'column': 'mkt_regime_state', 'op': 'not_in', 'value': ['RISK_OFF']}, {'column': 'mkt_regime_score', 'op': '>=', 'value': 50}, {'column': 'data_quality_ok', 'op': '==', 'value': True}, {'column': 'breakout_20', 'op': '==', 'value': True}, {'column': 'cmf20', 'op': '>=', 'value': 0.03}, {'column': 'above_ma20', 'op': '==', 'value': True}, {'column': 'distance_ma20', 'op': 'between', 'value': [-0.02, 0.1]}, {'column': 'close_location', 'op': '>=', 'value': 0.8}, {'column': 'rsi14', 'op': '<=', 'value': 67.264}, {'column': 'rs_percentile_20', 'op': '>=', 'value': 0.673}, {'column': 'distribution_days_10', 'op': '<=', 'value': 1}, {'column': 'triple_ma_pullback', 'op': '==', 'value': True}, {'column': 'psar_bullish', 'op': '==', 'value': True}, {'column': 'ich_tk_bull', 'op': '==', 'value': True}]","[{'column': 'volume_ratio_20', 'ascending': False, 'weight': 1.1}, {'column': 'value_flow_quality_score', 'ascending': False, 'weight': 1.0}, {'column': 'edge_score', 'ascending': False, 'weight': 0.9}, {'column': 'smart_money_score_delta', 'ascending': False, 'weight': 0.8}, {'column': 'rs_percentile_20', 'ascending': False, 'weight': 0.8}, {'column': 'close_location', 'ascending': False, 'weight': 0.6}]","{'stop_loss': 0.083, 'take_profit': 0.288, 'max_holding_bars': 32, 'initial_atr_stop_mult': 2.17, 'trailing_atr_mult': 2.638, 'trailing_profit_activation': 0.091, 'use_regime_exposure': True}",2.395730858286449,28.0,0.893,6.766,26.674,3.2,3.631
evo_2416339,Evolved from evo_8160589,VN100,"['volume', 'surge', 'breakout', 'smart_money_trace', 'money_cycle', 'climactic', 'value_flow', 'evolved']","[{'column': 'mkt_regime_state', 'op': 'not_in', 'value': ['RISK_OFF']}, {'column': 'mkt_regime_score', 'op': '>=', 'value': 50}, {'column': 'data_quality_ok', 'op': '==', 'value': True}, {'column': 'breakout_20', 'op': '==', 'value': True}, {'column': 'cmf20', 'op': '>=', 'value': 0.03}, {'column': 'above_ma20', 'op': '==', 'value': True}, {'column': 'distance_ma20', 'op': 'between', 'value': [-0.02, 0.1]}, {'column': 'close_location', 'op': '>=', 'value': 0.8}, {'column': 'rsi14', 'op': '<=', 'value': 67.264}, {'column': 'rs_percentile_20', 'op': '>=', 'value': 0.673}, {'column': 'distribution_days_10', 'op': '<=', 'value': 1.0}, {'column': 'triple_ma_pullback', 'op': '==', 'value': True}, {'column': 'psar_bullish', 'op': '==', 'value': True}, {'column': 'ich_tk_bull', 'op': '==', 'value': True}]","[{'column': 'volume_ratio_20', 'ascending': False, 'weight': 1.1}, {'column': 'value_flow_quality_score', 'ascending': False, 'weight': 1.0}, {'column': 'edge_score', 'ascending': False, 'weight': 0.9}, {'column': 'smart_money_score_delta', 'ascending': False, 'weight': 0.8}, {'column': 'rs_percentile_20', 'ascending': False, 'weight': 0.8}, {'column': 'close_location', 'ascending': False, 'weight': 0.6}]","{'stop_loss': 0.083, 'take_profit': 0.288, 'max_holding_bars': 32, 'initial_atr_stop_mult': 2.17, 'trailing_atr_mult': 2.638, 'trailing_profit_activation': 0.091, 'use_regime_exposure': True}",2.395730858286449,28.0,0.893,6.766,26.674,3.2,3.631
evo_8754863,Evolved from evo_3967261,VN100,"['volume', 'surge', 'breakout', 'smart_money_trace', 'money_cycle', 'climactic', 'value_flow', 'evolved']","[{'column': 'mkt_regime_state', 'op': 'not_in', 'value': ['RISK_OFF']}, {'column': 'mkt_regime_score', 'op': '>=', 'value': 50}, {'column': 'data_quality_ok', 'op': '==', 'value': True}, {'column': 'breakout_20', 'op': '==', 'value': True}, {'column': 'cmf20', 'op': '>=', 'value': 0.03}, {'column': 'above_ma20', 'op': '==', 'value': True}, {'column': 'distance_ma20', 'op': 'between', 'value': [-0.02, 0.1]}, {'column': 'close_location', 'op': '>=', 'value': 0.8}, {'column': 'rsi14', 'op': '<=', 'value': 67.264}, {'column': 'rs_percentile_20', 'op': '>=', 'value': 0.673}, {'column': 'distribution_days_10', 'op': '<=', 'value': 1}, {'column': 'DS20', 'op': '<=', 'value': 0.4444}, {'column': 'triple_ma_pullback', 'op': '==', 'value': True}, {'column': 'ich_tk_bull', 'op': '==', 'value': True}, {'column': 'psar_bullish', 'op': '==', 'value': True}]","[{'column': 'volume_ratio_20', 'ascending': False, 'weight': 1.1}, {'column': 'value_flow_quality_score', 'ascending': False, 'weight': 1.0}, {'column': 'edge_score', 'ascending': False, 'weight': 0.9}, {'column': 'smart_money_score_delta', 'ascending': False, 'weight': 0.8}, {'column': 'rs_percentile_20', 'ascending': False, 'weight': 0.8}, {'column': 'close_location', 'ascending': False, 'weight': 0.6}]","{'stop_loss': 0.083, 'take_profit': 0.288, 'max_holding_bars': 32, 'initial_atr_stop_mult': 2.17, 'trailing_atr_mult': 2.638, 'trailing_profit_activation': 0.091, 'use_regime_exposure': True}",2.395730858286449,28.0,0.893,6.766,26.674,3.2,3.631
evo_9555051,Evolved from evo_0884760,VN100,"['volume', 'surge', 'breakout', 'smart_money_trace', 'money_cycle', 'climactic', 'value_flow', 'evolved']","[{'column': 'mkt_regime_state', 'op': 'not_in', 'value': ['RISK_OFF']}, {'column': 'mkt_regime_score', 'op': '>=', 'value': 48.347}, {'column': 'data_quality_ok', 'op': '==', 'value': True}, {'column': 'breakout_20', 'op': '==', 'value': True}, {'column': 'cmf20', 'op': '>=', 'value': 0.03}, {'column': 'above_ma20', 'op': '==', 'value': True}, {'column': 'distance_ma20', 'op': 'between', 'value': [-0.02, 0.1]}, {'column': 'close_location', 'op': '>=', 'value': 0.8}, {'column': 'rsi14', 'op': '<=', 'value': 67.264}, {'column': 'rs_percentile_20', 'op': '>=', 'value': 0.673}, {'column': 'distribution_days_10', 'op': '<=', 'value': 1}, {'column': 'triple_ma_pullback', 'op': '==', 'value': True}, {'column': 'psar_bullish', 'op': '==', 'value': True}, {'column': 'ich_tk_bull', 'op': '==', 'value': True}]","[{'column': 'volume_ratio_20', 'ascending': False, 'weight': 1.1}, {'column': 'value_flow_quality_score', 'ascending': False, 'weight': 1.0}, {'column': 'edge_score', 'ascending': False, 'weight': 0.9}, {'column': 'smart_money_score_delta', 'ascending': False, 'weight': 0.8}, {'column': 'rs_percentile_20', 'ascending': False, 'weight': 0.8}, {'column': 'close_location', 'ascending': False, 'weight': 0.6}]","{'stop_loss': 0.083, 'take_profit': 0.288, 'max_holding_bars': 32, 'initial_atr_stop_mult': 2.17, 'trailing_atr_mult': 2.638, 'trailing_profit_activation': 0.091, 'use_regime_exposure': True}",2.395730858286449,28.0,0.893,6.766,26.674,3.2,3.631
evo_7928398,Evolved from evo_6977438,VN100,"['volume', 'surge', 'breakout', 'smart_money_trace', 'money_cycle', 'climactic', 'value_flow', 'evolved']","[{'column': 'mkt_regime_state', 'op': 'not_in', 'value': ['RISK_OFF']}, {'column': 'mkt_regime_score', 'op': '>=', 'value': 50}, {'column': 'data_quality_ok', 'op': '==', 'value': True}, {'column': 'breakout_20', 'op': '==', 'value': True}, {'column': 'cmf20', 'op': '>=', 'value': 0.03}, {'column': 'above_ma20', 'op': '==', 'value': True}, {'column': 'distance_ma20', 'op': 'between', 'value': [-0.02, 0.1]}, {'column': 'close_location', 'op': '>=', 'value': 0.8}, {'column': 'rsi14', 'op': '<=', 'value': 67.264}, {'column': 'rs_percentile_20', 'op': '>=', 'value': 0.673}, {'column': 'distribution_days_10', 'op': '<=', 'value': 1}, {'column': 'triple_ma_pullback', 'op': '==', 'value': True}, {'column': 'psar_bullish', 'op': '==', 'value': True}, {'column': 'ich_tk_bull', 'op': '==', 'value': True}]","[{'column': 'volume_ratio_20', 'ascending': False, 'weight': 1.1}, {'column': 'value_flow_quality_score', 'ascending': False, 'weight': 1.0}, {'column': 'edge_score', 'ascending': False, 'weight': 0.9}, {'column': 'smart_money_score_delta', 'ascending': False, 'weight': 0.8}, {'column': 'rs_percentile_20', 'ascending': False, 'weight': 0.8}, {'column': 'close_location', 'ascending': False, 'weight': 0.6}]","{'stop_loss': 0.081, 'take_profit': 0.288, 'max_holding_bars': 32, 'initial_atr_stop_mult': 2.17, 'trailing_atr_mult': 2.638, 'trailing_profit_activation': 0.091, 'use_regime_exposure': True}",2.395730858286449,28.0,0.893,6.766,26.674,3.2,3.631
evo_1481670,Evolved from evo_7084959,VN100,"['volume', 'surge', 'breakout', 'smart_money_trace', 'money_cycle', 'climactic', 'value_flow', 'evolved']","[{'column': 'mkt_regime_state', 'op': 'not_in', 'value': ['RISK_OFF']}, {'column': 'mkt_regime_score', 'op': '>=', 'value': 50}, {'column': 'data_quality_ok', 'op': '==', 'value': True}, {'column': 'breakout_20', 'op': '==', 'value': True}, {'column': 'cmf20', 'op': '>=', 'value': 0.03}, {'column': 'above_ma20', 'op': '==', 'value': True}, {'column': 'distance_ma20', 'op': 'between', 'value': [-0.02, 0.0693]}, {'column': 'close_location', 'op': '>=', 'value': 0.8}, {'column': 'rsi14', 'op': '<=', 'value': 67.264}, {'column': 'rs_percentile_20', 'op': '>=', 'value': 0.673}, {'column': 'distribution_days_10', 'op': '<=', 'value': 1.0}, {'column': 'DS20', 'op': '<=', 'value': 0.6256}, {'column': 'triple_ma_pullback', 'op': '==', 'value': True}, {'column': 'ich_tk_bull', 'op': '==', 'value': True}, {'column': 'psar_bullish', 'op': '==', 'value': True}]","[{'column': 'volume_ratio_20', 'ascending': False, 'weight': 1.1}, {'column': 'value_flow_quality_score', 'ascending': False, 'weight': 1.0}, {'column': 'edge_score', 'ascending': False, 'weight': 0.9}, {'column': 'smart_money_score_delta', 'ascending': False, 'weight': 0.8}, {'column': 'rs_percentile_20', 'ascending': False, 'weight': 0.8}, {'column': 'close_location', 'ascending': False, 'weight': 0.6}]","{'stop_loss': 0.083, 'take_profit': 0.288, 'max_holding_bars': 32, 'initial_atr_stop_mult': 2.17, 'trailing_atr_mult': 2.436, 'trailing_profit_activation': 0.091, 'use_regime_exposure': True}",2.395730858286449,28.0,0.893,6.766,26.674,3.2,3.631
evo_8630375,Evolved from evo_0899215,VN100,"['volume', 'surge', 'breakout', 'smart_money_trace', 'money_cycle', 'climactic', 'value_flow', 'evolved']","[{'column': 'mkt_regime_state', 'op': 'not_in', 'value': ['RISK_OFF']}, {'column': 'mkt_regime_score', 'op': '>=', 'value': 50}, {'column': 'data_quality_ok', 'op': '==', 'value': True}, {'column': 'breakout_20', 'op': '==', 'value': True}, {'column': 'cmf20', 'op': '>=', 'value': 0.03}, {'column': 'distance_ma20', 'op': 'between', 'value': [-0.02, 0.1032]}, {'column': 'close_location', 'op': '>=', 'value': 0.8}, {'column': 'rsi14', 'op': '<=', 'value': 67.264}, {'column': 'rs_percentile_20', 'op': '>=', 'value': 0.673}, {'column': 'distribution_days_10', 'op': '<=', 'value': 1.0}, {'column': 'DS20', 'op': '<=', 'value': 0.6256}, {'column': 'triple_ma_pullback', 'op': '==', 'value': True}, {'column': 'ich_tk_bull', 'op': '==', 'value': True}, {'column': 'psar_bullish', 'op': '==', 'value': True}]","[{'column': 'volume_ratio_20', 'ascending': False, 'weight': 1.1}, {'column': 'value_flow_quality_score', 'ascending': False, 'weight': 1.0}, {'column': 'edge_score', 'ascending': False, 'weight': 0.9}, {'column': 'smart_money_score_delta', 'ascending': False, 'weight': 0.8}, {'column': 'rs_percentile_20', 'ascending': False, 'weight': 0.8}, {'column': 'close_location', 'ascending': False, 'weight': 0.6}]","{'stop_loss': 0.083, 'take_profit': 0.288, 'max_holding_bars': 32, 'initial_atr_stop_mult': 2.17, 'trailing_atr_mult': 2.638, 'trailing_profit_activation': 0.091, 'use_regime_exposure': True}",2.395730858286449,28.0,0.893,6.766,26.674,3.2,3.631
evo_7105058,Evolved from evo_2282518,VN100,"['volume', 'surge', 'breakout', 'smart_money_trace', 'money_cycle', 'climactic', 'value_flow', 'evolved']","[{'column': 'mkt_regime_state', 'op': 'not_in', 'value': ['RISK_OFF']}, {'column': 'mkt_regime_score', 'op': '>=', 'value': 50}, {'column': 'data_quality_ok', 'op': '==', 'value': True}, {'column': 'breakout_20', 'op': '==', 'value': True}, {'column': 'cmf20', 'op': '>=', 'value': 0.03}, {'column': 'above_ma20', 'op': '==', 'value': True}, {'column': 'distance_ma20', 'op': 'between', 'value': [-0.02, 0.1]}, {'column': 'close_location', 'op': '>=', 'value': 0.8}, {'column': 'rsi14', 'op': '<=', 'value': 67.264}, {'column': 'rs_percentile_20', 'op': '>=', 'value': 0.673}, {'column': 'distribution_days_10', 'op': '<=', 'value': 1.0}, {'column': 'triple_ma_pullback', 'op': '==', 'value': True}, {'column': 'ich_tk_bull', 'op': '==', 'value': True}, {'column': 'psar_bullish', 'op': '==', 'value': True}]","[{'column': 'volume_ratio_20', 'ascending': False, 'weight': 1.1}, {'column': 'value_flow_quality_score', 'ascending': False, 'weight': 1.0}, {'column': 'edge_score', 'ascending': False, 'weight': 0.9}, {'column': 'smart_money_score_delta', 'ascending': False, 'weight': 0.8}, {'column': 'rs_percentile_20', 'ascending': False, 'weight': 0.8}, {'column': 'close_location', 'ascending': False, 'weight': 0.6}]","{'stop_loss': 0.083, 'take_profit': 0.288, 'max_holding_bars': 32, 'initial_atr_stop_mult': 2.17, 'trailing_atr_mult': 2.638, 'trailing_profit_activation': 0.091, 'use_regime_exposure': True}",2.395730858286449,28.0,0.893,6.766,26.674,3.2,3.631
evo_3282550,Evolved from evo_7084959,VN100,"['volume', 'surge', 'breakout', 'smart_money_trace', 'money_cycle', 'climactic', 'value_flow', 'evolved']","[{'column': 'mkt_regime_state', 'op': 'not_in', 'value': ['RISK_OFF']}, {'column': 'mkt_regime_score', 'op': '>=', 'value': 50}, {'column': 'data_quality_ok', 'op': '==', 'value': True}, {'column': 'breakout_20', 'op': '==', 'value': True}, {'column': 'cmf20', 'op': '>=', 'value': 0.03}, {'column': 'above_ma20', 'op': '==', 'value': True}, {'column': 'distance_ma20', 'op': 'between', 'value': [-0.02, 0.0693]}, {'column': 'close_location', 'op': '>=', 'value': 0.8}, {'column': 'rsi14', 'op': '<=', 'value': 67.264}, {'column': 'rs_percentile_20', 'op': '>=', 'value': 0.673}, {'column': 'distribution_days_10', 'op': '<=', 'value': 1.0}, {'column': 'DS20', 'op': '<=', 'value': 0.6256}, {'column': 'triple_ma_pullback', 'op': '==', 'value': True}, {'column': 'ich_tk_bull', 'op': '==', 'value': True}, {'column': 'psar_bullish', 'op': '==', 'value': True}]","[{'column': 'volume_ratio_20', 'ascending': False, 'weight': 1.1}, {'column': 'value_flow_quality_score', 'ascending': False, 'weight': 1.0}, {'column': 'edge_score', 'ascending': False, 'weight': 0.9}, {'column': 'smart_money_score_delta', 'ascending': False, 'weight': 0.8}, {'column': 'rs_percentile_20', 'ascending': False, 'weight': 0.8}, {'column': 'close_location', 'ascending': False, 'weight': 0.6}]","{'stop_loss': 0.083, 'take_profit': 0.253, 'max_holding_bars': 32, 'initial_atr_stop_mult': 2.17, 'trailing_atr_mult': 2.638, 'trailing_profit_activation': 0.091, 'use_regime_exposure': True}",2.395730858286449,28.0,0.893,6.766,26.674,3.2,3.631
evo_0471141,Evolved from evo_7447106,VN100,"['volume', 'surge', 'breakout', 'smart_money_trace', 'money_cycle', 'climactic', 'value_flow', 'evolved']","[{'column': 'mkt_regime_state', 'op': 'not_in', 'value': ['RISK_OFF']}, {'column': 'mkt_regime_score', 'op': '>=', 'value': 50}, {'column': 'data_quality_ok', 'op': '==', 'value': True}, {'column': 'breakout_20', 'op': '==', 'value': True}, {'column': 'cmf20', 'op': '>=', 'value': 0.03}, {'column': 'above_ma20', 'op': '==', 'value': True}, {'column': 'distance_ma20', 'op': 'between', 'value': [-0.02, 0.1]}, {'column': 'close_location', 'op': '>=', 'value': 0.8}, {'column': 'rsi14', 'op': '<=', 'value': 67.264}, {'column': 'rs_percentile_20', 'op': '>=', 'value': 0.673}, {'column': 'distribution_days_10', 'op': '<=', 'value': 1}, {'column': 'DS20', 'op': '<=', 'value': 0.6256}, {'column': 'triple_ma_pullback', 'op': '==', 'value': True}, {'column': 'ich_tk_bull', 'op': '==', 'value': True}, {'column': 'psar_bullish', 'op': '==', 'value': True}]","[{'column': 'volume_ratio_20', 'ascending': False, 'weight': 1.1}, {'column': 'value_flow_quality_score', 'ascending': False, 'weight': 1.0}, {'column': 'edge_score', 'ascending': False, 'weight': 0.9}, {'column': 'smart_money_score_delta', 'ascending': False, 'weight': 0.8}, {'column': 'rs_percentile_20', 'ascending': False, 'weight': 0.8}, {'column': 'close_location', 'ascending': False, 'weight': 0.6}]","{'stop_loss': 0.083, 'take_profit': 0.288, 'max_holding_bars': 32, 'initial_atr_stop_mult': 1.939, 'trailing_atr_mult': 2.638, 'trailing_profit_activation': 0.091, 'use_regime_exposure': True}",2.395730858286449,28.0,0.893,6.766,26.674,3.2,3.631
evo_2203534,Evolved from evo_7535489,VN100,"['volume', 'surge', 'breakout', 'smart_money_trace', 'money_cycle', 'climactic', 'value_flow', 'evolved']","[{'column': 'mkt_regime_state', 'op': 'not_in', 'value': ['RISK_OFF']}, {'column': 'mkt_regime_score', 'op': '>=', 'value': 49.274}, {'column': 'data_quality_ok', 'op': '==', 'value': True}, {'column': 'breakout_20', 'op': '==', 'value': True}, {'column': 'cmf20', 'op': '>=', 'value': 0.03}, {'column': 'distance_ma20', 'op': 'between', 'value': [-0.02, 0.1]}, {'column': 'close_location', 'op': '>=', 'value': 0.8}, {'column': 'rsi14', 'op': '<=', 'value': 67.264}, {'column': 'rs_percentile_20', 'op': '>=', 'value': 0.673}, {'column': 'distribution_days_10', 'op': '<=', 'value': 1}, {'column': 'DS20', 'op': '<=', 'value': 0.6256}, {'column': 'triple_ma_pullback', 'op': '==', 'value': True}, {'column': 'ich_tk_bull', 'op': '==', 'value': True}]","[{'column': 'volume_ratio_20', 'ascending': False, 'weight': 1.1}, {'column': 'value_flow_quality_score', 'ascending': False, 'weight': 1.0}, {'column': 'edge_score', 'ascending': False, 'weight': 0.9}, {'column': 'smart_money_score_delta', 'ascending': False, 'weight': 0.8}, {'column': 'rs_percentile_20', 'ascending': False, 'weight': 0.8}, {'column': 'close_location', 'ascending': False, 'weight': 0.6}]","{'stop_loss': 0.083, 'take_profit': 0.288, 'max_holding_bars': 31, 'initial_atr_stop_mult': 2.17, 'trailing_atr_mult': 2.638, 'trailing_profit_activation': 0.091, 'use_regime_exposure': True}",2.268954410285465,29.0,0.862,6.507,24.24,3.88,3.477
