symbol,setup_type,signal_date,entry_date,entry_price,stop_loss,take_profit,exit_date,exit_price,exit_reason,pnl_pct,holding_bars,confluence_score,reasons
TPB,PV_WASHOUT,2022-11-15,2022-11-16,8.73,8.0,10.0,2022-11-25,9.0,REVERSAL_MA20_BREAK,8.48,7,55.0,"pv_signal=washout | pv_score=55 | pv_bias=bullish | pv_tags=WASHOUT_REVERSAL,BULLISH_VOLUME_EXPANSION"
TPB,PV_BREAKOUT,2023-01-18,2023-01-19,10.9,10.0,12.0,2023-01-31,11.0,TSL,0.92,3,55.0,"pv_signal=breakout_confirmed | pv_score=55 | pv_bias=bullish | pv_tags=HIGH_CONVICTION_BREAKOUT,BULLISH_VOLUME_EXPANSION"
TPB,PV_BREAKOUT,2023-01-31,2023-02-01,11.65,11.0,13.0,2023-02-01,11.0,SL,-5.58,0,65.0,"pv_signal=breakout_confirmed | pv_score=65 | pv_bias=bullish | pv_tags=HIGH_CONVICTION_BREAKOUT,BULLISH_VOLUME_EXPANSION"
TPB,PV_BREAKOUT,2023-03-17,2023-03-20,11.79,11.0,13.0,2023-05-19,12.0,TSL,1.78,41,55.0,"pv_signal=breakout_confirmed | pv_score=55 | pv_bias=bullish | pv_tags=HIGH_CONVICTION_BREAKOUT,BULLISH_VOLUME_EXPANSION"
TPB,PV_BREAKOUT,2023-05-29,2023-05-30,12.7,12.0,14.0,2023-06-15,13.0,TSL,2.36,12,55.0,"pv_signal=breakout_confirmed | pv_score=55 | pv_bias=bullish | pv_tags=HIGH_CONVICTION_BREAKOUT,BULLISH_VOLUME_EXPANSION"
TPB,PV_BREAKOUT,2023-07-18,2023-07-19,13.69,13.0,15.0,2023-08-18,13.0,SL,-5.04,22,55.0,"pv_signal=breakout_confirmed | pv_score=55 | pv_bias=bullish | pv_tags=HIGH_CONVICTION_BREAKOUT,BULLISH_VOLUME_EXPANSION"
TPB,PV_BREAKOUT,2023-08-30,2023-08-31,14.14,14.0,14.0,2023-08-31,14.0,SL,-0.99,0,65.0,"pv_signal=breakout_confirmed | pv_score=65 | pv_bias=bullish | pv_tags=HIGH_CONVICTION_BREAKOUT,BULLISH_VOLUME_EXPANSION"
TPB,PV_BREAKOUT,2024-01-10,2024-01-11,13.31,13.0,14.0,2024-01-31,13.0,SL,-2.33,14,35.0,"pv_signal=breakout_confirmed | pv_score=35 | pv_bias=bullish | pv_tags=HIGH_CONVICTION_BREAKOUT,BULLISH_VOLUME_EXPANSION"
TPB,PV_BREAKOUT,2024-02-21,2024-02-22,14.04,14.0,14.0,2024-02-22,14.0,SL,-0.28,0,55.0,"pv_signal=breakout_confirmed | pv_score=55 | pv_bias=bullish | pv_tags=HIGH_CONVICTION_BREAKOUT,BULLISH_VOLUME_EXPANSION"
TPB,PV_WASHOUT,2024-04-16,2024-04-17,12.74,12.0,14.0,2024-04-19,12.0,SL,-5.81,1,30.0,"pv_signal=washout | pv_score=30 | pv_bias=neutral | pv_tags=WASHOUT_REVERSAL,BULLISH_VOLUME_EXPANSION"
TPB,PV_BREAKOUT,2024-06-13,2024-06-14,13.69,13.0,15.0,2024-06-24,13.0,SL,-5.04,6,40.0,pv_signal=breakout_confirmed | pv_score=40 | pv_bias=bullish | pv_tags=BULLISH_VOLUME_EXPANSION
TPB,PV_BREAKOUT,2024-07-19,2024-07-22,13.61,13.0,15.0,2024-07-23,13.0,SL,-4.48,1,40.0,pv_signal=breakout_confirmed | pv_score=40 | pv_bias=bullish | pv_tags=BULLISH_VOLUME_EXPANSION
TPB,PV_BREAKOUT,2024-09-26,2024-09-27,15.1,15.0,15.0,2024-09-27,15.0,SL,-0.66,0,40.0,pv_signal=breakout_confirmed | pv_score=40 | pv_bias=bullish | pv_tags=BULLISH_VOLUME_EXPANSION
TPB,PV_BREAKOUT,2025-05-12,2025-05-13,13.29,13.0,14.0,2025-05-13,13.0,SL,-2.18,0,40.0,pv_signal=breakout_confirmed | pv_score=40 | pv_bias=bullish | pv_tags=BULLISH_VOLUME_EXPANSION
TPB,PV_BREAKOUT,2025-07-07,2025-07-08,13.29,13.0,14.0,2025-09-11,18.0,TSL,35.44,45,40.0,pv_signal=breakout_confirmed | pv_score=40 | pv_bias=bullish | pv_tags=BULLISH_VOLUME_EXPANSION
TPB,PV_BREAKOUT,2025-11-18,2025-11-19,17.6,17.0,19.0,2025-11-20,17.0,SL,-3.41,1,40.0,pv_signal=breakout_confirmed | pv_score=40 | pv_bias=bullish | pv_tags=BULLISH_VOLUME_EXPANSION
TPB,PV_BREAKOUT,2026-01-12,2026-01-13,18.3,17.0,20.0,2026-01-26,17.0,SL,-7.1,9,55.0,"pv_signal=breakout_confirmed | pv_score=55 | pv_bias=bullish | pv_tags=HIGH_CONVICTION_BREAKOUT,BULLISH_VOLUME_EXPANSION"
TPB,PV_BREAKOUT,2026-02-23,2026-02-24,18.0,17.0,20.0,2026-03-04,17.0,SL,-5.56,6,40.0,pv_signal=breakout_confirmed | pv_score=40 | pv_bias=bullish | pv_tags=BULLISH_VOLUME_EXPANSION
VHM,PV_BREAKOUT,2021-01-11,2021-01-12,77.27,74.0,82.0,2021-01-13,74.0,SL,-4.23,1,40.0,pv_signal=breakout_confirmed | pv_score=40 | pv_bias=bullish | pv_tags=BULLISH_VOLUME_EXPANSION
VHM,PV_WASHOUT,2021-01-29,2021-02-01,69.02,66.0,74.0,2021-02-01,66.0,SL,-4.38,0,30.0,"pv_signal=washout | pv_score=30 | pv_bias=neutral | pv_tags=WASHOUT_REVERSAL,BULLISH_VOLUME_EXPANSION"
VHM,PV_BREAKOUT,2021-06-14,2021-06-15,82.58,79.0,88.0,2021-07-07,81.0,TSL,-1.91,16,40.0,pv_signal=breakout_confirmed | pv_score=40 | pv_bias=bullish | pv_tags=BULLISH_VOLUME_EXPANSION
VHM,PV_BREAKOUT,2021-08-13,2021-08-16,89.83,87.0,94.0,2021-08-16,87.0,SL,-3.15,0,45.0,"pv_signal=breakout_confirmed | pv_score=45 | pv_bias=bullish | pv_tags=HIGH_CONVICTION_BREAKOUT,BULLISH_VOLUME_EXPANSION"
VHM,PV_BREAKOUT,2021-10-29,2021-11-01,83.56,81.0,87.0,2021-11-03,81.0,SL,-3.06,2,40.0,pv_signal=breakout_confirmed | pv_score=40 | pv_bias=bullish | pv_tags=BULLISH_VOLUME_EXPANSION
VHM,PV_BREAKOUT,2022-08-04,2022-08-05,62.7,61.0,65.0,2022-08-09,61.0,SL,-2.71,2,40.0,pv_signal=breakout_confirmed | pv_score=40 | pv_bias=bullish | pv_tags=BULLISH_VOLUME_EXPANSION
VHM,PV_WASHOUT,2022-09-30,2022-10-03,50.7,48.0,55.0,2022-10-03,48.0,SL,-5.33,0,25.0,"pv_signal=washout | pv_score=25 | pv_bias=neutral | pv_tags=WASHOUT_REVERSAL,ABSORPTION"
VHM,PV_BREAKOUT,2022-11-28,2022-11-29,51.6,49.0,56.0,2022-12-19,49.0,SL,-5.04,14,40.0,pv_signal=breakout_confirmed | pv_score=40 | pv_bias=bullish | pv_tags=BULLISH_VOLUME_EXPANSION
VHM,PV_BREAKOUT,2023-07-17,2023-07-18,58.5,57.0,61.0,2023-08-11,60.0,TSL,2.56,18,65.0,"pv_signal=breakout_confirmed | pv_score=65 | pv_bias=bullish | pv_tags=HIGH_CONVICTION_BREAKOUT,BULLISH_VOLUME_EXPANSION"
VHM,PV_BREAKOUT,2024-02-19,2024-02-20,46.0,45.0,48.0,2024-02-21,45.0,SL,-2.17,1,55.0,"pv_signal=breakout_confirmed | pv_score=55 | pv_bias=bullish | pv_tags=HIGH_CONVICTION_BREAKOUT,BULLISH_VOLUME_EXPANSION"
VHM,PV_BREAKOUT,2024-10-21,2024-10-22,48.15,46.0,51.0,2024-10-24,46.0,SL,-4.47,2,40.0,pv_signal=breakout_confirmed | pv_score=40 | pv_bias=bullish | pv_tags=BULLISH_VOLUME_EXPANSION
VHM,PV_BREAKOUT,2025-03-03,2025-03-04,42.55,42.0,43.0,2025-04-08,47.0,REVERSAL_DOUBLE_TOP,10.46,24,55.0,"pv_signal=breakout_confirmed | pv_score=55 | pv_bias=bullish | pv_tags=HIGH_CONVICTION_BREAKOUT,BULLISH_VOLUME_EXPANSION"
VHM,PV_BREAKOUT,2025-05-21,2025-05-22,66.9,64.0,71.0,2025-06-13,67.0,TSL,0.15,16,40.0,pv_signal=breakout_confirmed | pv_score=40 | pv_bias=bullish | pv_tags=BULLISH_VOLUME_EXPANSION
VHM,PV_BREAKOUT,2025-07-17,2025-07-18,95.2,91.0,102.0,2025-07-22,91.0,SL,-4.41,2,55.0,"pv_signal=breakout_confirmed | pv_score=55 | pv_bias=bullish | pv_tags=HIGH_CONVICTION_BREAKOUT,BULLISH_VOLUME_EXPANSION"
VHM,PV_BREAKOUT,2025-08-20,2025-08-21,97.0,92.0,104.0,2025-09-22,98.0,TSL,1.03,20,40.0,pv_signal=breakout_confirmed | pv_score=40 | pv_bias=bullish | pv_tags=BULLISH_VOLUME_EXPANSION
VHM,PV_BREAKOUT,2025-10-09,2025-10-10,118.0,112.0,127.0,2025-10-20,114.0,TSL,-3.39,6,40.0,pv_signal=breakout_confirmed | pv_score=40 | pv_bias=bullish | pv_tags=BULLISH_VOLUME_EXPANSION
VHM,PV_BREAKOUT,2025-12-23,2025-12-24,117.3,111.0,127.0,2025-12-26,106.0,SL,-9.38,2,40.0,pv_signal=breakout_confirmed | pv_score=40 | pv_bias=bullish | pv_tags=BULLISH_VOLUME_EXPANSION
VHM,PV_BREAKOUT,2026-04-02,2026-04-03,120.8,115.0,130.0,2026-04-07,115.0,SL,-4.8,2,40.0,pv_signal=breakout_confirmed | pv_score=40 | pv_bias=bullish | pv_tags=BULLISH_VOLUME_EXPANSION
VIB,PV_BREAKOUT,2021-01-05,2021-01-06,9.58,9.0,10.0,2021-01-19,9.0,SL,-6.05,9,40.0,pv_signal=breakout_confirmed | pv_score=40 | pv_bias=bullish | pv_tags=BULLISH_VOLUME_EXPANSION
VIB,PV_BREAKOUT,2021-03-17,2021-03-18,12.25,12.0,13.0,2021-03-23,12.0,SL,-2.04,3,40.0,pv_signal=breakout_confirmed | pv_score=40 | pv_bias=bullish | pv_tags=BULLISH_VOLUME_EXPANSION
VIB,PV_BREAKOUT,2021-04-05,2021-04-06,14.15,13.0,16.0,2021-06-28,18.0,TSL,27.21,56,55.0,"pv_signal=breakout_confirmed | pv_score=55 | pv_bias=bullish | pv_tags=HIGH_CONVICTION_BREAKOUT,BULLISH_VOLUME_EXPANSION"
VIB,PV_WASHOUT,2021-07-20,2021-07-21,16.01,15.0,18.0,2021-07-22,15.0,SL,-6.31,1,25.0,"pv_signal=washout | pv_score=25 | pv_bias=neutral | pv_tags=WASHOUT_REVERSAL,BULLISH_VOLUME_EXPANSION"
VIB,PV_BREAKOUT,2021-11-03,2021-11-04,14.49,14.0,15.0,2021-11-05,14.0,SL,-3.38,1,55.0,"pv_signal=breakout_confirmed | pv_score=55 | pv_bias=bullish | pv_tags=HIGH_CONVICTION_BREAKOUT,BULLISH_VOLUME_EXPANSION"
VIB,PV_BREAKOUT,2021-11-22,2021-11-23,15.69,15.0,17.0,2021-12-06,15.0,SL,-4.4,9,65.0,"pv_signal=breakout_confirmed | pv_score=65 | pv_bias=bullish | pv_tags=HIGH_CONVICTION_BREAKOUT,BULLISH_VOLUME_EXPANSION"
VIB,PV_BREAKOUT,2021-12-31,2022-01-04,17.85,17.0,19.0,2022-01-10,17.0,SL,-4.76,4,40.0,pv_signal=breakout_confirmed | pv_score=40 | pv_bias=bullish | pv_tags=BULLISH_VOLUME_EXPANSION
VIB,PV_BREAKOUT,2022-03-30,2022-03-31,17.44,17.0,18.0,2022-04-08,17.0,SL,-2.52,6,40.0,pv_signal=breakout_confirmed | pv_score=40 | pv_bias=bullish | pv_tags=BULLISH_VOLUME_EXPANSION
VIB,PV_BREAKOUT,2022-07-22,2022-07-25,13.07,12.0,15.0,2022-09-08,12.0,SL,-8.19,31,55.0,"pv_signal=breakout_confirmed | pv_score=55 | pv_bias=bullish | pv_tags=HIGH_CONVICTION_BREAKOUT,BULLISH_VOLUME_EXPANSION"
VIB,PV_WASHOUT,2022-09-26,2022-09-27,11.12,11.0,11.0,2022-09-27,12.0,REVERSAL_MA20_BREAK,5.13,0,30.0,"pv_signal=washout | pv_score=30 | pv_bias=neutral | pv_tags=WASHOUT_REVERSAL,BULLISH_VOLUME_EXPANSION"
VIB,PV_BREAKOUT,2022-12-02,2022-12-05,11.06,11.0,11.0,2022-12-05,11.0,SL,-0.54,0,35.0,"pv_signal=breakout_confirmed | pv_score=35 | pv_bias=bullish | pv_tags=HIGH_CONVICTION_BREAKOUT,BULLISH_VOLUME_EXPANSION"
VIB,PV_BREAKOUT,2023-01-12,2023-01-13,11.17,11.0,11.0,2023-02-10,11.0,SL,-1.52,15,40.0,pv_signal=breakout_confirmed | pv_score=40 | pv_bias=bullish | pv_tags=BULLISH_VOLUME_EXPANSION
VIB,PV_BREAKOUT,2023-05-18,2023-05-19,11.57,11.0,12.0,2023-06-19,12.0,REVERSAL_DOUBLE_TOP,7.43,21,55.0,"pv_signal=breakout_confirmed | pv_score=55 | pv_bias=bullish | pv_tags=HIGH_CONVICTION_BREAKOUT,BULLISH_VOLUME_EXPANSION"
VIB,PV_BREAKOUT,2023-07-10,2023-07-11,13.17,13.0,13.0,2023-07-12,13.0,SL,-1.29,1,40.0,pv_signal=breakout_confirmed | pv_score=40 | pv_bias=bullish | pv_tags=BULLISH_VOLUME_EXPANSION
VIB,PV_BREAKOUT,2023-11-14,2023-11-15,12.88,12.0,14.0,2023-11-24,12.0,SL,-6.83,7,40.0,pv_signal=breakout_confirmed | pv_score=40 | pv_bias=bullish | pv_tags=BULLISH_VOLUME_EXPANSION
VIB,PV_BREAKOUT,2023-12-28,2023-12-29,12.71,12.0,14.0,2024-01-25,14.0,REVERSAL_DOUBLE_TOP,7.63,18,40.0,pv_signal=breakout_confirmed | pv_score=40 | pv_bias=bullish | pv_tags=BULLISH_VOLUME_EXPANSION
VIB,PV_BREAKOUT,2024-03-20,2024-03-21,15.87,15.0,17.0,2024-04-05,15.0,SL,-5.48,11,40.0,pv_signal=breakout_confirmed | pv_score=40 | pv_bias=bullish | pv_tags=BULLISH_VOLUME_EXPANSION
VIB,PV_BREAKOUT,2024-09-24,2024-09-25,15.27,15.0,16.0,2024-10-22,15.0,SL,-1.77,19,40.0,pv_signal=breakout_confirmed | pv_score=40 | pv_bias=bullish | pv_tags=BULLISH_VOLUME_EXPANSION
VIB,PV_WASHOUT,2025-04-04,2025-04-08,14.39,14.0,15.0,2025-04-08,14.0,SL,-2.71,0,40.0,"pv_signal=washout | pv_score=40 | pv_bias=bullish | pv_tags=WASHOUT_REVERSAL,ABSORPTION,BULLISH_VOLUME_EXPANSION"
VIB,PV_BREAKOUT,2025-05-15,2025-05-16,15.43,15.0,16.0,2025-05-19,15.0,SL,-2.79,1,55.0,"pv_signal=breakout_confirmed | pv_score=55 | pv_bias=bullish | pv_tags=HIGH_CONVICTION_BREAKOUT,BULLISH_VOLUME_EXPANSION"
VIB,PV_BREAKOUT,2025-07-07,2025-07-08,15.68,15.0,17.0,2025-09-22,19.0,TSL,21.17,52,55.0,"pv_signal=breakout_confirmed | pv_score=55 | pv_bias=bullish | pv_tags=HIGH_CONVICTION_BREAKOUT,BULLISH_VOLUME_EXPANSION"
VIC,PV_BREAKOUT,2021-03-30,2021-03-31,52.22,50.0,56.0,2021-04-26,58.0,REVERSAL_DOUBLE_TOP,11.91,17,55.0,"pv_signal=breakout_confirmed | pv_score=55 | pv_bias=bullish | pv_tags=HIGH_CONVICTION_BREAKOUT,BULLISH_VOLUME_EXPANSION"
VIC,PV_BREAKOUT,2021-10-27,2021-10-28,47.5,46.0,50.0,2021-12-08,53.0,REVERSAL_DOUBLE_TOP,11.47,29,40.0,pv_signal=breakout_confirmed | pv_score=40 | pv_bias=bullish | pv_tags=BULLISH_VOLUME_EXPANSION
VIC,PV_WASHOUT,2022-06-17,2022-06-20,38.3,37.0,40.0,2022-06-21,37.0,SL,-3.39,1,25.0,"pv_signal=washout | pv_score=25 | pv_bias=neutral | pv_tags=WASHOUT_REVERSAL,ABSORPTION"
VIC,PV_WASHOUT,2022-11-08,2022-11-09,26.65,25.0,29.0,2022-12-15,30.0,REVERSAL_TREND_BREAK,13.7,26,25.0,"pv_signal=washout | pv_score=25 | pv_bias=neutral | pv_tags=WASHOUT_REVERSAL,ABSORPTION"
VIC,PV_WASHOUT,2023-02-09,2023-02-10,26.75,25.0,29.0,2023-04-14,26.0,REVERSAL_MA20_BREAK,-1.31,45,25.0,"pv_signal=washout | pv_score=25 | pv_bias=neutral | pv_tags=WASHOUT_REVERSAL,ABSORPTION"
VIC,PV_BREAKOUT,2023-08-04,2023-08-07,31.75,31.0,33.0,2023-08-22,32.0,REVERSAL_DOUBLE_TOP,1.57,11,45.0,"pv_signal=breakout_confirmed | pv_score=45 | pv_bias=bullish | pv_tags=HIGH_CONVICTION_BREAKOUT,BULLISH_VOLUME_EXPANSION"
VIC,PV_BREAKOUT,2024-02-16,2024-02-19,22.15,22.0,22.0,2024-03-18,22.0,SL,-0.68,20,40.0,pv_signal=breakout_confirmed | pv_score=40 | pv_bias=bullish | pv_tags=BULLISH_VOLUME_EXPANSION
VIC,PV_BREAKOUT,2024-08-27,2024-08-28,22.75,22.0,24.0,2024-09-04,22.0,SL,-4.18,3,40.0,pv_signal=breakout_confirmed | pv_score=40 | pv_bias=bullish | pv_tags=BULLISH_VOLUME_EXPANSION
VIC,PV_BREAKOUT,2024-12-06,2024-12-09,21.05,21.0,21.0,2024-12-09,21.0,SL,-0.24,0,40.0,pv_signal=breakout_confirmed | pv_score=40 | pv_bias=bullish | pv_tags=BULLISH_VOLUME_EXPANSION
VIC,PV_BREAKOUT,2025-03-03,2025-03-04,21.23,21.0,22.0,2025-03-04,21.0,SL,-1.08,0,55.0,"pv_signal=breakout_confirmed | pv_score=55 | pv_bias=bullish | pv_tags=HIGH_CONVICTION_BREAKOUT,BULLISH_VOLUME_EXPANSION"
VIC,PV_BREAKOUT,2025-03-07,2025-03-10,22.95,22.0,24.0,2025-06-09,45.0,REVERSAL_DOUBLE_TOP,96.73,61,55.0,"pv_signal=breakout_confirmed | pv_score=55 | pv_bias=bullish | pv_tags=HIGH_CONVICTION_BREAKOUT,BULLISH_VOLUME_EXPANSION"
VIC,PV_BREAKOUT,2025-07-10,2025-07-11,52.25,50.0,56.0,2025-07-31,54.0,TSL,3.35,14,40.0,pv_signal=breakout_confirmed | pv_score=40 | pv_bias=bullish | pv_tags=BULLISH_VOLUME_EXPANSION
VIC,PV_BREAKOUT,2025-09-19,2025-09-22,74.85,71.0,81.0,2025-10-09,90.0,REVERSAL_DOUBLE_TOP,19.91,13,40.0,pv_signal=breakout_confirmed | pv_score=40 | pv_bias=bullish | pv_tags=BULLISH_VOLUME_EXPANSION
VIC,PV_BREAKOUT,2025-10-13,2025-10-14,107.95,103.0,115.0,2025-10-15,103.0,SL,-4.59,1,65.0,"pv_signal=breakout_confirmed | pv_score=65 | pv_bias=bullish | pv_tags=HIGH_CONVICTION_BREAKOUT,BULLISH_VOLUME_EXPANSION"
VIC,PV_BREAKOUT,2025-12-05,2025-12-08,152.0,144.0,164.0,2025-12-11,143.0,TSL,-5.92,3,40.0,pv_signal=breakout_confirmed | pv_score=40 | pv_bias=bullish | pv_tags=BULLISH_VOLUME_EXPANSION
VIC,PV_BREAKOUT,2026-04-15,2026-04-16,180.0,171.0,194.0,2026-05-07,224.0,END_OF_DATA,24.44,12,40.0,pv_signal=breakout_confirmed | pv_score=40 | pv_bias=bullish | pv_tags=BULLISH_VOLUME_EXPANSION
VNM,PV_BREAKOUT,2021-01-11,2021-01-12,88.63,87.0,91.0,2021-01-13,87.0,SL,-1.84,1,40.0,pv_signal=breakout_confirmed | pv_score=40 | pv_bias=bullish | pv_tags=BULLISH_VOLUME_EXPANSION
VNM,PV_BREAKOUT,2021-06-10,2021-06-11,71.02,69.0,74.0,2021-06-24,69.0,SL,-2.84,9,40.0,pv_signal=breakout_confirmed | pv_score=40 | pv_bias=bullish | pv_tags=BULLISH_VOLUME_EXPANSION
VNM,PV_BREAKOUT,2021-09-22,2021-09-23,71.69,70.0,74.0,2021-09-27,70.0,SL,-2.36,2,55.0,"pv_signal=breakout_confirmed | pv_score=55 | pv_bias=bullish | pv_tags=HIGH_CONVICTION_BREAKOUT,BULLISH_VOLUME_EXPANSION"
VNM,PV_BREAKOUT,2022-06-21,2022-06-22,58.25,56.0,62.0,2022-06-23,56.0,SL,-3.86,1,55.0,"pv_signal=breakout_confirmed | pv_score=55 | pv_bias=bullish | pv_tags=HIGH_CONVICTION_BREAKOUT,BULLISH_VOLUME_EXPANSION"
VNM,PV_BREAKOUT,2023-08-28,2023-08-29,67.19,65.0,70.0,2023-09-27,65.0,SL,-3.26,19,40.0,pv_signal=breakout_confirmed | pv_score=40 | pv_bias=bullish | pv_tags=BULLISH_VOLUME_EXPANSION
VNM,PV_BREAKOUT,2024-02-16,2024-02-19,61.92,61.0,63.0,2024-03-15,61.0,SL,-1.49,19,40.0,pv_signal=breakout_confirmed | pv_score=40 | pv_bias=bullish | pv_tags=BULLISH_VOLUME_EXPANSION
VNM,PV_BREAKOUT,2024-07-31,2024-08-01,63.52,62.0,66.0,2024-08-01,62.0,SL,-2.39,0,55.0,"pv_signal=breakout_confirmed | pv_score=55 | pv_bias=bullish | pv_tags=HIGH_CONVICTION_BREAKOUT,BULLISH_VOLUME_EXPANSION"
VNM,PV_BREAKOUT,2024-08-06,2024-08-07,64.75,63.0,67.0,2024-10-04,63.0,SL,-2.7,40,55.0,"pv_signal=breakout_confirmed | pv_score=55 | pv_bias=bullish | pv_tags=HIGH_CONVICTION_BREAKOUT,BULLISH_VOLUME_EXPANSION"
VNM,PV_BREAKOUT,2025-07-08,2025-07-09,56.64,55.0,59.0,2025-08-20,57.0,TSL,0.64,30,55.0,"pv_signal=breakout_confirmed | pv_score=55 | pv_bias=bullish | pv_tags=HIGH_CONVICTION_BREAKOUT,BULLISH_VOLUME_EXPANSION"
VNM,PV_BREAKOUT,2025-09-12,2025-09-15,60.56,59.0,63.0,2025-09-22,59.0,SL,-2.58,5,40.0,pv_signal=breakout_confirmed | pv_score=40 | pv_bias=bullish | pv_tags=BULLISH_VOLUME_EXPANSION
VNM,PV_BREAKOUT,2025-11-13,2025-11-14,61.7,60.0,64.0,2025-11-21,60.0,SL,-2.76,5,55.0,"pv_signal=breakout_confirmed | pv_score=55 | pv_bias=bullish | pv_tags=HIGH_CONVICTION_BREAKOUT,BULLISH_VOLUME_EXPANSION"
VNM,PV_BREAKOUT,2025-11-28,2025-12-01,64.3,62.0,68.0,2025-12-11,62.0,SL,-3.58,8,65.0,"pv_signal=breakout_confirmed | pv_score=65 | pv_bias=bullish | pv_tags=HIGH_CONVICTION_BREAKOUT,BULLISH_VOLUME_EXPANSION"
VNM,PV_BREAKOUT,2026-01-14,2026-01-15,70.0,68.0,73.0,2026-01-23,68.0,SL,-2.86,6,55.0,"pv_signal=breakout_confirmed | pv_score=55 | pv_bias=bullish | pv_tags=HIGH_CONVICTION_BREAKOUT,BULLISH_VOLUME_EXPANSION"
VPB,PV_BREAKOUT,2021-02-09,2021-02-17,12.89,12.0,14.0,2021-03-23,15.0,REVERSAL_DOUBLE_TOP,12.65,24,35.0,"pv_signal=breakout_confirmed | pv_score=35 | pv_bias=bullish | pv_tags=HIGH_CONVICTION_BREAKOUT,BULLISH_VOLUME_EXPANSION"
VPB,PV_BREAKOUT,2021-04-12,2021-04-13,16.31,16.0,17.0,2021-04-13,16.0,SL,-1.9,0,40.0,pv_signal=breakout_confirmed | pv_score=40 | pv_bias=bullish | pv_tags=BULLISH_VOLUME_EXPANSION
VPB,PV_BREAKOUT,2021-04-26,2021-04-27,17.09,16.0,19.0,2021-06-14,23.0,REVERSAL_DOUBLE_TOP,35.28,32,65.0,"pv_signal=breakout_confirmed | pv_score=65 | pv_bias=bullish | pv_tags=HIGH_CONVICTION_BREAKOUT,BULLISH_VOLUME_EXPANSION"
VPB,PV_BREAKOUT,2021-09-17,2021-09-20,22.35,22.0,23.0,2021-09-20,22.0,SL,-1.57,0,40.0,pv_signal=breakout_confirmed | pv_score=40 | pv_bias=bullish | pv_tags=BULLISH_VOLUME_EXPANSION
VPB,PV_WASHOUT,2021-11-19,2021-11-22,21.26,20.0,23.0,2021-12-01,22.0,REVERSAL_DOUBLE_TOP,4.7,7,30.0,"pv_signal=washout | pv_score=30 | pv_bias=neutral | pv_tags=WASHOUT_REVERSAL,BULLISH_VOLUME_EXPANSION"
VPB,PV_BREAKOUT,2022-04-06,2022-04-07,23.55,23.0,24.0,2022-04-08,23.0,SL,-2.34,1,40.0,pv_signal=breakout_confirmed | pv_score=40 | pv_bias=bullish | pv_tags=BULLISH_VOLUME_EXPANSION
VPB,PV_BREAKOUT,2022-08-08,2022-08-09,17.74,17.0,19.0,2022-09-07,18.0,TSL,1.47,19,55.0,"pv_signal=breakout_confirmed | pv_score=55 | pv_bias=bullish | pv_tags=HIGH_CONVICTION_BREAKOUT,BULLISH_VOLUME_EXPANSION"
VPB,PV_WASHOUT,2022-11-16,2022-11-17,13.87,13.0,15.0,2022-11-18,13.0,SL,-6.27,1,55.0,"pv_signal=washout | pv_score=55 | pv_bias=bullish | pv_tags=WASHOUT_REVERSAL,BULLISH_VOLUME_EXPANSION"
VPB,PV_BREAKOUT,2022-12-05,2022-12-06,16.0,15.0,18.0,2022-12-06,15.0,SL,-6.25,0,65.0,"pv_signal=breakout_confirmed | pv_score=65 | pv_bias=bullish | pv_tags=HIGH_CONVICTION_BREAKOUT,BULLISH_VOLUME_EXPANSION"
VPB,PV_BREAKOUT,2023-03-13,2023-03-14,17.27,17.0,18.0,2023-03-14,17.0,SL,-1.56,0,40.0,pv_signal=breakout_confirmed | pv_score=40 | pv_bias=bullish | pv_tags=BULLISH_VOLUME_EXPANSION
VPB,PV_BREAKOUT,2023-03-21,2023-03-22,18.06,17.0,20.0,2023-04-20,17.0,SL,-5.87,21,55.0,"pv_signal=breakout_confirmed | pv_score=55 | pv_bias=bullish | pv_tags=HIGH_CONVICTION_BREAKOUT,BULLISH_VOLUME_EXPANSION"
VPB,PV_BREAKOUT,2023-07-18,2023-07-19,18.51,18.0,19.0,2023-08-10,19.0,TSL,2.65,16,55.0,"pv_signal=breakout_confirmed | pv_score=55 | pv_bias=bullish | pv_tags=HIGH_CONVICTION_BREAKOUT,BULLISH_VOLUME_EXPANSION"
VPB,PV_BREAKOUT,2023-10-17,2023-10-18,19.83,19.0,21.0,2023-10-19,19.0,SL,-4.19,1,50.0,"pv_signal=breakout_confirmed | pv_score=50 | pv_bias=bullish | pv_tags=ABSORPTION,BULLISH_VOLUME_EXPANSION"
VPB,PV_BREAKOUT,2024-05-20,2024-05-21,18.3,18.0,19.0,2024-05-22,18.0,SL,-1.64,1,55.0,"pv_signal=breakout_confirmed | pv_score=55 | pv_bias=bullish | pv_tags=HIGH_CONVICTION_BREAKOUT,BULLISH_VOLUME_EXPANSION"
VPB,PV_BREAKOUT,2024-06-12,2024-06-13,18.98,18.0,20.0,2024-06-17,18.0,SL,-5.16,2,55.0,"pv_signal=breakout_confirmed | pv_score=55 | pv_bias=bullish | pv_tags=HIGH_CONVICTION_BREAKOUT,BULLISH_VOLUME_EXPANSION"
VPB,PV_BREAKOUT,2025-02-21,2025-02-24,18.89,18.0,20.0,2025-04-03,18.0,SL,-6.19,28,55.0,"pv_signal=breakout_confirmed | pv_score=55 | pv_bias=bullish | pv_tags=HIGH_CONVICTION_BREAKOUT,BULLISH_VOLUME_EXPANSION"
