symbol,setup_type,signal_date,entry_date,entry_price,stop_loss,take_profit,exit_date,exit_price,exit_reason,pnl_pct,holding_bars,confluence_score,reasons
VPB,PV_BREAKOUT,2025-05-14,2025-05-15,18.65,18.0,20.0,2025-05-19,18.0,SL,-3.49,2,55.0,"pv_signal=breakout_confirmed | pv_score=55 | pv_bias=bullish | pv_tags=HIGH_CONVICTION_BREAKOUT,BULLISH_VOLUME_EXPANSION"
VPB,PV_BREAKOUT,2025-07-07,2025-07-08,19.35,19.0,20.0,2025-09-10,32.0,REVERSAL_TREND_BREAK,67.7,44,40.0,pv_signal=breakout_confirmed | pv_score=40 | pv_bias=bullish | pv_tags=BULLISH_VOLUME_EXPANSION
VPB,PV_BREAKOUT,2025-12-03,2025-12-04,30.35,29.0,32.0,2025-12-09,29.0,SL,-4.45,3,40.0,pv_signal=breakout_confirmed | pv_score=40 | pv_bias=bullish | pv_tags=BULLISH_VOLUME_EXPANSION
VPB,PV_BREAKOUT,2026-01-12,2026-01-13,31.3,30.0,33.0,2026-01-14,30.0,SL,-4.15,1,35.0,"pv_signal=breakout_confirmed | pv_score=35 | pv_bias=bullish | pv_tags=HIGH_CONVICTION_BREAKOUT,BULLISH_VOLUME_EXPANSION"
VPB,PV_BREAKOUT,2026-04-08,2026-04-09,27.35,26.0,29.0,2026-05-07,28.0,END_OF_DATA,2.93,17,40.0,pv_signal=breakout_confirmed | pv_score=40 | pv_bias=bullish | pv_tags=BULLISH_VOLUME_EXPANSION
VRE,PV_BREAKOUT,2021-06-04,2021-06-07,32.6,31.0,35.0,2021-06-09,31.0,SL,-4.91,2,40.0,pv_signal=breakout_confirmed | pv_score=40 | pv_bias=bullish | pv_tags=BULLISH_VOLUME_EXPANSION
VRE,PV_BREAKOUT,2021-09-16,2021-09-17,30.2,29.0,32.0,2021-09-21,28.0,SL,-5.63,2,40.0,pv_signal=breakout_confirmed | pv_score=40 | pv_bias=bullish | pv_tags=BULLISH_VOLUME_EXPANSION
VRE,PV_BREAKOUT,2022-01-06,2022-01-07,35.95,34.0,39.0,2022-01-11,34.0,SL,-5.42,2,40.0,pv_signal=breakout_confirmed | pv_score=40 | pv_bias=bullish | pv_tags=BULLISH_VOLUME_EXPANSION
VRE,PV_WASHOUT,2022-03-04,2022-03-07,33.3,32.0,35.0,2022-03-09,32.0,SL,-3.9,2,30.0,"pv_signal=washout | pv_score=30 | pv_bias=neutral | pv_tags=WASHOUT_REVERSAL,BULLISH_VOLUME_EXPANSION"
VRE,PV_BREAKOUT,2022-09-16,2022-09-19,29.25,28.0,31.0,2022-09-22,28.0,SL,-4.27,3,55.0,"pv_signal=breakout_confirmed | pv_score=55 | pv_bias=bullish | pv_tags=HIGH_CONVICTION_BREAKOUT,BULLISH_VOLUME_EXPANSION"
VRE,PV_BREAKOUT,2022-11-17,2022-11-18,28.0,27.0,30.0,2022-11-21,27.0,SL,-3.57,1,65.0,"pv_signal=breakout_confirmed | pv_score=65 | pv_bias=bullish | pv_tags=HIGH_CONVICTION_BREAKOUT,BULLISH_VOLUME_EXPANSION"
VRE,PV_BREAKOUT,2022-11-28,2022-11-29,29.3,28.0,31.0,2022-12-12,28.0,SL,-4.44,9,65.0,"pv_signal=breakout_confirmed | pv_score=65 | pv_bias=bullish | pv_tags=HIGH_CONVICTION_BREAKOUT,BULLISH_VOLUME_EXPANSION"
VRE,PV_BREAKOUT,2023-08-08,2023-08-09,30.85,30.0,32.0,2023-08-10,30.0,SL,-2.76,1,55.0,"pv_signal=breakout_confirmed | pv_score=55 | pv_bias=bullish | pv_tags=HIGH_CONVICTION_BREAKOUT,BULLISH_VOLUME_EXPANSION"
VRE,PV_BREAKOUT,2024-02-20,2024-02-21,25.6,25.0,27.0,2024-02-21,25.0,SL,-2.34,0,45.0,"pv_signal=breakout_confirmed | pv_score=45 | pv_bias=bullish | pv_tags=HIGH_CONVICTION_BREAKOUT,BULLISH_VOLUME_EXPANSION"
VRE,PV_BREAKOUT,2024-02-21,2024-02-22,25.8,25.0,27.0,2024-03-11,25.0,SL,-3.1,12,45.0,"pv_signal=breakout_confirmed | pv_score=45 | pv_bias=bullish | pv_tags=HIGH_CONVICTION_BREAKOUT,BULLISH_VOLUME_EXPANSION"
VRE,PV_BREAKOUT,2025-02-19,2025-02-20,17.25,17.0,18.0,2025-02-26,17.0,SL,-1.45,4,55.0,"pv_signal=breakout_confirmed | pv_score=55 | pv_bias=bullish | pv_tags=HIGH_CONVICTION_BREAKOUT,BULLISH_VOLUME_EXPANSION"
VRE,PV_WASHOUT,2025-04-04,2025-04-08,18.0,17.0,20.0,2025-04-09,16.0,SL,-8.33,1,45.0,"pv_signal=washout | pv_score=45 | pv_bias=bullish | pv_tags=WASHOUT_REVERSAL,BULLISH_VOLUME_EXPANSION"
VRE,PV_BREAKOUT,2025-04-23,2025-04-24,22.0,21.0,24.0,2025-06-16,24.0,REVERSAL_TREND_BREAK,11.36,34,55.0,"pv_signal=breakout_confirmed | pv_score=55 | pv_bias=bullish | pv_tags=HIGH_CONVICTION_BREAKOUT,BULLISH_VOLUME_EXPANSION"
VRE,PV_BREAKOUT,2025-07-09,2025-07-10,27.0,26.0,28.0,2025-07-10,27.0,TSL,0.0,0,40.0,pv_signal=breakout_confirmed | pv_score=40 | pv_bias=bullish | pv_tags=BULLISH_VOLUME_EXPANSION
VRE,PV_BREAKOUT,2025-07-10,2025-07-11,28.7,28.0,30.0,2025-07-14,28.0,SL,-2.44,1,40.0,pv_signal=breakout_confirmed | pv_score=40 | pv_bias=bullish | pv_tags=BULLISH_VOLUME_EXPANSION
VRE,PV_BREAKOUT,2025-07-17,2025-07-18,29.8,29.0,31.0,2025-07-21,29.0,SL,-2.68,1,55.0,"pv_signal=breakout_confirmed | pv_score=55 | pv_bias=bullish | pv_tags=HIGH_CONVICTION_BREAKOUT,BULLISH_VOLUME_EXPANSION"
VRE,PV_BREAKOUT,2025-08-05,2025-08-06,30.8,29.0,34.0,2025-08-13,29.0,SL,-5.84,5,55.0,"pv_signal=breakout_confirmed | pv_score=55 | pv_bias=bullish | pv_tags=HIGH_CONVICTION_BREAKOUT,BULLISH_VOLUME_EXPANSION"
VRE,PV_BREAKOUT,2025-09-30,2025-10-01,32.5,31.0,35.0,2025-10-03,31.0,SL,-4.62,2,40.0,pv_signal=breakout_confirmed | pv_score=40 | pv_bias=bullish | pv_tags=BULLISH_VOLUME_EXPANSION
VRE,PV_BREAKOUT,2025-10-06,2025-10-07,36.0,34.0,39.0,2025-10-28,34.0,SL,-5.56,15,55.0,"pv_signal=breakout_confirmed | pv_score=55 | pv_bias=bullish | pv_tags=HIGH_CONVICTION_BREAKOUT,BULLISH_VOLUME_EXPANSION"
VRE,PV_BREAKOUT,2026-01-06,2026-01-07,38.8,37.0,41.0,2026-01-07,37.0,SL,-4.64,0,35.0,"pv_signal=breakout_confirmed | pv_score=35 | pv_bias=bullish | pv_tags=HIGH_CONVICTION_BREAKOUT,BULLISH_VOLUME_EXPANSION"
VRE,PV_BREAKOUT,2026-04-15,2026-04-16,29.5,28.0,32.0,2026-05-07,36.0,END_OF_DATA,23.73,12,55.0,"pv_signal=breakout_confirmed | pv_score=55 | pv_bias=bullish | pv_tags=HIGH_CONVICTION_BREAKOUT,BULLISH_VOLUME_EXPANSION"
VJC,PV_BREAKOUT,2021-08-23,2021-08-24,120.4,118.0,124.0,2021-09-08,123.0,TSL,2.16,9,65.0,"pv_signal=breakout_confirmed | pv_score=65 | pv_bias=bullish | pv_tags=HIGH_CONVICTION_BREAKOUT,ABSORPTION,BULLISH_VOLUME_EXPANSION"
VJC,PV_BREAKOUT,2022-02-07,2022-02-08,130.7,126.0,138.0,2022-03-07,137.0,TSL,4.82,19,40.0,pv_signal=breakout_confirmed | pv_score=40 | pv_bias=bullish | pv_tags=BULLISH_VOLUME_EXPANSION
VJC,PV_BREAKOUT,2022-05-30,2022-05-31,132.6,127.0,141.0,2022-06-03,127.0,SL,-4.22,3,55.0,"pv_signal=breakout_confirmed | pv_score=55 | pv_bias=bullish | pv_tags=HIGH_CONVICTION_BREAKOUT,BULLISH_VOLUME_EXPANSION"
VJC,PV_BREAKOUT,2023-01-19,2023-01-27,114.5,111.0,120.0,2023-02-01,111.0,SL,-3.06,3,55.0,"pv_signal=breakout_confirmed | pv_score=55 | pv_bias=bullish | pv_tags=HIGH_CONVICTION_BREAKOUT,BULLISH_VOLUME_EXPANSION"
VJC,PV_BREAKOUT,2023-07-14,2023-07-17,98.0,96.0,101.0,2023-07-25,96.0,SL,-2.04,6,40.0,pv_signal=breakout_confirmed | pv_score=40 | pv_bias=bullish | pv_tags=BULLISH_VOLUME_EXPANSION
VJC,PV_WASHOUT,2023-09-28,2023-09-29,99.4,96.0,105.0,2023-10-03,96.0,SL,-3.42,2,25.0,"pv_signal=washout | pv_score=25 | pv_bias=neutral | pv_tags=WASHOUT_REVERSAL,ABSORPTION"
VJC,PV_BREAKOUT,2024-04-12,2024-04-15,106.6,104.0,110.0,2024-04-16,104.0,SL,-2.44,1,40.0,pv_signal=breakout_confirmed | pv_score=40 | pv_bias=bullish | pv_tags=BULLISH_VOLUME_EXPANSION
VJC,PV_BREAKOUT,2024-05-06,2024-05-07,114.0,109.0,122.0,2024-05-23,109.0,SL,-4.39,12,40.0,pv_signal=breakout_confirmed | pv_score=40 | pv_bias=bullish | pv_tags=BULLISH_VOLUME_EXPANSION
VJC,PV_BREAKOUT,2024-10-11,2024-10-14,109.0,107.0,112.0,2024-10-14,107.0,SL,-1.83,0,55.0,"pv_signal=breakout_confirmed | pv_score=55 | pv_bias=bullish | pv_tags=HIGH_CONVICTION_BREAKOUT,BULLISH_VOLUME_EXPANSION"
VJC,PV_BREAKOUT,2025-07-08,2025-07-09,95.0,92.0,100.0,2025-07-18,93.0,TSL,-2.11,7,55.0,"pv_signal=breakout_confirmed | pv_score=55 | pv_bias=bullish | pv_tags=HIGH_CONVICTION_BREAKOUT,BULLISH_VOLUME_EXPANSION"
VJC,PV_BREAKOUT,2025-08-14,2025-08-15,143.1,136.0,154.0,2025-08-15,136.0,SL,-4.96,0,65.0,"pv_signal=breakout_confirmed | pv_score=65 | pv_bias=bullish | pv_tags=HIGH_CONVICTION_BREAKOUT,BULLISH_VOLUME_EXPANSION"
VJC,PV_BREAKOUT,2025-10-14,2025-10-15,156.7,150.0,167.0,2025-12-12,185.0,REVERSAL_TREND_BREAK,18.06,42,40.0,pv_signal=breakout_confirmed | pv_score=40 | pv_bias=bullish | pv_tags=BULLISH_VOLUME_EXPANSION
VJC,PV_BREAKOUT,2026-04-15,2026-04-16,176.5,168.0,189.0,2026-05-07,182.0,END_OF_DATA,3.12,12,55.0,"pv_signal=breakout_confirmed | pv_score=55 | pv_bias=bullish | pv_tags=HIGH_CONVICTION_BREAKOUT,BULLISH_VOLUME_EXPANSION"
