strategy,symbol,signal_date,entry_date,exit_date,entry_price,exit_price,pnl_pct,holding_bars,state,score
SMT_SCORE_RS_QUALITY,SSI,2022-08-01,2022-08-02,2022-08-30,15.35,15.98,4.104234527687302,20,NEUTRAL,78.93181818181819
SMT_SCORE_RS_QUALITY,GVR,2022-08-03,2022-08-04,2022-09-05,23.32,24.49,5.017152658662084,20,NEUTRAL,73.67676767676768
SMT_SCORE_RS_QUALITY,GAS,2022-08-11,2022-08-12,2022-09-13,77.84,78.68,1.0791366906474864,20,NEUTRAL,72.20959595959596
SMT_SCORE_RS_QUALITY,BID,2022-08-15,2022-08-16,2022-09-15,29.7,25.92,-12.72727272727272,20,NEUTRAL,75.87755102040816
SMT_SCORE_RS_QUALITY,HDB,2022-08-17,2022-08-18,2022-09-19,10.93,9.98,-8.691674290942354,20,NEUTRAL,85.92929292929293
SMT_SCORE_RS_QUALITY,VRE,2022-08-18,2022-08-19,2022-09-20,29.1,29.05,-0.17182130584192684,20,NEUTRAL,78.69949494949495
SMT_SCORE_RS_QUALITY,VPB,2022-08-25,2022-08-26,2022-09-27,18.92,16.09,-14.957716701902756,20,NEUTRAL,76.93181818181819
SMT_SCORE_RS_QUALITY,MWG,2022-08-26,2022-08-29,2022-09-28,69.56,62.96,-9.488211615871192,20,HOT_BUT_STRONG,86.46464646464646
SMT_SCORE_RS_QUALITY,VCB,2022-08-30,2022-08-31,2022-09-30,48.36,41.16,-14.888337468982636,20,NEUTRAL,81.19444444444444
SMT_SCORE_RS_QUALITY,SAB,2022-09-08,2022-09-09,2022-10-07,76.89,74.69,-2.8612303290414913,20,NEUTRAL,84.22474747474747
SMT_SCORE_RS_QUALITY,BCM,2022-09-15,2022-09-16,2022-10-14,92.4,81.18,-12.142857142857142,20,HOT_BUT_STRONG,85.75
SMT_SCORE_RS_QUALITY,BVH,2022-09-23,2022-09-26,2022-10-24,51.09,42.04,-17.713838324525355,20,NEUTRAL,74.71212121212122
SMT_SCORE_RS_QUALITY,GAS,2022-09-26,2022-09-27,2022-10-25,78.53,73.85,-5.959505921303969,20,NEUTRAL,80.70454545454545
SMT_SCORE_RS_QUALITY,SAB,2022-10-07,2022-10-10,2022-11-07,74.3,73.5,-1.0767160161507365,20,NEUTRAL,85.71428571428572
SMT_SCORE_RS_QUALITY,VNM,2022-10-18,2022-10-19,2022-11-16,62.73,61.4,-2.1201976725649585,20,HOT_BUT_STRONG,83.23737373737373
