setup_type,trades,win_rate,avg_pnl_pct,total_pnl,profit_factor
EDGE_MEAN_REVERSION,13,0.6923076923076923,0.06512164043476076,21910060.87480908,9.349581451470817
EDGE,16,0.4375,0.0399002633884999,15782934.479554102,2.251702032037839
LINREG_MOMENTUM,1,1.0,0.28384240019874707,7390289.670200001,inf
EDGE_REVERSAL,3,1.0,0.05804715871137236,4708930.5440500155,inf
EDGE_COMPRESSION,13,0.5384615384615384,0.01185560663805265,3124540.13392308,1.4799236958275042
EDGE_BREAKOUT,8,0.5,0.025435701472687505,2923444.858027052,1.3807758548520344
NR7,2,1.0,0.046506053892529126,2101599.188442014,inf
RETEST,2,0.0,-0.022770273403369158,-1166330.680428993,0.0
