hypothesis,symbol,entry_date,exit_date,entry_price,exit_price,shares,entry_value,exit_value,pnl,pnl_pct,exit_reason,holding_bars,run
mean_reversion_uptrend_ma50_v1,MBB,2023-05-22,2023-06-28,10.135065,11.214390000000002,200,2027.0130000000001,2238.392244,211.37924399999997,10.428114866554873,TRAILING_ATR_STOP,27,VN30_family_baseline
breakout_after_accumulation_v3,STB,2023-06-23,2023-07-14,30.215099999999996,30.184900000000003,600,18129.059999999998,18074.71812,-54.34187999999631,-0.2997501249375109,ATR_STOP,15,VN30_family_baseline
mean_reversion_uptrend_ma50_v1,ACB,2023-05-24,2023-07-26,14.957474999999999,15.642175000000002,1200,17948.969999999998,18733.06878,784.0987800000039,4.368488999647356,MAX_HOLDING,45,VN30_family_baseline
compression_breakout_smt_v1,SSB,2023-06-28,2023-07-31,23.95197,26.176905,1700,40718.349,44411.737023,3693.3880229999995,9.07057411144052,TRAILING_ATR_STOP,23,VN30_family_baseline
breakout_after_accumulation_v3,HPG,2023-06-22,2023-08-03,18.719355,20.70964,400,7487.742,8267.288288,779.5462879999995,10.410966189807281,TRAILING_ATR_STOP,30,VN30_family_baseline
breakout_after_accumulation_v3,VHM,2023-08-01,2023-08-03,63.93194999999999,61.969,700,44752.365,43291.5434,-1460.8215999999957,-3.264233298061445,ATR_STOP,2,VN30_family_baseline
breakout_after_accumulation_v3,SHB,2023-06-06,2023-08-08,7.493745,9.815090000000001,300,2248.1234999999997,2938.6379460000003,690.5144460000006,30.715147366236806,MAX_HOLDING,45,VN30_family_baseline
breakout_after_accumulation_v3,CTG,2023-08-08,2023-08-10,20.17008,19.940025000000002,100,2017.0079999999998,1990.0144950000004,-26.99350499999946,-1.3382943944694052,ATR_STOP,2,VN30_family_baseline
breakout_after_accumulation_v3,GVR,2023-06-22,2023-08-11,18.859425,20.579705,400,7543.77,8215.418236,671.6482359999991,8.903349863529762,TRAILING_ATR_STOP,36,VN30_family_baseline
breakout_after_accumulation_v3,MWG,2023-07-14,2023-08-11,47.823899999999995,51.034470000000006,300,14347.169999999998,15279.720318000001,932.5503180000032,6.499890347713196,TRAILING_ATR_STOP,20,VN30_family_baseline
breakout_after_accumulation_v3,ACB,2023-08-04,2023-08-11,16.568279999999998,16.101945,3300,54675.32399999999,53030.145663,-1645.1783369999903,-3.0089960454555156,ATR_STOP,5,VN30_family_baseline
breakout_after_accumulation_v3,VCB,2023-06-19,2023-08-21,58.27912499999999,59.540215,200,11655.824999999999,11884.226914,228.40191400000185,1.9595516748063897,MAX_HOLDING,45,VN30_family_baseline
breakout_after_accumulation_v3,FPT,2023-07-28,2023-08-30,60.43019999999999,68.16590000000001,300,18129.059999999998,20408.870460000006,2279.810460000008,12.575447706610316,TRAILING_ATR_STOP,23,VN30_family_baseline
breakout_after_accumulation_v3,MBB,2023-07-12,2023-09-15,11.775884999999999,12.253870000000001,100,1177.5884999999998,1222.9362260000003,45.34772600000042,3.8508974909317155,MAX_HOLDING,45,VN30_family_baseline
mean_reversion_uptrend_ma50_v1,TPB,2023-08-30,2023-09-25,13.696844999999998,13.343325,1200,16436.213999999996,15979.96602,-456.24797999999646,-2.775870282535848,ATR_STOP,16,VN30_family_baseline
mean_reversion_uptrend_ma50_v1,PLX,2023-09-25,2023-09-27,36.478229999999996,34.44277,100,3647.8229999999994,3437.3884460000004,-210.43455399999903,-5.768770962845486,STOP_LOSS,2,VN30_family_baseline
mean_reversion_uptrend_ma50_v1,TCB,2023-08-30,2023-09-28,16.068029999999997,15.3923,1000,16068.029999999997,15361.5154,-706.5145999999968,-4.397020667748298,ATR_STOP,19,VN30_family_baseline
breakout_after_accumulation_v3,STB,2023-08-14,2023-10-03,31.915949999999995,30.634675,2500,79789.87499999999,76433.514125,-3356.360874999984,-4.206499728192311,ATR_STOP,34,VN30_family_baseline
mean_reversion_uptrend_ma50_v1,VPB,2023-09-25,2023-10-26,18.689339999999998,18.220885000000003,300,5606.802,5455.332969,-151.46903099999963,-2.701522739700807,ATR_STOP,23,VN30_family_baseline
breakout_after_accumulation_v3,VJC,2023-11-09,2023-11-17,113.0565,108.64565,100,11305.65,10842.83587,-462.81412999999884,-4.093653438767332,ATR_STOP,6,VN30_family_baseline
breakout_after_accumulation_v3,HDB,2023-11-09,2023-11-28,11.66583,11.164415,1800,20998.494,20055.755106,-942.7388939999983,-4.489554793786632,ATR_STOP,13,VN30_family_baseline
mean_reversion_uptrend_ma50_v1,TCB,2023-11-13,2023-11-28,14.797394999999998,13.83308,200,2959.479,2761.0827679999998,-198.39623200000005,-6.703755356939518,STOP_LOSS,11,VN30_family_baseline
mean_reversion_uptrend_ma50_v1,VCB,2023-11-10,2023-12-15,57.86892,55.75211,100,5786.892,5564.0605780000005,-222.8314219999993,-3.8506234780258435,ATR_STOP,25,VN30_family_baseline
mean_reversion_uptrend_ma50_v1,MBB,2023-11-10,2024-01-04,11.635815000000001,12.223885000000001,600,6981.4890000000005,7319.662338000001,338.1733380000005,4.843856919347727,TRAILING_ATR_STOP,38,VN30_family_baseline
compression_breakout_smt_v1,ACB,2023-12-21,2024-01-09,16.28814,17.71114,300,4886.441999999999,5302.715316000001,416.2733160000016,8.51894519570685,TRAILING_ATR_STOP,12,VN30_family_baseline
mean_reversion_uptrend_ma50_v1,BID,2023-11-09,2024-01-10,31.205595,37.62118,600,18723.357,22527.562584000003,3804.205584000003,20.317967467052,TAKE_PROFIT,43,VN30_family_baseline
breakout_after_accumulation_v3,HPG,2023-11-09,2024-01-12,20.43021,20.70964,1000,20430.21,20668.22072,238.01072000000204,1.1649939966353848,MAX_HOLDING,45,VN30_family_baseline
mean_reversion_uptrend_ma50_v1,VIB,2023-11-09,2024-01-12,12.58629,13.51324,1700,21396.693,22926.562983999997,1529.8699839999972,7.150030072404166,MAX_HOLDING,45,VN30_family_baseline
breakout_after_accumulation_v3,BVH,2024-01-12,2024-01-16,40.290135,39.290345,1200,48348.162,47054.117172000006,-1294.044827999991,-2.6765129727165036,ATR_STOP,2,VN30_family_baseline
mean_reversion_uptrend_ma50_v1,SSI,2023-11-17,2024-01-22,22.441215,23.48825,400,8976.486,9376.5094,400.02340000000004,4.4563473947377625,MAX_HOLDING,45,VN30_family_baseline
mean_reversion_uptrend_ma50_v1,VJC,2023-11-28,2024-01-31,106.4532,105.5472,200,21290.64,21067.221120000002,-223.41887999999744,-1.0493760638477634,MAX_HOLDING,45,VN30_family_baseline
mean_reversion_uptrend_ma50_v1,PLX,2023-12-01,2024-02-05,32.69634,32.20389,100,3269.634,3213.948222,-55.68577800000003,-1.703119615222989,MAX_HOLDING,45,VN30_family_baseline
breakout_after_accumulation_v3,GVR,2024-01-31,2024-02-16,22.581284999999998,24.307840000000002,1000,22581.284999999996,24259.224320000005,1677.9393200000086,7.430663578268503,TRAILING_ATR_STOP,7,VN30_family_baseline
compression_breakout_smt_v1,HDB,2024-01-04,2024-02-22,12.386190000000001,14.492750000000001,600,7431.714000000001,8678.258700000002,1246.5447000000013,16.77331366626866,MAX_HOLDING,30,VN30_family_baseline
mean_reversion_uptrend_ma50_v1,VHM,2024-01-16,2024-02-23,41.6208,44.9775,100,4162.08,4488.7545,326.6745000000001,7.84882798985123,TRAILING_ATR_STOP,23,VN30_family_baseline
breakout_after_accumulation_v3,MWG,2024-01-22,2024-02-26,45.112545000000004,43.008485,1000,45112.545000000006,42922.46803,-2190.076970000002,-4.854696116124687,ATR_STOP,20,VN30_family_baseline
breakout_after_accumulation_v3,VCB,2024-01-10,2024-02-28,58.32914999999999,60.399785,300,17498.745,18083.695628999998,584.950628999999,3.34281475042924,TRAILING_ATR_STOP,30,VN30_family_baseline
breakout_after_accumulation_v3,TCB,2024-02-16,2024-03-08,18.199095,20.04997,700,12739.3665,14006.909042,1267.5425419999992,9.949808273433371,TRAILING_ATR_STOP,15,VN30_family_baseline
breakout_after_accumulation_v3,BID,2024-02-26,2024-03-08,43.18158,43.61818,900,38863.422,39177.849276,314.42727600000217,0.8090571025886557,ATR_STOP,9,VN30_family_baseline
breakout_after_accumulation_v3,MBB,2024-02-16,2024-03-11,15.397695,15.022485,900,13857.925500000001,13493.196027,-364.72947300000124,-2.6319197126582994,ATR_STOP,16,VN30_family_baseline
breakout_after_accumulation_v3,TPB,2024-02-23,2024-03-11,14.10705,13.343325,300,4232.115,3994.991505,-237.12349499999982,-5.602954905525957,ATR_STOP,11,VN30_family_baseline
mean_reversion_uptrend_ma50_v1,VPB,2024-01-16,2024-03-18,17.858925,17.231379999999998,300,5357.6775,5159.075172,-198.60232799999994,-3.7068735100236987,ATR_STOP,39,VN30_family_baseline
breakout_after_accumulation_v3,MSN,2024-03-08,2024-03-18,81.0405,77.7611,300,24312.149999999998,23281.673339999998,-1030.4766600000003,-4.238525428643705,ATR_STOP,6,VN30_family_baseline
mean_reversion_uptrend_ma50_v1,STB,2024-01-09,2024-03-19,29.214599999999997,30.284850000000002,200,5842.919999999999,6044.85606,201.9360600000009,3.4560812059723722,MAX_HOLDING,45,VN30_family_baseline
breakout_after_accumulation_v3,VRE,2024-02-22,2024-03-19,25.8129,28.485750000000003,400,10325.16,11371.511400000001,1046.3514000000014,10.133996955010879,TRAILING_ATR_STOP,18,VN30_family_baseline
breakout_after_accumulation_v3,GVR,2024-03-18,2024-03-25,33.8169,32.02398,400,13526.759999999998,12783.972816000001,-742.7871839999971,-5.491242426124195,ATR_STOP,5,VN30_family_baseline
mean_reversion_uptrend_ma50_v1,VIB,2024-03-11,2024-04-02,14.32716,15.972010000000001,1600,22923.456,25504.105568,2580.6495680000007,11.257681075663289,TRAILING_ATR_STOP,16,VN30_family_baseline
breakout_after_accumulation_v3,GAS,2024-03-18,2024-04-11,70.53524999999999,67.54621,200,14107.049999999997,13482.223516,-624.8264839999974,-4.429178914089038,ATR_STOP,18,VN30_family_baseline
breakout_after_accumulation_v3,PLX,2024-03-08,2024-04-15,34.93746,34.34282,700,24456.222,23991.894052000003,-464.3279479999983,-1.8986086567254674,ATR_STOP,26,VN30_family_baseline
mean_reversion_uptrend_ma50_v1,HPG,2024-03-26,2024-04-15,22.881435,22.608690000000003,600,13728.860999999999,13538.083572000001,-190.7774279999976,-1.3896085625748387,ATR_STOP,14,VN30_family_baseline
breakout_after_accumulation_v3,SSI,2024-02-28,2024-04-16,25.042514999999998,24.327830000000002,800,20034.012,19423.339472000003,-610.6725279999955,-3.048178906950817,ATR_STOP,34,VN30_family_baseline
mean_reversion_uptrend_ma50_v1,VCB,2024-04-15,2024-04-16,62.851409999999994,62.258855000000004,100,6285.141,6213.433729,-71.70727099999931,-1.1409015485889547,ATR_STOP,1,VN30_family_baseline
mean_reversion_uptrend_ma50_v1,VPB,2024-04-15,2024-04-16,18.12906,17.281355,400,7251.624,6898.716916,-352.9070839999995,-4.86659380023012,ATR_STOP,1,VN30_family_baseline
mean_reversion_uptrend_ma50_v1,MBB,2024-04-15,2024-04-16,15.617804999999999,14.93253,500,7808.902499999999,7451.33247,-357.57002999999895,-4.579004924187477,ATR_STOP,1,VN30_family_baseline
compression_breakout_smt_v1,FPT,2024-03-22,2024-04-19,85.14254999999999,80.829565,100,8514.255,8066.790587,-447.4644129999988,-5.255473473603959,ATR_STOP,19,VN30_family_baseline
mean_reversion_uptrend_ma50_v1,ACB,2024-04-15,2024-04-19,19.519755,18.660665,400,7807.902,7449.337468000001,-358.5645319999994,-4.592328797159588,ATR_STOP,3,VN30_family_baseline
breakout_after_accumulation_v3,VJC,2024-05-08,2024-05-22,117.95895,112.7436,100,11795.895,11251.81128,-544.0837200000005,-4.61248358009291,ATR_STOP,10,VN30_family_baseline
breakout_after_accumulation_v3,TCB,2024-03-22,2024-05-30,21.510749999999998,22.428780000000003,400,8604.3,8953.568976,349.2689760000012,4.0592375440187025,MAX_HOLDING,45,VN30_family_baseline
mean_reversion_uptrend_ma50_v1,POW,2024-05-09,2024-06-04,9.264629999999999,11.1944,2200,20382.185999999998,24578.42464,4196.238640000003,20.58777522685743,TAKE_PROFIT,18,VN30_family_baseline
mean_reversion_uptrend_ma50_v1,SAB,2024-05-08,2024-06-14,48.534254999999995,54.552710000000005,200,9706.850999999999,10888.720916000002,1181.8699160000033,12.175626431270073,TRAILING_ATR_STOP,27,VN30_family_baseline
mean_reversion_uptrend_ma50_v1,GAS,2024-05-31,2024-06-24,69.844905,66.696635,100,6984.4905,6656.324173,-328.1663269999999,-4.698500584974664,ATR_STOP,16,VN30_family_baseline
mean_reversion_uptrend_ma50_v1,SSB,2024-05-08,2024-06-26,19.419705,18.700645,700,13593.7935,13064.270597,-529.5229029999991,-3.8953284305811997,ATR_STOP,35,VN30_family_baseline
breakout_after_accumulation_v3,POW,2024-06-04,2024-07-01,11.205599999999999,12.223885000000001,2400,26893.439999999995,29278.649352000004,2385.209352000009,8.869112140358427,TRAILING_ATR_STOP,19,VN30_family_baseline
mean_reversion_uptrend_ma50_v1,ACB,2024-05-08,2024-07-10,19.30965,20.459765,700,13516.755000000001,14293.191829000001,776.4368290000002,5.74425466023465,MAX_HOLDING,45,VN30_family_baseline
mean_reversion_uptrend_ma50_v1,SHB,2024-05-08,2024-07-10,8.414204999999999,8.55572,1600,13462.728,13661.773696000002,199.04569600000286,1.4784945220612262,MAX_HOLDING,45,VN30_family_baseline
mean_reversion_uptrend_ma50_v1,MSN,2024-05-09,2024-07-11,72.13605,77.1614,200,14427.21,15401.41544,974.2054400000015,6.752556038208369,MAX_HOLDING,45,VN30_family_baseline
breakout_after_accumulation_v3,HPG,2024-05-24,2024-07-17,24.43221,23.778105,700,17102.547000000002,16611.384153,-491.16284700000324,-2.8718695934588174,ATR_STOP,38,VN30_family_baseline
compression_breakout_smt_v1,POW,2024-07-09,2024-07-17,12.6063,12.35382,400,5042.5199999999995,4931.644944000001,-110.87505599999895,-2.198802503510129,STOP_LOSS,6,VN30_family_baseline
compression_breakout_smt_v1,MWG,2024-07-10,2024-07-17,65.78287499999999,63.748110000000004,300,19734.862499999996,19086.184134,-648.6783659999965,-3.2869667371637203,ATR_STOP,5,VN30_family_baseline
breakout_after_accumulation_v3,GVR,2024-07-10,2024-07-18,37.288635,34.70264,600,22373.181,20779.940832000004,-1593.2401679999966,-7.121205375310719,ATR_STOP,6,VN30_family_baseline
mean_reversion_uptrend_ma50_v1,BID,2024-07-09,2024-07-23,38.84941499999999,39.050465,100,3884.9414999999995,3897.2364070000003,12.294907000000876,0.3164759881197922,ATR_STOP,10,VN30_family_baseline
mean_reversion_uptrend_ma50_v1,SHB,2024-07-11,2024-07-24,8.634315,8.365815,2700,23312.650500000003,22542.525099,-770.1254010000048,-3.3034656484040914,ATR_STOP,9,VN30_family_baseline
breakout_after_accumulation_v3,HDB,2024-07-10,2024-08-02,15.58779,16.441775,1500,23381.685,24613.337174999997,1231.6521749999956,5.267593738432433,TRAILING_ATR_STOP,17,VN30_family_baseline
mean_reversion_uptrend_ma50_v1,VPB,2024-07-09,2024-08-05,18.699345,17.901045,300,5609.8035,5359.572873,-250.2306269999999,-4.460595224057312,ATR_STOP,19,VN30_family_baseline
breakout_after_accumulation_v3,SSB,2024-08-23,2024-09-04,19.659824999999998,18.740625,100,1965.9824999999998,1870.3143750000002,-95.66812499999969,-4.866173783337324,ATR_STOP,6,VN30_family_baseline
mean_reversion_uptrend_ma50_v1,MSN,2024-08-19,2024-09-16,77.8389,74.16290000000001,300,23351.67,22204.372260000004,-1147.2977399999945,-4.913129296534229,ATR_STOP,18,VN30_family_baseline
compression_breakout_smt_v1,FPT,2024-08-19,2024-10-02,111.145545,114.00297,200,22229.109,22754.992812,525.883812,2.365743998106267,MAX_HOLDING,30,VN30_family_baseline
breakout_after_accumulation_v3,MWG,2024-08-19,2024-10-09,68.05400999999999,64.04796,300,20416.202999999998,19175.959224000002,-1240.2437759999957,-6.074801352631514,ATR_STOP,35,VN30_family_baseline
breakout_after_accumulation_v3,STB,2024-09-25,2024-10-18,32.016,35.08245,600,19209.6,21007.37106,1797.7710600000028,9.35871158170916,TRAILING_ATR_STOP,17,VN30_family_baseline
compression_breakout_smt_v1,ACB,2024-09-09,2024-10-21,20.520255,21.70914,100,2052.0254999999997,2166.572172,114.5466720000004,5.582127122689285,MAX_HOLDING,30,VN30_family_baseline
breakout_after_accumulation_v3,HDB,2024-08-19,2024-10-23,17.44872,17.341325,1300,22683.336000000003,22498.635055,-184.70094500000414,-0.8142582951643625,MAX_HOLDING,45,VN30_family_baseline
mean_reversion_uptrend_ma50_v1,GVR,2024-08-19,2024-10-23,33.8169,33.053465,700,23671.829999999998,23091.150649000003,-580.6793509999952,-2.4530395453160794,MAX_HOLDING,45,VN30_family_baseline
breakout_after_accumulation_v3,HPG,2024-10-10,2024-10-23,23.011499999999998,22.198895000000004,900,20710.35,19939.047489000004,-771.3025109999944,-3.7242369684722587,ATR_STOP,9,VN30_family_baseline
breakout_after_accumulation_v3,TCB,2024-10-02,2024-10-24,23.93196,23.518235,1000,23931.96,23471.19853,-460.76146999999764,-1.9252976772483226,ATR_STOP,16,VN30_family_baseline
mean_reversion_uptrend_ma50_v1,VIB,2024-08-23,2024-10-29,14.72736,14.63268,100,1472.7359999999999,1460.341464,-12.394535999999789,-0.8415993090411173,MAX_HOLDING,45,VN30_family_baseline
breakout_after_accumulation_v3,SSI,2024-08-27,2024-10-31,23.271630000000002,23.398295,100,2327.163,2335.1498410000004,7.986841000000368,0.34320075559814106,MAX_HOLDING,45,VN30_family_baseline
breakout_after_accumulation_v3,BVH,2024-12-03,2024-12-18,47.70384,50.894540000000006,300,14311.152,15237.825276000001,926.6732760000014,6.475182962210179,TRAILING_ATR_STOP,11,VN30_family_baseline
mean_reversion_uptrend_ma50_v1,POW,2024-12-04,2024-12-24,10.46523,9.995000000000001,100,1046.523,997.5010000000001,-49.02199999999982,-4.684273542005272,ATR_STOP,14,VN30_family_baseline
mean_reversion_uptrend_ma50_v1,SSI,2024-12-18,2025-01-07,23.101544999999998,22.50874,800,18481.235999999997,17970.978015999997,-510.25798399999985,-2.7609516160066345,ATR_STOP,13,VN30_family_baseline
breakout_after_accumulation_v3,CTG,2024-12-06,2025-02-07,25.052519999999998,27.076455000000003,700,17536.764,18915.611463,1378.8474630000019,7.862610587677418,TRAILING_ATR_STOP,39,VN30_family_baseline
mean_reversion_uptrend_ma50_v1,ACB,2024-12-03,2025-02-12,21.070529999999998,21.62918,700,14749.371,15110.145148000001,360.77414800000224,2.4460307358191904,MAX_HOLDING,45,VN30_family_baseline
