setup_type,trades,win_rate,avg_pnl_pct,total_pnl,profit_factor
LINREG_MOMENTUM,13,0.6153846153846154,0.050000972527599837,15696213.869613077,3.3273448497379676
EDGE_COMPRESSION,14,0.7142857142857143,0.03165092625036525,10370367.941562079,3.250866219734502
EDGE_MEAN_REVERSION,15,0.5333333333333333,0.018847240097443395,7984219.650554091,2.1242437553866647
EDGE_BREAKOUT,25,0.36,0.00929044760143792,1955468.9895541333,1.0709923687232954
