setup_type,trades,win_rate,avg_pnl_pct,total_pnl,profit_factor
EDGE_BREAKOUT,28,0.5714285714285714,0.0471922646801946,34023623.65199315,2.6643779706126103
EDGE_MEAN_REVERSION,20,0.6,0.03767741702027662,24474508.469666086,3.6952892813750924
EDGE_COMPRESSION,18,0.5555555555555556,0.01765046181585387,7706326.805520114,1.7507950060667667
NR7,6,0.6666666666666666,0.021806279004959715,2534433.9828590434,1.6117385323630247
