trades,symbols,win_rate,avg_trade_pct,median_trade_pct,avg_win_pct,avg_loss_pct,profit_factor,best_trade_pct,worst_trade_pct,avg_hold_bars,total_return,sharpe,max_drawdown,final_equity,benchmark_ew_return,benchmark_bh_return,benchmark_ew_maxdd,benchmark_bh_maxdd
16,13,0.3125,0.011546006763346994,-3.47805576642606,11.118098240448992,-5.036886826730128,1.0033342404214154,16.90424309674685,-11.344388584151023,4.8125,0.0039057478750013086,0.1812939028872549,-0.14494484356895032,100390.57478750014,-0.034920570775836324,-0.04493734544019412,-0.16207884061915134,-0.1703942192702541
