hypothesis,symbol,entry_date,exit_date,entry_price,exit_price,shares,entry_value,exit_value,pnl,pnl_pct,exit_reason,holding_bars,portfolio_run
breakout_after_accumulation_v3,KDC,2022-05-31,2022-06-30,57.44871,63.138415,1700,97662.807,107120.63488900001,9457.827889000007,9.68416552782474,TRAILING_ATR_STOP,22,breakout_after_accumulation_v3
breakout_after_accumulation_v3,HAG,2022-07-19,2022-07-21,11.755875,10.7946,9200,108154.05,99111.69936000001,-9042.35063999999,-8.360621391431934,STOP_LOSS,2,breakout_after_accumulation_v3
breakout_after_accumulation_v3,KBC,2022-07-21,2022-08-31,36.8184,34.48275,900,33136.56,30972.40605,-2164.1539499999963,-6.5310157421289246,ATR_STOP,29,breakout_after_accumulation_v3
breakout_after_accumulation_v3,VCB,2022-08-31,2022-09-05,48.38417999999999,47.21638000000001,300,14515.253999999997,14136.584172000003,-378.6698279999946,-2.6087716274203308,ATR_STOP,1,breakout_after_accumulation_v3
breakout_after_accumulation_v3,VGC,2022-07-21,2022-09-07,48.72435,56.57170000000001,600,29234.61,33875.13396000001,4640.523960000006,15.873391025226626,TRAILING_ATR_STOP,32,breakout_after_accumulation_v3
breakout_after_accumulation_v3,VCI,2022-07-21,2022-09-09,15.72786,19.33033,2100,33028.506,40512.505614,7483.999614,22.659213268683725,TRAILING_ATR_STOP,34,breakout_after_accumulation_v3
breakout_after_accumulation_v3,LPB,2022-07-28,2022-09-09,8.46423,7.996,500,4232.115000000001,3990.004,-242.1110000000008,-5.720803900650165,STOP_LOSS,29,breakout_after_accumulation_v3
breakout_after_accumulation_v3,GVR,2022-08-31,2022-09-09,24.912449999999996,23.538225,600,14947.469999999998,14094.689129999999,-852.7808699999987,-5.705185359127658,STOP_LOSS,5,breakout_after_accumulation_v3
breakout_after_accumulation_v3,REE,2022-09-05,2022-09-26,53.38668,50.65466,300,16016.003999999999,15166.005204,-849.9987959999999,-5.307183964239768,STOP_LOSS,15,breakout_after_accumulation_v3
breakout_after_accumulation_v3,VRE,2022-11-29,2022-12-16,29.31465,27.5862,1800,52766.37,49555.84968000001,-3210.520319999996,-6.084406261033298,STOP_LOSS,13,breakout_after_accumulation_v3
breakout_after_accumulation_v3,SBT,2022-12-22,2022-12-27,11.705849999999998,10.564715000000001,4200,49164.56999999999,44283.059394,-4881.510605999989,-9.92891955731534,STOP_LOSS,3,breakout_after_accumulation_v3
breakout_after_accumulation_v3,PVT,2023-01-04,2023-01-06,15.02751,14.57271,1500,22541.265,21815.34687,-725.9181299999982,-3.220396592649074,STOP_LOSS,2,breakout_after_accumulation_v3
breakout_after_accumulation_v3,CTG,2022-11-29,2023-02-08,16.578285,17.951020000000003,3200,53050.512,57328.37747200001,4277.865472000005,8.063759067961502,MAX_HOLDING,45,breakout_after_accumulation_v3
breakout_after_accumulation_v3,ACB,2022-12-02,2023-02-13,13.186589999999999,14.142925000000002,100,1318.6589999999999,1411.4639150000003,92.80491500000039,7.037825169357689,TRAILING_ATR_STOP,45,breakout_after_accumulation_v3
breakout_after_accumulation_v3,DXS,2023-02-08,2023-02-13,5.852924999999999,5.307345,4500,26338.162499999995,23835.286395,-2502.8761049999957,-9.502850113404822,STOP_LOSS,3,breakout_after_accumulation_v3
breakout_after_accumulation_v3,HT1,2023-02-21,2023-02-22,14.907449999999999,14.022985,900,13416.705,12595.445126999999,-821.2598730000009,-6.121174110931118,STOP_LOSS,1,breakout_after_accumulation_v3
breakout_after_accumulation_v3,PVD,2023-02-21,2023-02-23,22.11105,20.819585,600,13266.63,12466.767498000001,-799.8625019999981,-6.02913100011079,STOP_LOSS,2,breakout_after_accumulation_v3
breakout_after_accumulation_v3,HCM,2023-02-21,2023-02-23,12.856425,12.143925000000001,1000,12856.425,12119.63715,-736.7878499999988,-5.730892141477891,STOP_LOSS,2,breakout_after_accumulation_v3
breakout_after_accumulation_v3,ANV,2023-02-22,2023-02-27,15.8079,14.662665,1000,15807.9,14633.339670000001,-1174.5603299999984,-7.430211033723635,STOP_LOSS,3,breakout_after_accumulation_v3
