symbol,setup_type,signal_date,entry_date,exit_date,entry_price,exit_price,shares,entry_value,pnl,pnl_pct,holding_bars,exit_reason,priority_score,edge_strategy_name,edge_strategy_passed,edge_score,edge_rank,edge_rank_score,edge_risk,reasons
TPB,EDGE_MEAN_REVERSION,2025-01-02,2025-01-03,2025-01-13,14.67466,14.02596,1362800,19998626.648,-942276.1432239972,-0.047069972602829795,6,EDGE_ATR_STOP,2.6286,regime_router_research_v1,True,52.9701,1.0,2.6286,"{'stop_loss': 0.08, 'take_profit': 0.25, 'max_holding_bars': 45, 'initial_atr_stop_mult': 2.3, 'trailing_atr_mult': 3.0, 'trailing_profit_activation': 0.12, 'use_regime_exposure': True}",Edge strategy passed: regime_router_research_v1 | edge_score=52.9701
PAN,NR7,2025-01-02,2025-01-03,2025-01-21,23.423399999999997,25.00497,853800,19998898.919999998,1287647.0803080015,0.0643215771395285,12,EDGE_TRAILING_ATR_STOP,3.5,regime_router_research_v1,True,65.703,1.0,3.5,"{'setup_type': 'NR7', 'stop_loss': 0.065, 'take_profit': 0.2, 'max_holding_bars': 25, 'initial_atr_stop_mult': 1.9, 'trailing_atr_mult': 2.4, 'trailing_profit_activation': 0.08, 'use_regime_exposure': True}",Edge strategy passed: regime_router_research_v1 | edge_score=65.703
CTD,EDGE_BREAKOUT,2025-01-02,2025-01-03,2025-02-10,62.702639999999995,72.06786,318900,19995871.895999998,2920607.904996,0.14591462827709342,21,EDGE_TRAILING_ATR_STOP,3.725,regime_router_research_v1,True,100.0,1.0,3.725,"{'stop_loss': 0.09, 'take_profit': 0.35, 'max_holding_bars': 45, 'initial_atr_stop_mult': 2.3, 'trailing_atr_mult': 2.8, 'trailing_profit_activation': 0.1, 'use_regime_exposure': True}",Edge strategy passed: regime_router_research_v1 | edge_score=100.0
REE,EDGE_COMPRESSION,2025-02-10,2025-02-11,2025-02-21,56.59653999999999,60.779160000000005,379800,21495365.891999997,1520895.8601720072,0.07068390886306293,8,EDGE_TRAILING_ATR_STOP,4.5,regime_router_research_v1,True,68.9144,1.0,4.5,"{'stop_loss': 0.07, 'take_profit': 0.22, 'max_holding_bars': 30, 'initial_atr_stop_mult': 2.0, 'trailing_atr_mult': 2.5, 'trailing_profit_activation': 0.08, 'use_regime_exposure': True}",Edge strategy passed: regime_router_research_v1 | edge_score=68.9144
HHV,EDGE_COMPRESSION,2025-01-23,2025-01-24,2025-03-13,11.561549999999999,12.04794,1738900,20104379.294999998,783778.8659730032,0.0389465329226868,29,EDGE_TRAILING_ATR_STOP,4.5,regime_router_research_v1,True,84.2398,1.0,4.5,"{'stop_loss': 0.07, 'take_profit': 0.22, 'max_holding_bars': 30, 'initial_atr_stop_mult': 2.0, 'trailing_atr_mult': 2.5, 'trailing_profit_activation': 0.08, 'use_regime_exposure': True}",Edge strategy passed: regime_router_research_v1 | edge_score=84.2398
VCI,EDGE_COMPRESSION,2025-02-21,2025-02-24,2025-03-27,26.306279999999997,27.56241,846200,22260374.135999996,994030.2091800086,0.04461008453591253,23,EDGE_TRAILING_ATR_STOP,4.5,regime_router_research_v1,True,91.7683,1.0,4.5,"{'stop_loss': 0.07, 'take_profit': 0.22, 'max_holding_bars': 30, 'initial_atr_stop_mult': 2.0, 'trailing_atr_mult': 2.5, 'trailing_profit_activation': 0.08, 'use_regime_exposure': True}",Edge strategy passed: regime_router_research_v1 | edge_score=91.7683
HT1,EDGE,2025-01-23,2025-01-24,2025-04-03,12.342329999999999,11.07891,1628800,20103187.104,-2114052.3403199986,-0.10505500391526769,44,EDGE_STOP_LOSS,3.0,regime_router_research_v1,True,65.9001,1.0,3.0,"{'stop_loss': 0.08, 'take_profit': 0.25, 'max_holding_bars': 60}",Edge strategy passed: regime_router_research_v1 | edge_score=65.9001
SSB,EDGE_COMPRESSION,2025-03-13,2025-03-14,2025-04-03,19.819799999999997,19.4805,1088500,21573852.299999997,-433310.9507999979,-0.020064940962225403,14,EDGE_ATR_STOP,4.5,regime_router_research_v1,True,77.1832,1.0,4.5,"{'stop_loss': 0.07, 'take_profit': 0.22, 'max_holding_bars': 30, 'initial_atr_stop_mult': 2.0, 'trailing_atr_mult': 2.5, 'trailing_profit_activation': 0.08, 'use_regime_exposure': True}",Edge strategy passed: regime_router_research_v1 | edge_score=77.1832
VGC,EDGE,2025-01-02,2025-01-03,2025-04-04,44.82478,40.309650000000005,446100,19996334.358,-2070160.097087998,-0.10342355594066803,60,EDGE_STOP_LOSS,5.0,regime_router_research_v1,True,100.0,1.0,5.0,"{'stop_loss': 0.08, 'take_profit': 0.25, 'max_holding_bars': 60, 'use_regime_exposure': True}",Edge strategy passed: regime_router_research_v1 | edge_score=100.0
KDC,EDGE_MEAN_REVERSION,2025-05-05,2025-05-06,2025-05-26,55.52546999999999,53.856089999999995,367200,20388952.583999995,-672937.2010799944,-0.03297201920374287,14,EDGE_ATR_STOP,3.5,regime_router_research_v1,True,85.029,1.0,3.5,"{'stop_loss': 0.07, 'take_profit': 0.22, 'max_holding_bars': 35, 'initial_atr_stop_mult': 2.1, 'trailing_atr_mult': 2.7, 'trailing_profit_activation': 0.1, 'use_regime_exposure': True}",Edge strategy passed: regime_router_research_v1 | edge_score=85.029
POW,EDGE_COMPRESSION,2025-05-05,2025-05-06,2025-06-11,10.23022,10.82916,1993000,20388828.459999997,1130133.5597800054,0.055373684537085015,26,EDGE_TRAILING_ATR_STOP,3.7,regime_router_research_v1,True,88.3591,1.0,3.7,"{'stop_loss': 0.07, 'take_profit': 0.22, 'max_holding_bars': 30, 'initial_atr_stop_mult': 2.0, 'trailing_atr_mult': 2.5, 'trailing_profit_activation': 0.08, 'use_regime_exposure': True}",Edge strategy passed: regime_router_research_v1 | edge_score=88.3591
TCB,EDGE_MEAN_REVERSION,2025-05-05,2025-05-06,2025-06-18,25.845819999999996,31.52844,788800,20387182.815999996,4412324.206240006,0.21621017134798506,31,EDGE_TAKE_PROFIT,2.7042,regime_router_research_v1,True,50.49,2.0,2.7042,"{'stop_loss': 0.08, 'take_profit': 0.25, 'max_holding_bars': 45, 'initial_atr_stop_mult': 2.3, 'trailing_atr_mult': 3.0, 'trailing_profit_activation': 0.12, 'use_regime_exposure': True}",Edge strategy passed: regime_router_research_v1 | edge_score=50.49
VCI,EDGE_MEAN_REVERSION,2025-05-05,2025-05-06,2025-07-08,26.996969999999997,27.20277,755200,20388111.744,93944.98444800079,0.004603228317222927,45,EDGE_MAX_HOLD,3.0125,regime_router_research_v1,True,43.0659,1.0,3.0125,"{'stop_loss': 0.08, 'take_profit': 0.25, 'max_holding_bars': 45, 'initial_atr_stop_mult': 2.3, 'trailing_atr_mult': 3.0, 'trailing_profit_activation': 0.12, 'use_regime_exposure': True}",Edge strategy passed: regime_router_research_v1 | edge_score=43.0659
MSB,EDGE_BREAKOUT,2025-07-08,2025-07-09,2025-07-29,10.68067,12.277709999999999,2025500,21633697.084999997,3163433.819705002,0.1460810666684457,14,EDGE_TRAILING_ATR_STOP,4.1364,regime_router_research_v1,True,97.5132,1.0,4.1364,"{'stop_loss': 0.09, 'take_profit': 0.35, 'max_holding_bars': 45, 'initial_atr_stop_mult': 2.2, 'trailing_atr_mult': 2.8, 'trailing_profit_activation': 0.1, 'use_regime_exposure': True}",Edge strategy passed: regime_router_research_v1 | edge_score=97.5132
