portfolio,total_return,sharpe_ratio,max_drawdown,win_rate,number_of_trades
qa_best_strategy,0.4954917189838153,0.6721004796386695,-0.19437935323688715,0.0,0
qa_ensemble,0.347499743191666,0.6489982274819284,-0.13156720685273793,0.0,0
