fold,train_start,train_end,test_start,test_end,selected_hypothesis,selected_filters,selected_risk,train_trades,train_symbols,train_win_rate,train_avg_trade_pct,train_median_trade_pct,train_avg_win_pct,train_avg_loss_pct,train_profit_factor,train_best_trade_pct,train_worst_trade_pct,train_avg_hold_bars,train_total_return,train_sharpe,train_max_drawdown,train_final_equity
1,2022-05-08,2024-05-07,2024-05-08,2024-11-07,leader_pullback_market_healthy_v2,"[{'column': 'mkt_CHDM20', 'op': '>', 'value': 45}, {'column': 'mkt_DS20', 'op': '<', 'value': 0.45}, {'column': 'mkt_DS50', 'op': '<', 'value': 0.5}, {'column': 'smart_money_score', 'op': '>=', 'value': 62}, {'column': 'rs_percentile_20', 'op': '>=', 'value': 0.62}, {'column': 'value_flow_quality_score', 'op': '>=', 'value': 55}, {'column': 'distribution_days_10', 'op': '<=', 'value': 1}, {'column': 'above_ma50', 'op': '==', 'value': True}, {'column': 'CHDM50', 'op': '>=', 'value': 45}, {'column': 'CHDM03', 'op': 'up'}, {'column': 'DS20', 'op': 'not_up'}]","{'stop_loss': 0.08, 'take_profit': 0.25, 'max_holding_bars': 60}",48.0,21.0,0.4583333333333333,3.6378435141292584,-1.0109445846967597,13.578947292211854,-4.773859682709863,2.4068320482145444,25.574628274879416,-8.792889329569347,34.458333333333336,0.3757233958100019,0.9764865227243522,-0.20016643549270385,137572.33958100018
2,2022-11-08,2024-11-07,2024-11-08,2025-05-07,leader_pullback_market_healthy_v2,"[{'column': 'mkt_CHDM20', 'op': '>', 'value': 45}, {'column': 'mkt_DS20', 'op': '<', 'value': 0.45}, {'column': 'mkt_DS50', 'op': '<', 'value': 0.5}, {'column': 'smart_money_score', 'op': '>=', 'value': 62}, {'column': 'rs_percentile_20', 'op': '>=', 'value': 0.62}, {'column': 'value_flow_quality_score', 'op': '>=', 'value': 55}, {'column': 'distribution_days_10', 'op': '<=', 'value': 1}, {'column': 'above_ma50', 'op': '==', 'value': True}, {'column': 'CHDM50', 'op': '>=', 'value': 45}, {'column': 'CHDM03', 'op': 'up'}, {'column': 'DS20', 'op': 'not_up'}]","{'stop_loss': 0.08, 'take_profit': 0.25, 'max_holding_bars': 60}",67.0,23.0,0.47761194029850745,2.821471080254511,-1.3253221295303832,10.57724538092819,-4.26952256607571,2.2650364762367006,25.574628274879416,-8.925217035248263,39.19402985074627,0.29679388325000144,0.8845157811024221,-0.12223773867999965,129679.38832500014
3,2023-05-08,2025-05-07,2025-05-08,2025-11-07,leader_pullback_market_healthy_v2,"[{'column': 'mkt_CHDM20', 'op': '>', 'value': 45}, {'column': 'mkt_DS20', 'op': '<', 'value': 0.45}, {'column': 'mkt_DS50', 'op': '<', 'value': 0.5}, {'column': 'smart_money_score', 'op': '>=', 'value': 62}, {'column': 'rs_percentile_20', 'op': '>=', 'value': 0.62}, {'column': 'value_flow_quality_score', 'op': '>=', 'value': 55}, {'column': 'distribution_days_10', 'op': '<=', 'value': 1}, {'column': 'above_ma50', 'op': '==', 'value': True}, {'column': 'CHDM50', 'op': '>=', 'value': 45}, {'column': 'CHDM03', 'op': 'up'}, {'column': 'DS20', 'op': 'not_up'}]","{'stop_loss': 0.08, 'take_profit': 0.25, 'max_holding_bars': 60}",51.0,23.0,0.45098039215686275,1.9250089359128701,-1.83849799421734,11.056558483029741,-5.575906763504558,1.6288244091662794,25.331250932268105,-12.046909475775694,43.627450980392155,0.5146328577750021,1.2587081839628478,-0.14275876956872446,151463.28577750022
4,2023-11-08,2025-11-07,2025-11-08,2026-05-07,leader_pullback_market_healthy_v2,"[{'column': 'mkt_CHDM20', 'op': '>', 'value': 45}, {'column': 'mkt_DS20', 'op': '<', 'value': 0.45}, {'column': 'mkt_DS50', 'op': '<', 'value': 0.5}, {'column': 'smart_money_score', 'op': '>=', 'value': 62}, {'column': 'rs_percentile_20', 'op': '>=', 'value': 0.62}, {'column': 'value_flow_quality_score', 'op': '>=', 'value': 55}, {'column': 'distribution_days_10', 'op': '<=', 'value': 1}, {'column': 'above_ma50', 'op': '==', 'value': True}, {'column': 'CHDM50', 'op': '>=', 'value': 45}, {'column': 'CHDM03', 'op': 'up'}, {'column': 'DS20', 'op': 'not_up'}]","{'stop_loss': 0.08, 'take_profit': 0.25, 'max_holding_bars': 60}",67.0,24.0,0.43283582089552236,2.619114103345589,-1.9233988035872693,13.590897682698172,-5.754089154581382,1.8025443444604292,30.28558549410553,-12.046909475775694,37.71641791044776,0.5956826031700035,1.484861625226516,-0.1392701659850758,159568.26031700036
