run,trades,symbols,win_rate,avg_trade_pct,median_trade_pct,avg_win_pct,avg_loss_pct,profit_factor,best_trade_pct,worst_trade_pct,avg_hold_bars,total_return,sharpe,max_drawdown,final_equity,benchmark_ew_return,benchmark_bh_return,benchmark_ew_maxdd,benchmark_bh_maxdd
VN100_2025_baseline_family,133,80,0.47368421052631576,3.1515147514798962,-0.9030799275097428,11.694836213353236,-4.537474564206109,2.3196499381059255,36.83141289437588,-12.978394617720022,13.962406015037594,0.5292041986900045,2.09887317918347,-0.10780697189180466,152920.41986900044,0.28090637836173027,0.2780513319834177,-0.213223266502365,-0.15924780650469728
VN100_2025_baseline_router,129,76,0.4496124031007752,3.0379249723935042,-1.8127987991796681,12.323234580171945,-4.5472575241015605,2.21383276224275,36.83141289437588,-12.978394617720022,13.806201550387597,0.43487631117500447,1.8332126966171103,-0.1160463022648659,143487.63111750045,0.28090637836173027,0.2780513319834177,-0.213223266502365,-0.15924780650469728
VN100_2025_static_setup_aware_family,128,71,0.4375,2.493715297021633,-1.460679448631457,11.354466588786002,-4.397980152128432,2.00802447619143,29.88837334320893,-12.978394617720042,14.5234375,0.48883464437500423,2.054260916737752,-0.11178725580591553,148883.46443750043,0.28090637836173027,0.2780513319834177,-0.213223266502365,-0.15924780650469728
VN100_2025_static_setup_aware_router,130,75,0.4230769230769231,2.125817504924026,-1.9452358506893734,11.475415602204484,-4.730554433081642,1.778925682812182,29.88837334320893,-12.978394617720031,13.838461538461539,0.4022196573050041,1.7291012334426341,-0.1318686492074438,140221.9657305004,0.28090637836173027,0.2780513319834177,-0.213223266502365,-0.15924780650469728
VN100_2025_adaptive_loose_family,125,73,0.464,3.023973522215343,-0.9030799275097793,11.78836317530988,-4.563110058075449,2.2363807960186755,36.83141289437588,-12.978394617720022,15.232,0.5239442702350043,2.0184908362360527,-0.16519392805125366,152394.42702350044,0.28090637836173027,0.2780513319834177,-0.213223266502365,-0.15924780650469728
VN100_2025_adaptive_loose_router,123,72,0.43089430894308944,2.7098541305530794,-1.917604078285362,12.418486373558022,-4.640967424864949,2.025993159074796,36.83141289437588,-12.978394617720031,14.585365853658537,0.4575434881950038,1.8156878511230765,-0.16123242610238453,145754.3488195004,0.28090637836173027,0.2780513319834177,-0.213223266502365,-0.15924780650469728
VN100_2025_adaptive_quality_family,128,74,0.46875,2.683708390976456,-0.8512903391937277,11.001263005409195,-4.655310386464196,2.085144912722214,36.83141289437586,-12.978394617720022,14.75,0.4891687595500043,1.9325819359350003,-0.1511024335693959,148916.87595500043,0.28090637836173027,0.2780513319834177,-0.213223266502365,-0.15924780650469728
VN100_2025_adaptive_quality_router,122,71,0.45081967213114754,2.5687471779122357,-1.479861947059483,11.62810124168478,-4.868036008766715,1.9608433926914093,36.831412894375894,-12.978394617720031,14.573770491803279,0.4519518065150039,1.8286139428353698,-0.1452357028948621,145195.18065150038,0.28090637836173027,0.2780513319834177,-0.213223266502365,-0.15924780650469728
VN100_2025_adaptive_pullback_family,131,73,0.4351145038167939,2.242676046610579,-1.8127987991796488,11.348717637042721,-4.771437070343909,1.8320643597791004,36.83141289437588,-12.978394617720042,14.259541984732824,0.4634205014950046,1.8618237547037584,-0.17532559149387061,146342.05014950046,0.28090637836173027,0.2780513319834177,-0.213223266502365,-0.15924780650469728
VN100_2025_adaptive_pullback_router,130,76,0.4307692307692308,2.123993630251845,-2.3106603828246963,11.463875373402532,-4.944024986186514,1.7547170921826878,36.831412894375894,-12.978394617720042,14.046153846153846,0.48992642043000445,1.9322175954521064,-0.17532559149387061,148992.64204300044,0.28090637836173027,0.2780513319834177,-0.213223266502365,-0.15924780650469728
VN100_2025_adaptive_no_breakout_family,129,74,0.4806201550387597,3.025863683710838,-0.29975012493754405,11.110364517657654,-4.45531619247875,2.3076325883652706,29.88837334320893,-12.978394617720028,14.589147286821705,0.5440854178300054,2.2096985977475776,-0.09431307310601988,154408.54178300055,0.28090637836173027,0.2780513319834177,-0.213223266502365,-0.15924780650469728
VN100_2025_adaptive_no_breakout_router,129,76,0.5038759689922481,3.4239531235189418,0.05902726365725223,11.364625690967793,-4.640792452796298,2.4871178973829013,36.83141289437586,-12.978394617720031,13.984496124031008,0.679809582870005,2.598973832643037,-0.09431307310601988,167980.9582870005,0.28090637836173027,0.2780513319834177,-0.213223266502365,-0.15924780650469728
