run,hypothesis,trades,win_rate,avg_trade_pct,sum_trade_pct,pf
VN30_2022_adaptive_loose_family,mean_reversion_uptrend_ma50_v1__adaptive_loose,132,0.45454545454545453,1.759002132493125,232.1882814890925,1.7755154417797114
VN30_2022_adaptive_loose_family,breakout_after_accumulation_v3__adaptive_loose,83,0.4457831325301205,1.7802049705605831,147.7570125565284,1.7041705741719735
VN30_2022_adaptive_loose_family,compression_breakout_smt_v1__adaptive_loose,22,0.5,2.3176334281875297,50.98793542012565,2.33662417708195
VN30_2022_adaptive_loose_router,mean_reversion_uptrend_ma50_v1__adaptive_loose,127,0.4330708661417323,1.393382621167081,176.95959288821928,1.5603158138110311
VN30_2022_adaptive_loose_router,breakout_after_accumulation_v3__adaptive_loose,80,0.45,1.9984193191512767,159.87354553210213,1.8163908521166554
VN30_2022_adaptive_loose_router,compression_breakout_smt_v1__adaptive_loose,20,0.45,1.7501123293882799,35.0022465877656,1.940729626917408
VN30_2022_adaptive_no_breakout_family,mean_reversion_uptrend_ma50_v1__adaptive_pullback,108,0.4444444444444444,1.6903085062103897,182.5533186707221,1.7599606845769655
VN30_2022_adaptive_no_breakout_family,breakout_after_accumulation_v3,93,0.43010752688172044,1.140234203362391,106.04178091270235,1.4524907518037444
VN30_2022_adaptive_no_breakout_family,compression_breakout_smt_v1__adaptive_pullback,15,0.4666666666666667,1.7387164925522454,26.08074738828368,1.9107004197759714
VN30_2022_adaptive_no_breakout_router,breakout_after_accumulation_v3,94,0.4574468085106383,1.9071592913225766,179.2729733843222,1.7575038440738522
VN30_2022_adaptive_no_breakout_router,mean_reversion_uptrend_ma50_v1__adaptive_pullback,101,0.43564356435643564,1.5585184655985695,157.41036502545552,1.65808507453078
VN30_2022_adaptive_no_breakout_router,compression_breakout_smt_v1__adaptive_pullback,14,0.35714285714285715,1.0539001163303847,14.754601628625387,1.4817403708694619
VN30_2022_adaptive_pullback_family,mean_reversion_uptrend_ma50_v1__adaptive_pullback,112,0.44642857142857145,1.5651393045754918,175.29560211245507,1.699090408333413
VN30_2022_adaptive_pullback_family,breakout_after_accumulation_v3__adaptive_pullback,85,0.4588235294117647,1.847488126554488,157.03649075713147,1.7700890700342438
VN30_2022_adaptive_pullback_family,compression_breakout_smt_v1__adaptive_pullback,15,0.4,0.4601488482733558,6.902232724100337,1.2292457824564473
VN30_2022_adaptive_pullback_router,mean_reversion_uptrend_ma50_v1__adaptive_pullback,115,0.4608695652173913,1.5529656340183466,178.59104791210987,1.6495446557571958
VN30_2022_adaptive_pullback_router,breakout_after_accumulation_v3__adaptive_pullback,82,0.4146341463414634,1.6044621617075467,131.56589726001883,1.6257212003174213
VN30_2022_adaptive_pullback_router,compression_breakout_smt_v1__adaptive_pullback,18,0.5,2.6756565292474264,48.161817526453675,2.574697209083843
VN30_2022_adaptive_quality_family,mean_reversion_uptrend_ma50_v1__adaptive_quality,127,0.4251968503937008,1.430030650569935,181.61389262238174,1.6040798068924207
VN30_2022_adaptive_quality_family,breakout_after_accumulation_v3__adaptive_quality,73,0.4246575342465753,1.844410220382892,134.6419460879511,1.7681878899224912
VN30_2022_adaptive_quality_family,compression_breakout_smt_v1__adaptive_quality,17,0.47058823529411764,1.6911000298828678,28.748700508008753,1.8763397300953923
VN30_2022_adaptive_quality_router,mean_reversion_uptrend_ma50_v1__adaptive_quality,119,0.42016806722689076,1.2917457755639967,153.7177472921156,1.5171369614782668
VN30_2022_adaptive_quality_router,breakout_after_accumulation_v3__adaptive_quality,69,0.391304347826087,1.6572538831894381,114.35051794007123,1.6658779253168092
VN30_2022_adaptive_quality_router,compression_breakout_smt_v1__adaptive_quality,17,0.47058823529411764,1.6911000298828656,28.748700508008714,1.87633973009539
VN30_2022_baseline_family,mean_reversion_uptrend_ma50_v1,118,0.4491525423728814,1.7823225433928793,210.31406012035976,1.828819732888542
VN30_2022_baseline_family,breakout_after_accumulation_v3,98,0.4489795918367347,1.687237288230801,165.3492542466185,1.7263575890013834
VN30_2022_baseline_family,compression_breakout_smt_v1,19,0.47368421052631576,1.426438295714367,27.102327618572975,1.7823702356113857
VN30_2022_baseline_router,mean_reversion_uptrend_ma50_v1,116,0.4224137931034483,1.5650419717141428,181.54486871884058,1.6532457512602399
VN30_2022_baseline_router,breakout_after_accumulation_v3,105,0.3904761904761905,1.1682304048239822,122.66419250651813,1.455127837661389
VN30_2022_baseline_router,compression_breakout_smt_v1,20,0.5,1.8768777174890066,37.53755434978013,2.121010557064665
VN30_2022_static_setup_aware_family,mean_reversion_uptrend_ma50_v1__static_setup_aware,117,0.42735042735042733,1.4061446442568843,164.51892337805546,1.5734907394875357
VN30_2022_static_setup_aware_family,breakout_after_accumulation_v3__static_setup_aware,98,0.42857142857142855,1.2675940429656907,124.22421621063768,1.4782970325214613
VN30_2022_static_setup_aware_family,compression_breakout_smt_v1__static_setup_aware,17,0.47058823529411764,1.6430306431847599,27.931520934140917,1.989427350513541
VN30_2022_static_setup_aware_router,mean_reversion_uptrend_ma50_v1__static_setup_aware,105,0.44761904761904764,1.7000827034126174,178.50868385832482,1.7005494939012251
VN30_2022_static_setup_aware_router,breakout_after_accumulation_v3__static_setup_aware,96,0.4166666666666667,1.4281717881620057,137.10449166355255,1.549790891564178
VN30_2022_static_setup_aware_router,compression_breakout_smt_v1__static_setup_aware,19,0.47368421052631576,2.241031655285154,42.57960145041793,2.307445618498955
