trades,symbols,win_rate,avg_trade_pct,median_trade_pct,avg_win_pct,avg_loss_pct,profit_factor,best_trade_pct,worst_trade_pct,avg_hold_bars,total_return,sharpe,max_drawdown,final_equity,benchmark_ew_return,benchmark_bh_return,benchmark_ew_maxdd,benchmark_bh_maxdd
31,29,0.3548387096774194,-0.15997881773165104,-3.3079473194437243,8.739083033017911,-5.05446283564391,0.9509409455470911,33.52712036838724,-12.978394617720033,9.193548387096774,-0.07353593115499912,-1.0894150777930705,-0.12184108097862512,92646.40688450009,-0.016308347474431106,-0.025004544013582874,-0.12961197682788417,-0.1309173856367034
