date,equity,return,drawdown
2021-01-04,100379.78543850002,0.0,0.0
2021-01-05,100845.78543850002,0.00464236895869341,0.0
2021-01-06,101908.78543850002,0.010540847050551916,0.0
2021-01-07,102128.78543850002,0.002158793268444592,0.0
2021-01-08,103105.78543850002,0.009566352873043193,0.0
2021-01-11,104004.78543850002,0.008719200345321365,0.0
2021-01-12,104912.34131950003,0.00872609733459484,0.0
2021-01-13,105681.34131950003,0.007329928875174918,0.0
2021-01-14,105964.34131950003,0.00267786154553451,0.0
2021-01-15,106766.34131950003,0.007568583827476827,0.0
2021-01-18,106067.34131950003,-0.0065470071500177696,-0.0065470071500177696
2021-01-19,101272.34131950003,-0.04520712917236536,-0.05145816492445976
2021-01-20,101367.01739450004,0.0009348660628010208,-0.05057140535370064
2021-01-21,102977.01739450004,0.015882878291014535,-0.035491746538924396
2021-01-22,103935.51422850005,0.009307871389671929,-0.026514227761431752
2021-01-25,103736.51422850005,-0.0019146487269260382,-0.028378111055928912
2021-01-26,101513.60004650005,-0.02142846420599398,-0.04919847592492721
2021-01-27,99474.80716650005,-0.020083938300544002,-0.06829431507051409
2021-01-28,95495.93411100004,-0.03999880139340406,-0.1055614257191142
2021-01-29,97365.38150150006,0.019576198797396582,-0.0880517183769316
2021-02-01,95678.38150150006,-0.017326486827086596,-0.1038525782654579
2021-02-02,97828.38150150006,0.022471115901623984,-0.08371514568671956
2021-02-03,99872.37883550006,0.02089370490064435,-0.06457056033576802
2021-02-04,100016.37883550006,0.0014418400931170972,-0.06322182066537807
2021-02-05,101149.37883550006,0.011328144581833843,-0.05260986200876849
2021-02-08,98208.37883550006,-0.029075808807318193,-0.08015599652694039
2021-02-09,100215.32746750006,0.02043561512568748,-0.06135841849629331
2021-02-17,102503.32746750006,0.0228308389327172,-0.039928443733431296
2021-02-18,103673.32746750006,0.01141426360398845,-0.028969933911513146
2021-02-19,103262.32746750006,-0.003964375505636553,-0.03281946172075112
2021-02-22,103361.37932150006,0.0009592254642059039,-0.031891717519949125
2021-02-23,102850.37932150006,-0.004943819474492184,-0.03667787010029111
2021-02-24,101613.37932150006,-0.012027179755295436,-0.048263918518849036
2021-02-25,101596.37932150006,-0.00016730080343274611,-0.048423144729936696
2021-02-26,101519.37932150006,-0.0007579010247632523,-0.04914434580368687
2021-03-01,102034.37932150006,0.005072923056090195,-0.04432072823250066
2021-03-02,102058.37932150006,0.00023521483797517284,-0.04409593828743574
2021-03-03,102530.37932150006,0.004624803990989523,-0.03967506936782428
2021-03-04,101242.37932150006,-0.01256213044878407,-0.05173879641964518
2021-03-05,101104.37932150006,-0.0013630655554012217,-0.05303133860376896
2021-03-08,100537.37932150006,-0.0056080656822689035,-0.05834200105592924
2021-03-09,99971.37932150006,-0.005629746904283639,-0.06364329726037843
2021-03-10,100776.37932150006,0.008052304624218243,-0.05610346785299036
2021-03-11,101464.37932150006,0.006826996610040048,-0.04965948942779408
2021-03-12,101153.37932150006,-0.0030651150884642986,-0.05257239246592793
2021-03-15,101556.37932150006,0.003984048804925422,-0.0487977946383783
2021-03-16,101682.37932150006,0.0012406901549839588,-0.0476176474267872
2021-03-17,101598.37932150006,-0.0008261018335773418,-0.04840441223451464
2021-03-18,102577.37932150006,0.00963598048057479,-0.039234855725405415
2021-03-19,102007.37932150006,-0.005556780683716789,-0.04457361692069883
2021-03-22,101756.37932150006,-0.0024606062979906085,-0.04692454509617017
2021-03-23,101224.37932150006,-0.005228173442759165,-0.05190738887844393
2021-03-24,100204.37932150006,-0.010076623900655002,-0.06146096154370595
2021-03-25,100412.37932150006,0.0020757575807404116,-0.05951278201980936
2021-03-26,100731.37932150006,0.0031768991249438994,-0.05652494899998728
2021-03-29,101417.37932150006,0.006810191666397403,-0.05009970307021305
2021-03-30,101979.37932150006,0.0055414565408795635,-0.04483587185660798
2021-03-31,102315.37932150006,0.0032947837321182227,-0.041688812625698124
2021-04-01,103870.37932150006,0.015198106191971483,-0.0271242974350292
2021-04-02,104210.37932150006,0.003273310468498769,-0.02393977321327523
2021-04-05,104676.37932150006,0.004471723479312351,-0.01957510177993005
2021-04-06,104672.37932150006,-3.8213014492138875e-05,-0.019612566770774276
2021-04-07,104805.37932150006,0.0012706312865162772,-0.018366855825205808
2021-04-08,104435.37932150006,-0.003530353140223763,-0.02183236747829098
2021-04-09,104389.37932150006,-0.0004404637614078277,-0.02226321487299887
2021-04-12,104807.88517150006,0.004009084570864907,-0.0183433854133791
2021-04-13,104909.82576800007,0.0009726424336604644,-0.017388584534748786
2021-04-14,105480.82576800007,0.005442769500568323,-0.012040457091744283
2021-04-15,103799.82576800007,-0.015936545696914384,-0.027785119494004418
2021-04-16,103818.82576800007,0.00018304462323914805,-0.02760716078749459
2021-04-19,104958.46723000007,0.010977213945250197,-0.016932996552629587
2021-04-20,106072.46723000007,0.010613722069309883,-0.0064989966025297274
2021-04-22,104686.18333500008,-0.013069215143210244,-0.0194832749609265
2021-04-23,105966.18333500008,0.012227019452069943,-0.007494477890793938
2021-04-26,103925.18333500008,-0.019260861680255204,-0.026610989469028845
2021-04-27,104104.18333500008,0.0017223929201355404,-0.024934431128752488
2021-04-28,103931.42517700008,-0.0016594737354989064,-0.026552526830683543
2021-04-29,104884.42517700008,0.009169507666973553,-0.017626492762061408
2021-05-04,105502.42517700008,0.005892199904390827,-0.011838151676638042
2021-05-05,106502.42517700008,0.009478455100177197,-0.0024719039655969333
2021-05-06,106273.42517700008,-0.0021501857785812817,-0.004616774691425296
2021-05-07,106267.65683300007,-5.427832960502865e-05,-0.0046708024302118956
2021-05-10,107579.65683300007,0.012346183581160686,0.0
2021-05-11,106819.65683300007,-0.0070645326669871444,-0.0070645326669871444
2021-05-12,107633.65683300007,0.007620320305583794,0.0
2021-05-13,106942.65683300007,-0.006419924959644607,-0.006419924959644607
2021-05-14,107378.65683300007,0.004076951264459838,-0.0023691474163667348
2021-05-17,107230.65683300007,-0.0013782999747349312,-0.0037441819952774846
2021-05-18,107606.65683300007,0.003506459916454485,-0.00025085090290943857
2021-05-19,108741.23200150009,0.010543726586179636,0.0
2021-05-20,109817.23200150009,0.009895050664729954,0.0
2021-05-21,108900.45456200009,-0.008348211139463824,-0.008348211139463824
2021-05-24,109531.45456200009,0.0057942825173493695,-0.002602300515970879
2021-05-25,110616.45456200009,0.009905830287187944,0.0
2021-05-26,111367.45456200009,0.006789225011538003,0.0
2021-05-27,110186.45456200009,-0.01060453437357245,-0.01060453437357245
2021-05-28,111723.45456200009,0.013949082998538254,0.0
2021-05-31,113840.8068310001,0.018951725734769553,0.0
2021-06-01,113837.7811990001,-2.6577745574796197e-05,-2.6577745574796197e-05
2021-06-02,114919.7811990001,0.009504753067073102,0.0
2021-06-03,117030.38099600011,0.018365852901731428,0.0
2021-06-04,117423.38099600011,0.003358102371839866,0.0
2021-06-07,114526.27370900012,-0.024672320473370424,-0.024672320473370424
2021-06-08,111719.27370900012,-0.024509659740893253,-0.04857727003444312
2021-06-09,113030.4341385001,0.011736206170792185,-0.03741117671998939
2021-06-10,112561.4341385001,-0.004149324945751487,-0.041405270536926775
2021-06-11,114652.4341385001,0.01857652237645757,-0.023597914095101702
2021-06-14,115570.4341385001,0.008006807765555735,-0.015780050291373637
2021-06-15,114530.84224950011,-0.008995310061344353,-0.02463341390756346
2021-06-16,112547.58665550011,-0.017316345143778555,-0.04152319835404916
2021-06-17,112902.24029350012,0.003151143872018869,-0.0385029000540702
2021-06-18,113258.24029350012,0.003153170380628012,-0.03547113587746098
2021-06-21,112801.24029350012,-0.004035026491809535,-0.039363035396310364
2021-06-22,113313.24029350012,0.004538957184050618,-0.03500274534455794
2021-06-23,112920.24029350012,-0.003468261952284335,-0.03834960860693826
2021-06-24,112913.24029350012,-6.199065802381387e-05,-0.038409221947489525
2021-06-25,114401.24029350012,0.013178259663190861,-0.025737128984583912
2021-06-28,114815.24029350012,0.003618841884387436,-0.02221142570054968
2021-06-29,116007.68436450012,0.010385764711651424,-0.012056343630134525
2021-06-30,116350.68436450012,0.0029567006865018897,-0.009135289943120628
2021-07-01,116491.68436450012,0.0012118536368748156,-0.007934506940587283
2021-07-02,117820.68436450012,0.011408539650277438,0.0
2021-07-05,118017.68436450012,0.001672032386015987,0.0
2021-07-06,115110.42451700012,-0.024634103466399715,-0.024634103466399715
2021-07-07,117263.42451700012,0.018703779514617658,-0.006391074791557982
2021-07-08,117476.48086650013,0.001816903696762795,-0.004585783062210136
2021-07-09,116730.48086650013,-0.006350207245718886,-0.010906869635100014
2021-07-12,114265.48086650013,-0.021117020864662717,-0.031793569906110264
2021-07-13,114248.48086650013,-0.0001487763397229891,-0.03193761611487578
2021-07-14,112316.39864200013,-0.016911229014569096,-0.04830874078914693
2021-07-15,113072.39864200013,0.006730985048850169,-0.04190292115227723
2021-07-16,113079.39864200013,6.190723893784167e-05,-0.04184360800749143
2021-07-19,110590.10486900013,-0.022013680678307224,-0.06293615686069343
2021-07-20,112376.78134400013,0.016155843934829495,-0.04779709965396317
2021-07-21,111817.78134400013,-0.004974337165689291,-0.05253367793043162
2021-07-22,112798.78134400013,0.008773202152724036,-0.04422136435401747
2021-07-23,111887.78134400013,-0.008076328388883391,-0.05194054648257329
2021-07-26,112677.78134400013,0.007060645858828263,-0.04524663442817256
2021-07-27,113126.78134400013,0.0039848139947771255,-0.04144211985548141
2021-07-28,112797.78134400013,-0.002908241497648234,-0.04422983766041544
2021-07-29,114091.78134400013,0.011471856844893713,-0.033265379181434795
2021-07-30,114796.78134400013,0.0061792356267480475,-0.027291698170861967
2021-08-02,116059.78134400013,0.011002050625577242,-0.016589912190218548
2021-08-03,116611.78134400013,0.004756169567163626,-0.011912647058536008
2021-08-04,116655.78134400013,0.00037732036585746975,-0.011539821577025045
