exit_reason,trades,avg_pnl_pct,total_pnl
STOP_LOSS,83,-0.06869625240785701,-88491.27564699984
TAKE_PROFIT,47,0.22842039772669012,151106.3284040001
MAX_HOLDING,33,0.06592127295951813,32940.12483200005
SIGNAL_OFF,20,-0.022947514825181342,-6421.865881999969
END_OF_DATA,8,0.01747754044006422,359.9460650000292
REGIME_CRASH,3,-0.010727018720271328,-426.8765789999961
