symbol,entry_time,exit_time,entry_price,exit_price,shares,entry_value,exit_value,pnl,pnl_pct,exit_reason,holding_bars,strategy_ids,family_votes
BCM,2021-01-04,2021-01-12,38.389185,50.05496,200,7677.8369999999995,9990.970016,2313.1330159999998,0.30127404580222267,TAKE_PROFIT,6,qa_013,structure
BID,2021-01-04,2021-01-20,27.4137,25.947020000000002,300,8224.109999999999,7768.537788000001,-455.5722119999982,-0.05539471286254662,STOP_LOSS,12,qa_013,structure
BVH,2021-01-04,2021-01-20,58.00899,55.3723,100,5800.898999999999,5526.155540000001,-274.7434599999988,-0.047362220924721976,STOP_LOSS,12,qa_013,structure
GAS,2021-01-04,2021-01-20,57.178574999999995,55.882045,100,5717.857499999999,5577.028091,-140.82940899999903,-0.02462975144098975,STOP_LOSS,12,qa_013,structure
HDB,2021-01-12,2021-01-20,8.704349999999998,8.265865,2100,18279.134999999995,17323.599867,-955.535132999994,-0.05227463624509553,STOP_LOSS,6,qa_013,structure
TCB,2021-01-22,2021-01-26,17.228609999999996,16.771610000000003,600,10337.165999999997,10042.840068000001,-294.3259319999961,-0.028472594132666167,STOP_LOSS,2,"qa_017,qa_013","structure,trend"
STB,2021-01-20,2021-01-27,19.409699999999997,17.7911,400,7763.879999999999,7102.207120000001,-661.6728799999983,-0.08522451145561219,STOP_LOSS,5,qa_013,structure
ACB,2021-01-04,2021-01-28,10.715355,9.75512,800,8572.284,7788.487808,-783.7961919999998,-0.09143376397702174,STOP_LOSS,18,qa_013,structure
CTG,2021-01-04,2021-01-28,16.258125,14.27286,500,8129.0625,7122.157139999999,-1006.9053600000007,-0.12386488109791266,STOP_LOSS,18,qa_013,structure
GVR,2021-01-04,2021-01-29,27.65382,22.3888,300,8296.146,6703.20672,-1592.9392800000005,-0.1920095523873375,STOP_LOSS,19,qa_013,structure
VRE,2021-01-20,2021-01-29,36.91845,29.835075000000003,200,7383.69,5955.08097,-1428.6090299999996,-0.1934817184903483,STOP_LOSS,7,qa_013,structure
MWG,2021-01-26,2021-01-29,42.521249999999995,39.470255,200,8504.249999999998,7878.262898,-625.9871019999982,-0.07360873704324289,STOP_LOSS,3,"qa_017,qa_013","structure,trend"
FPT,2021-01-04,2021-02-09,25.782884999999997,30.86456,300,7734.865499999999,9240.849264,1505.9837640000014,0.19470070475045773,TAKE_PROFIT,26,qa_013,structure
VHM,2021-01-29,2021-02-22,61.970969999999994,76.351805,100,6197.097,7619.910139,1422.8131389999999,0.22959349175912527,TAKE_PROFIT,11,qa_013,structure
VIC,2021-02-03,2021-04-12,46.68332999999999,55.47225,200,9336.665999999997,11072.261100000002,1735.595100000004,0.18589024176295957,TAKE_PROFIT,43,"qa_017,qa_013","structure,trend"
VPB,2021-02-22,2021-04-13,13.14657,16.301845,500,6573.285,8134.620655,1561.3356549999999,0.23752745468970232,TAKE_PROFIT,36,"qa_017,qa_013","structure,trend"
MSN,2021-01-28,2021-04-19,69.944955,83.13841000000001,100,6994.495499999999,8297.213318,1302.717818000001,0.186249003662952,TAKE_PROFIT,52,qa_013,structure
VRE,2021-04-12,2021-04-22,35.0175,34.5827,300,10505.25,10354.06038,-151.1896199999992,-0.014391815520810947,STOP_LOSS,7,"qa_068,qa_017,qa_013","structure,trend,volatility"
TPB,2021-04-13,2021-04-22,10.135065,9.5952,900,9121.558500000001,8618.40864,-503.14986000000135,-0.05516051451076056,STOP_LOSS,6,"qa_068,qa_017,qa_013","structure,trend,volatility"
VIC,2021-04-22,2021-04-28,63.13155,58.67065000000001,100,6313.155,5855.330870000001,-457.82412999999906,-0.07251907010044883,STOP_LOSS,4,"qa_017,qa_013","structure,trend"
VNM,2021-01-29,2021-05-07,73.066515,67.67614499999999,100,7306.6515,6754.079270999999,-552.5722290000012,-0.07562591824723011,STOP_LOSS,62,qa_013,structure
FPT,2021-02-09,2021-05-19,30.895439999999997,37.82108,300,9268.632,11323.631352,2054.9993520000007,0.22171549717369304,TAKE_PROFIT,63,"qa_017,qa_013","structure,trend"
TCB,2021-04-19,2021-05-21,19.28964,23.608190000000004,400,7715.856,9424.389448000002,1708.533448000002,0.22143148446523653,TAKE_PROFIT,21,"qa_068,qa_017,qa_013","structure,trend,volatility"
HPG,2021-04-22,2021-05-31,23.811899999999998,30.194895000000002,400,9524.759999999998,12053.802084,2529.0420840000024,0.265522919632621,TAKE_PROFIT,25,"qa_017,qa_013","structure,trend"
ACB,2021-04-28,2021-06-01,12.576285,15.932030000000001,800,10061.028,12720.132752000001,2659.104752000001,0.26429752029315506,TAKE_PROFIT,22,"qa_068,qa_017,qa_013","structure,trend,volatility"
MBB,2021-05-07,2021-06-03,10.46523,13.373310000000002,500,5232.615,6673.281690000001,1440.666690000001,0.2753244200079694,TAKE_PROFIT,19,"qa_068,qa_017,qa_013","structure,trend,volatility"
