date,equity,cash,positions,regime,gross_exposure
2021-01-04,100379.78543850002,39786.785438500025,8,NEUTRAL,0.6036374727770631
2021-01-05,100845.78543850002,39786.785438500025,8,NEUTRAL,0.6054690311003262
2021-01-06,101908.78543850002,39786.785438500025,8,NEUTRAL,0.6095843428287095
2021-01-07,102128.78543850002,39786.785438500025,8,NEUTRAL,0.6104253539521544
2021-01-08,103105.78543850002,39786.785438500025,8,NEUTRAL,0.6141168483486135
2021-01-11,104004.78543850002,39786.785438500025,8,NEUTRAL,0.6174523578818717
2021-01-12,104912.34131950003,31480.341319500032,8,NEUTRAL,0.6999367193261867
2021-01-13,105681.34131950003,31480.341319500032,8,NEUTRAL,0.7021201573858964
2021-01-14,105964.34131950003,31480.341319500032,8,NEUTRAL,0.7029157079872597
2021-01-15,106766.34131950003,31480.341319500032,8,NEUTRAL,0.7051473251734403
2021-01-18,106067.34131950003,31480.341319500032,8,NEUTRAL,0.7032042009549974
2021-01-19,101272.34131950003,31480.341319500032,8,NEUTRAL,0.6891516389437076
2021-01-20,101367.01739450004,43217.01739450004,7,NEUTRAL,0.5736579954176998
2021-01-21,102977.01739450004,43217.01739450004,7,NEUTRAL,0.5803236635905106
2021-01-22,103935.51422850005,32869.51422850005,8,NEUTRAL,0.683750886571484
2021-01-25,103736.51422850005,32869.51422850005,8,NEUTRAL,0.6831442190538763
2021-01-26,101513.60004650005,34399.600046500054,8,NEUTRAL,0.6611330892536298
2021-01-27,99474.80716650005,41501.80716650005,7,NEUTRAL,0.5827907753866294
2021-01-28,95495.93411100004,41382.934111000046,7,NEUTRAL,0.5666523973376874
2021-01-29,97365.38150150006,40492.38150150006,7,NEUTRAL,0.5841193155405424
2021-02-01,95678.38150150006,40492.38150150006,7,RISK_OFF,0.5767865126265204
2021-02-02,97828.38150150006,40492.38150150006,7,NEUTRAL,0.5860875864446438
2021-02-03,99872.37883550006,31146.37883550006,8,NEUTRAL,0.6881382099969672
2021-02-04,100016.37883550006,31146.37883550006,8,NEUTRAL,0.6885872174323823
2021-02-05,101149.37883550006,31146.37883550006,8,NEUTRAL,0.692075431465045
2021-02-08,98208.37883550006,31146.37883550006,8,NEUTRAL,0.6828541596469021
2021-02-09,100215.32746750006,31109.327467500065,8,NEUTRAL,0.6895751552816225
2021-02-17,102503.32746750006,31109.327467500065,8,NEUTRAL,0.6965042185838928
2021-02-18,103673.32746750006,31109.327467500065,8,NEUTRAL,0.699929304601009
2021-02-19,103262.32746750006,31109.327467500065,8,NEUTRAL,0.6987349769228167
2021-02-22,103361.37932150006,32149.379321500066,8,NEUTRAL,0.6889613941634706
2021-02-23,102850.37932150006,32149.379321500066,8,NEUTRAL,0.6874160354722242
2021-02-24,101613.37932150006,32149.379321500066,8,NEUTRAL,0.6836107652735286
2021-02-25,101596.37932150006,32149.379321500066,8,NEUTRAL,0.6835578242432845
2021-02-26,101519.37932150006,32149.379321500066,8,NEUTRAL,0.6833178104873285
2021-03-01,102034.37932150006,32149.379321500066,8,NEUTRAL,0.6849162063288433
2021-03-02,102058.37932150006,32149.379321500066,8,NEUTRAL,0.6849903012840873
2021-03-03,102530.37932150006,32149.379321500066,8,NEUTRAL,0.6864404527297159
2021-03-04,101242.37932150006,32149.379321500066,8,NEUTRAL,0.6824513653575035
2021-03-05,101104.37932150006,32149.379321500066,8,NEUTRAL,0.6820179349574086
2021-03-08,100537.37932150006,32149.379321500066,8,NEUTRAL,0.6802246135868306
2021-03-09,99971.37932150006,32149.379321500066,8,NEUTRAL,0.6784141667375599
2021-03-10,100776.37932150006,32149.379321500066,8,NEUTRAL,0.6809829888913148
2021-03-11,101464.37932150006,32149.379321500066,8,NEUTRAL,0.6831461490575769
2021-03-12,101153.37932150006,32149.379321500066,8,NEUTRAL,0.6821719695659566
2021-03-15,101556.37932150006,32149.379321500066,8,NEUTRAL,0.6834331871981787
2021-03-16,101682.37932150006,32149.379321500066,8,NEUTRAL,0.6838254618349368
2021-03-17,101598.37932150006,32149.379321500066,8,NEUTRAL,0.6835640535193392
